gameid,playername,result
ESPORTSTMNT01_2700815,Kingen,0
ESPORTSTMNT01_2700815,Pyosik,0
ESPORTSTMNT01_2700815,Zeka,0
ESPORTSTMNT01_2700815,Deft,0
ESPORTSTMNT01_2700815,BeryL,0
ESPORTSTMNT01_2700815,Dove,1
ESPORTSTMNT01_2700815,Croco,1
ESPORTSTMNT01_2700815,Clozer,1
ESPORTSTMNT01_2700815,Envyy,1
ESPORTSTMNT01_2700815,Kael,1
ESPORTSTMNT01_2690695,Kingen,0
ESPORTSTMNT01_2690695,Pyosik,0
ESPORTSTMNT01_2690695,Zeka,0
ESPORTSTMNT01_2690695,Deft,0
ESPORTSTMNT01_2690695,BeryL,0
ESPORTSTMNT01_2690695,Dove,1
ESPORTSTMNT01_2690695,Croco,1
ESPORTSTMNT01_2690695,Clozer,1
ESPORTSTMNT01_2690695,Envyy,1
ESPORTSTMNT01_2690695,Kael,1
ESPORTSTMNT01_2690705,Zeus,1
ESPORTSTMNT01_2690705,Oner,1
ESPORTSTMNT01_2690705,Faker,1
ESPORTSTMNT01_2690705,Gumayusi,1
ESPORTSTMNT01_2690705,Keria,1
ESPORTSTMNT01_2690705,Kiin,0
ESPORTSTMNT01_2690705,Ellim,0
ESPORTSTMNT01_2690705,FATE,0
ESPORTSTMNT01_2690705,Teddy,0
ESPORTSTMNT01_2690705,Hoit,0
ESPORTSTMNT01_2690725,Kiin,0
ESPORTSTMNT01_2690725,Ellim,0
ESPORTSTMNT01_2690725,FATE,0
ESPORTSTMNT01_2690725,Teddy,0
ESPORTSTMNT01_2690725,Hoit,0
ESPORTSTMNT01_2690725,Zeus,1
ESPORTSTMNT01_2690725,Oner,1
ESPORTSTMNT01_2690725,Faker,1
ESPORTSTMNT01_2690725,Gumayusi,1
ESPORTSTMNT01_2690725,Keria,1
ESPORTSTMNT01_2701248,Canna,1
ESPORTSTMNT01_2701248,Dread,1
ESPORTSTMNT01_2701248,Bdd,1
ESPORTSTMNT01_2701248,Ghost,1
ESPORTSTMNT01_2701248,Effort,1
ESPORTSTMNT01_2701248,DuDu,0
ESPORTSTMNT01_2701248,OnFleek,0
ESPORTSTMNT01_2701248,Karis,0
ESPORTSTMNT01_2701248,Hans SamD,0
ESPORTSTMNT01_2701248,Vsta,0
ESPORTSTMNT01_2701277,DuDu,1
ESPORTSTMNT01_2701277,OnFleek,1
ESPORTSTMNT01_2701277,Karis,1
ESPORTSTMNT01_2701277,Hans SamD,1
ESPORTSTMNT01_2701277,Vsta,1
ESPORTSTMNT01_2701277,Canna,0
ESPORTSTMNT01_2701277,Dread,0
ESPORTSTMNT01_2701277,Bdd,0
ESPORTSTMNT01_2701277,Ghost,0
ESPORTSTMNT01_2701277,Effort,0
ESPORTSTMNT01_2701282,Canna,0
ESPORTSTMNT01_2701282,Dread,0
ESPORTSTMNT01_2701282,Bdd,0
ESPORTSTMNT01_2701282,Ghost,0
ESPORTSTMNT01_2701282,Effort,0
ESPORTSTMNT01_2701282,DuDu,1
ESPORTSTMNT01_2701282,OnFleek,1
ESPORTSTMNT01_2701282,Karis,1
ESPORTSTMNT01_2701282,Hans SamD,1
ESPORTSTMNT01_2701282,Vsta,1
ESPORTSTMNT01_2701289,Rascal,0
ESPORTSTMNT01_2701289,Cuzz,0
ESPORTSTMNT01_2701289,Aria,0
ESPORTSTMNT01_2701289,Aiming,0
ESPORTSTMNT01_2701289,Life,0
ESPORTSTMNT01_2701289,HOYA,1
ESPORTSTMNT01_2701289,Canyon,1
ESPORTSTMNT01_2701289,ShowMaker,1
ESPORTSTMNT01_2701289,Deokdam,1
ESPORTSTMNT01_2701289,Kellin,1
ESPORTSTMNT01_2701333,Rascal,0
ESPORTSTMNT01_2701333,Cuzz,0
ESPORTSTMNT01_2701333,Aria,0
ESPORTSTMNT01_2701333,Aiming,0
ESPORTSTMNT01_2701333,Life,0
ESPORTSTMNT01_2701333,HOYA,1
ESPORTSTMNT01_2701333,Canyon,1
ESPORTSTMNT01_2701333,ShowMaker,1
ESPORTSTMNT01_2701333,Deokdam,1
ESPORTSTMNT01_2701333,Kellin,1
ESPORTSTMNT01_2691507,Kingen,0
ESPORTSTMNT01_2691507,Pyosik,0
ESPORTSTMNT01_2691507,Zeka,0
ESPORTSTMNT01_2691507,Deft,0
ESPORTSTMNT01_2691507,BeryL,0
ESPORTSTMNT01_2691507,Doran,1
ESPORTSTMNT01_2691507,Peanut,1
ESPORTSTMNT01_2691507,Chovy,1
ESPORTSTMNT01_2691507,Ruler,1
ESPORTSTMNT01_2691507,Lehends,1
ESPORTSTMNT01_2691515,Doran,1
ESPORTSTMNT01_2691515,Peanut,1
ESPORTSTMNT01_2691515,Chovy,1
ESPORTSTMNT01_2691515,Ruler,1
ESPORTSTMNT01_2691515,Lehends,1
ESPORTSTMNT01_2691515,Kingen,0
ESPORTSTMNT01_2691515,Pyosik,0
ESPORTSTMNT01_2691515,Zeka,0
ESPORTSTMNT01_2691515,Deft,0
ESPORTSTMNT01_2691515,BeryL,0
ESPORTSTMNT01_2691518,Morgan,1
ESPORTSTMNT01_2691518,UmTi,1
ESPORTSTMNT01_2691518,Lava,1
ESPORTSTMNT01_2691518,Hena,1
ESPORTSTMNT01_2691518,Delight,1
ESPORTSTMNT01_2691518,Zeus,0
ESPORTSTMNT01_2691518,Oner,0
ESPORTSTMNT01_2691518,Faker,0
ESPORTSTMNT01_2691518,Gumayusi,0
ESPORTSTMNT01_2691518,Keria,0
ESPORTSTMNT01_2691546,Zeus,1
ESPORTSTMNT01_2691546,Oner,1
ESPORTSTMNT01_2691546,Faker,1
ESPORTSTMNT01_2691546,Gumayusi,1
ESPORTSTMNT01_2691546,Keria,1
ESPORTSTMNT01_2691546,Morgan,0
ESPORTSTMNT01_2691546,UmTi,0
ESPORTSTMNT01_2691546,Lava,0
ESPORTSTMNT01_2691546,Hena,0
ESPORTSTMNT01_2691546,Delight,0
ESPORTSTMNT01_2691557,Morgan,0
ESPORTSTMNT01_2691557,UmTi,0
ESPORTSTMNT01_2691557,Lava,0
ESPORTSTMNT01_2691557,Hena,0
ESPORTSTMNT01_2691557,Delight,0
ESPORTSTMNT01_2691557,Zeus,1
ESPORTSTMNT01_2691557,Oner,1
ESPORTSTMNT01_2691557,Faker,1
ESPORTSTMNT01_2691557,Gumayusi,1
ESPORTSTMNT01_2691557,Keria,1
ESPORTSTMNT04_2090326,Armut,1
ESPORTSTMNT04_2090326,Elyoya,1
ESPORTSTMNT04_2090326,Reeker,1
ESPORTSTMNT04_2090326,UNF0RGIVEN,1
ESPORTSTMNT04_2090326,Kaiser,1
ESPORTSTMNT04_2090326,Alphari,0
ESPORTSTMNT04_2090326,Selfmade,0
ESPORTSTMNT04_2090326,Perkz,0
ESPORTSTMNT04_2090326,Carzzy,0
ESPORTSTMNT04_2090326,Labrov,0
ESPORTSTMNT04_2090342,Odoamne,1
ESPORTSTMNT04_2090342,Malrang,1
ESPORTSTMNT04_2090342,Larssen,1
ESPORTSTMNT04_2090342,Comp,1
ESPORTSTMNT04_2090342,Trymbi,1
ESPORTSTMNT04_2090342,JNX,0
ESPORTSTMNT04_2090342,Gilius,0
ESPORTSTMNT04_2090342,Sertuss,0
ESPORTSTMNT04_2090342,Jezu,0
ESPORTSTMNT04_2090342,Treatz,0
ESPORTSTMNT01_2701805,Finn,0
ESPORTSTMNT01_2701805,Markoon,0
ESPORTSTMNT01_2701805,Nukeduck,0
ESPORTSTMNT01_2701805,Patrik,0
ESPORTSTMNT01_2701805,Advienne,0
ESPORTSTMNT01_2701805,BrokenBlade,1
ESPORTSTMNT01_2701805,Jankos,1
ESPORTSTMNT01_2701805,Caps,1
ESPORTSTMNT01_2701805,Flakked,1
ESPORTSTMNT01_2701805,Targamas,1
ESPORTSTMNT04_2090354,WhiteKnight,0
ESPORTSTMNT04_2090354,Zanzarah,0
ESPORTSTMNT04_2090354,Dajor,0
ESPORTSTMNT04_2090354,Kobbe,0
ESPORTSTMNT04_2090354,promisq,0
ESPORTSTMNT04_2090354,HiRit,1
ESPORTSTMNT04_2090354,Shlatan,1
ESPORTSTMNT04_2090354,Vetheo,1
ESPORTSTMNT04_2090354,Neon,1
ESPORTSTMNT04_2090354,Mersa,1
ESPORTSTMNT04_2090358,Wunder,1
ESPORTSTMNT04_2090358,Razork,1
ESPORTSTMNT04_2090358,Humanoid,1
ESPORTSTMNT04_2090358,Upset,1
ESPORTSTMNT04_2090358,Hylissang,1
ESPORTSTMNT04_2090358,Adam,0
ESPORTSTMNT04_2090358,Cinkrof,0
ESPORTSTMNT04_2090358,nuc,0
ESPORTSTMNT04_2090358,xMatty,0
ESPORTSTMNT04_2090358,LIMIT,0
ESPORTSTMNT01_2691713,V1per,0
ESPORTSTMNT01_2691713,Hyper,0
ESPORTSTMNT01_2691713,Takeover,0
ESPORTSTMNT01_2691713,Instinct,0
ESPORTSTMNT01_2691713,Yursan,0
ESPORTSTMNT01_2691713,Ssumday,1
ESPORTSTMNT01_2691713,Closer,1
ESPORTSTMNT01_2691713,Abbedagge,1
ESPORTSTMNT01_2691713,FBI,1
ESPORTSTMNT01_2691713,huhi,1
ESPORTSTMNT01_2701892,Darshan,1
ESPORTSTMNT01_2701892,Blaber,1
ESPORTSTMNT01_2701892,Fudge,1
ESPORTSTMNT01_2701892,Zven,1
ESPORTSTMNT01_2701892,Isles,1
ESPORTSTMNT01_2701892,Tony Top,0
ESPORTSTMNT01_2701892,Amazo,0
ESPORTSTMNT01_2701892,ry0ma,0
ESPORTSTMNT01_2701892,Stixxay,0
ESPORTSTMNT01_2701892,Chime,0
ESPORTSTMNT01_2701898,Kumo,0
ESPORTSTMNT01_2701898,Josedeodo,0
ESPORTSTMNT01_2701898,toucouille,0
ESPORTSTMNT01_2701898,Johnsun,0
ESPORTSTMNT01_2701898,aphromoo,0
ESPORTSTMNT01_2701898,V1per,1
ESPORTSTMNT01_2701898,Hyper,1
ESPORTSTMNT01_2701898,Takeover,1
ESPORTSTMNT01_2701898,Instinct,1
ESPORTSTMNT01_2701898,Yursan,1
ESPORTSTMNT01_2701905,Ssumday,1
ESPORTSTMNT01_2701905,Closer,1
ESPORTSTMNT01_2701905,Abbedagge,1
ESPORTSTMNT01_2701905,FBI,1
ESPORTSTMNT01_2701905,huhi,1
ESPORTSTMNT01_2701905,Tony Top,0
ESPORTSTMNT01_2701905,Amazo,0
ESPORTSTMNT01_2701905,ry0ma,0
ESPORTSTMNT01_2701905,Stixxay,0
ESPORTSTMNT01_2701905,Chime,0
ESPORTSTMNT01_2701917,Darshan,1
ESPORTSTMNT01_2701917,Blaber,1
ESPORTSTMNT01_2701917,Fudge,1
ESPORTSTMNT01_2701917,Zven,1
ESPORTSTMNT01_2701917,Isles,1
ESPORTSTMNT01_2701917,Kumo,0
ESPORTSTMNT01_2701917,Josedeodo,0
ESPORTSTMNT01_2701917,toucouille,0
ESPORTSTMNT01_2701917,Johnsun,0
ESPORTSTMNT01_2701917,aphromoo,0
ESPORTSTMNT01_2701941,Canna,1
ESPORTSTMNT01_2701941,Dread,1
ESPORTSTMNT01_2701941,Bdd,1
ESPORTSTMNT01_2701941,Ghost,1
ESPORTSTMNT01_2701941,Peter,1
ESPORTSTMNT01_2701941,Dove,0
ESPORTSTMNT01_2701941,Croco,0
ESPORTSTMNT01_2701941,Clozer,0
ESPORTSTMNT01_2701941,Envyy,0
ESPORTSTMNT01_2701941,Kael,0
ESPORTSTMNT01_2701966,Canna,1
ESPORTSTMNT01_2701966,Dread,1
ESPORTSTMNT01_2701966,Bdd,1
ESPORTSTMNT01_2701966,Ghost,1
ESPORTSTMNT01_2701966,Peter,1
ESPORTSTMNT01_2701966,Dove,0
ESPORTSTMNT01_2701966,Croco,0
ESPORTSTMNT01_2701966,Clozer,0
ESPORTSTMNT01_2701966,Envyy,0
ESPORTSTMNT01_2701966,Kael,0
ESPORTSTMNT01_2701968,Kiin,0
ESPORTSTMNT01_2701968,Ellim,0
ESPORTSTMNT01_2701968,FATE,0
ESPORTSTMNT01_2701968,Teddy,0
ESPORTSTMNT01_2701968,Hoit,0
ESPORTSTMNT01_2701968,Rascal,1
ESPORTSTMNT01_2701968,Cuzz,1
ESPORTSTMNT01_2701968,Aria,1
ESPORTSTMNT01_2701968,Aiming,1
ESPORTSTMNT01_2701968,Life,1
ESPORTSTMNT01_2701997,Kiin,0
ESPORTSTMNT01_2701997,Ellim,0
ESPORTSTMNT01_2701997,FATE,0
ESPORTSTMNT01_2701997,Teddy,0
ESPORTSTMNT01_2701997,Hoit,0
ESPORTSTMNT01_2701997,Rascal,1
ESPORTSTMNT01_2701997,Cuzz,1
ESPORTSTMNT01_2701997,Aria,1
ESPORTSTMNT01_2701997,Aiming,1
ESPORTSTMNT01_2701997,Life,1
ESPORTSTMNT04_2110359,Odoamne,1
ESPORTSTMNT04_2110359,Malrang,1
ESPORTSTMNT04_2110359,Larssen,1
ESPORTSTMNT04_2110359,Comp,1
ESPORTSTMNT04_2110359,Trymbi,1
ESPORTSTMNT04_2110359,HiRit,0
ESPORTSTMNT04_2110359,Shlatan,0
ESPORTSTMNT04_2110359,Vetheo,0
ESPORTSTMNT04_2110359,Neon,0
ESPORTSTMNT04_2110359,Mersa,0
ESPORTSTMNT04_2090389,Finn,0
ESPORTSTMNT04_2090389,Markoon,0
ESPORTSTMNT04_2090389,Nukeduck,0
ESPORTSTMNT04_2090389,Patrik,0
ESPORTSTMNT04_2090389,Advienne,0
ESPORTSTMNT04_2090389,Adam,1
ESPORTSTMNT04_2090389,Cinkrof,1
ESPORTSTMNT04_2090389,nuc,1
ESPORTSTMNT04_2090389,xMatty,1
ESPORTSTMNT04_2090389,LIMIT,1
ESPORTSTMNT04_2090394,JNX,1
ESPORTSTMNT04_2090394,Gilius,1
ESPORTSTMNT04_2090394,Sertuss,1
ESPORTSTMNT04_2090394,Jezu,1
ESPORTSTMNT04_2090394,Treatz,1
ESPORTSTMNT04_2090394,Armut,0
ESPORTSTMNT04_2090394,Elyoya,0
ESPORTSTMNT04_2090394,Reeker,0
ESPORTSTMNT04_2090394,UNF0RGIVEN,0
ESPORTSTMNT04_2090394,Kaiser,0
ESPORTSTMNT04_2090404,BrokenBlade,1
ESPORTSTMNT04_2090404,Jankos,1
ESPORTSTMNT04_2090404,Caps,1
ESPORTSTMNT04_2090404,Flakked,1
ESPORTSTMNT04_2090404,Targamas,1
ESPORTSTMNT04_2090404,WhiteKnight,0
ESPORTSTMNT04_2090404,Zanzarah,0
ESPORTSTMNT04_2090404,Dajor,0
ESPORTSTMNT04_2090404,Kobbe,0
ESPORTSTMNT04_2090404,promisq,0
ESPORTSTMNT04_2110375,Alphari,0
ESPORTSTMNT04_2110375,Selfmade,0
ESPORTSTMNT04_2110375,Perkz,0
ESPORTSTMNT04_2110375,Carzzy,0
ESPORTSTMNT04_2110375,Labrov,0
ESPORTSTMNT04_2110375,Wunder,1
ESPORTSTMNT04_2110375,Razork,1
ESPORTSTMNT04_2110375,Humanoid,1
ESPORTSTMNT04_2110375,Upset,1
ESPORTSTMNT04_2110375,Hylissang,1
ESPORTSTMNT01_2692054,FakeGod,0
ESPORTSTMNT01_2692054,eXyu,0
ESPORTSTMNT01_2692054,Blue,0
ESPORTSTMNT01_2692054,Neo,0
ESPORTSTMNT01_2692054,Biofrost,0
ESPORTSTMNT01_2692054,Bwipo,1
ESPORTSTMNT01_2692054,Santorin,1
ESPORTSTMNT01_2692054,Bjergsen,1
ESPORTSTMNT01_2692054,Hans Sama,1
ESPORTSTMNT01_2692054,Eyla,1
ESPORTSTMNT01_2702177,Jenkins,1
ESPORTSTMNT01_2702177,Contractz,1
ESPORTSTMNT01_2702177,Palafox,1
ESPORTSTMNT01_2702177,Luger,1
ESPORTSTMNT01_2702177,Poome,1
ESPORTSTMNT01_2702177,Revenge,0
ESPORTSTMNT01_2702177,Xerxe,0
ESPORTSTMNT01_2702177,PowerOfEvil,0
ESPORTSTMNT01_2702177,WildTurtle,0
ESPORTSTMNT01_2702177,Destiny,0
ESPORTSTMNT01_2702184,Bwipo,0
ESPORTSTMNT01_2702184,Santorin,0
ESPORTSTMNT01_2702184,Bjergsen,0
ESPORTSTMNT01_2702184,Yeon,0
ESPORTSTMNT01_2702184,CoreJJ,0
ESPORTSTMNT01_2702184,Impact,1
ESPORTSTMNT01_2702184,Inspired,1
ESPORTSTMNT01_2702184,Jojopyun,1
ESPORTSTMNT01_2702184,Danny,1
ESPORTSTMNT01_2702184,VULCAN,1
ESPORTSTMNT01_2702196,Revenge,0
ESPORTSTMNT01_2702196,Xerxe,0
ESPORTSTMNT01_2702196,PowerOfEvil,0
ESPORTSTMNT01_2702196,WildTurtle,0
ESPORTSTMNT01_2702196,Destiny,0
ESPORTSTMNT01_2702196,FakeGod,1
ESPORTSTMNT01_2702196,eXyu,1
ESPORTSTMNT01_2702196,Blue,1
ESPORTSTMNT01_2702196,Neo,1
ESPORTSTMNT01_2702196,Biofrost,1
ESPORTSTMNT01_2702203,Jenkins,0
ESPORTSTMNT01_2702203,Contractz,0
ESPORTSTMNT01_2702203,Palafox,0
ESPORTSTMNT01_2702203,Luger,0
ESPORTSTMNT01_2702203,Poome,0
ESPORTSTMNT01_2702203,Impact,1
ESPORTSTMNT01_2702203,Inspired,1
ESPORTSTMNT01_2702203,Jojopyun,1
ESPORTSTMNT01_2702203,Danny,1
ESPORTSTMNT01_2702203,VULCAN,1
ESPORTSTMNT01_2702254,Morgan,1
ESPORTSTMNT01_2702254,UmTi,1
ESPORTSTMNT01_2702254,Lava,1
ESPORTSTMNT01_2702254,Hena,1
ESPORTSTMNT01_2702254,Delight,1
ESPORTSTMNT01_2702254,DuDu,0
ESPORTSTMNT01_2702254,OnFleek,0
ESPORTSTMNT01_2702254,Karis,0
ESPORTSTMNT01_2702254,Hans SamD,0
ESPORTSTMNT01_2702254,Vsta,0
ESPORTSTMNT01_2702297,DuDu,1
ESPORTSTMNT01_2702297,OnFleek,1
ESPORTSTMNT01_2702297,Karis,1
ESPORTSTMNT01_2702297,Hans SamD,1
ESPORTSTMNT01_2702297,Vsta,1
ESPORTSTMNT01_2702297,Morgan,0
ESPORTSTMNT01_2702297,UmTi,0
ESPORTSTMNT01_2702297,Lava,0
ESPORTSTMNT01_2702297,Hena,0
ESPORTSTMNT01_2702297,Delight,0
ESPORTSTMNT01_2702309,Morgan,1
ESPORTSTMNT01_2702309,UmTi,1
ESPORTSTMNT01_2702309,Lava,1
ESPORTSTMNT01_2702309,Hena,1
ESPORTSTMNT01_2702309,Delight,1
ESPORTSTMNT01_2702309,DuDu,0
ESPORTSTMNT01_2702309,OnFleek,0
ESPORTSTMNT01_2702309,Karis,0
ESPORTSTMNT01_2702309,Hans SamD,0
ESPORTSTMNT01_2702309,Vsta,0
ESPORTSTMNT01_2702317,HOYA,1
ESPORTSTMNT01_2702317,Canyon,1
ESPORTSTMNT01_2702317,ShowMaker,1
ESPORTSTMNT01_2702317,Deokdam,1
ESPORTSTMNT01_2702317,Kellin,1
ESPORTSTMNT01_2702317,Doran,0
ESPORTSTMNT01_2702317,Peanut,0
ESPORTSTMNT01_2702317,Chovy,0
ESPORTSTMNT01_2702317,Ruler,0
ESPORTSTMNT01_2702317,Lehends,0
ESPORTSTMNT01_2702340,Doran,1
ESPORTSTMNT01_2702340,Peanut,1
ESPORTSTMNT01_2702340,Chovy,1
ESPORTSTMNT01_2702340,Ruler,1
ESPORTSTMNT01_2702340,Lehends,1
ESPORTSTMNT01_2702340,HOYA,0
ESPORTSTMNT01_2702340,Canyon,0
ESPORTSTMNT01_2702340,ShowMaker,0
ESPORTSTMNT01_2702340,Deokdam,0
ESPORTSTMNT01_2702340,Kellin,0
ESPORTSTMNT01_2692264,HOYA,0
ESPORTSTMNT01_2692264,Canyon,0
ESPORTSTMNT01_2692264,ShowMaker,0
ESPORTSTMNT01_2692264,Deokdam,0
ESPORTSTMNT01_2692264,Kellin,0
ESPORTSTMNT01_2692264,Doran,1
ESPORTSTMNT01_2692264,Peanut,1
ESPORTSTMNT01_2692264,Chovy,1
ESPORTSTMNT01_2692264,Ruler,1
ESPORTSTMNT01_2692264,Lehends,1
ESPORTSTMNT01_2702406,Adam,0
ESPORTSTMNT01_2702406,Cinkrof,0
ESPORTSTMNT01_2702406,nuc,0
ESPORTSTMNT01_2702406,xMatty,0
ESPORTSTMNT01_2702406,LIMIT,0
ESPORTSTMNT01_2702406,HiRit,1
ESPORTSTMNT01_2702406,Shlatan,1
ESPORTSTMNT01_2702406,Vetheo,1
ESPORTSTMNT01_2702406,Neon,1
ESPORTSTMNT01_2702406,Mersa,1
ESPORTSTMNT01_2702451,Finn,1
ESPORTSTMNT01_2702451,Markoon,1
ESPORTSTMNT01_2702451,Nukeduck,1
ESPORTSTMNT01_2702451,Patrik,1
ESPORTSTMNT01_2702451,Advienne,1
ESPORTSTMNT01_2702451,Alphari,0
ESPORTSTMNT01_2702451,Selfmade,0
ESPORTSTMNT01_2702451,Perkz,0
ESPORTSTMNT01_2702451,Carzzy,0
ESPORTSTMNT01_2702451,Labrov,0
ESPORTSTMNT01_2692407,Odoamne,1
ESPORTSTMNT01_2692407,Malrang,1
ESPORTSTMNT01_2692407,Larssen,1
ESPORTSTMNT01_2692407,Comp,1
ESPORTSTMNT01_2692407,Trymbi,1
ESPORTSTMNT01_2692407,WhiteKnight,0
ESPORTSTMNT01_2692407,Zanzarah,0
ESPORTSTMNT01_2692407,Dajor,0
ESPORTSTMNT01_2692407,Kobbe,0
ESPORTSTMNT01_2692407,promisq,0
ESPORTSTMNT01_2692425,JNX,0
ESPORTSTMNT01_2692425,Gilius,0
ESPORTSTMNT01_2692425,Sertuss,0
ESPORTSTMNT01_2692425,Jezu,0
ESPORTSTMNT01_2692425,Treatz,0
ESPORTSTMNT01_2692425,Wunder,1
ESPORTSTMNT01_2692425,Razork,1
ESPORTSTMNT01_2692425,Humanoid,1
ESPORTSTMNT01_2692425,Upset,1
ESPORTSTMNT01_2692425,Hylissang,1
ESPORTSTMNT01_2692441,Armut,1
ESPORTSTMNT01_2692441,Elyoya,1
ESPORTSTMNT01_2692441,Reeker,1
ESPORTSTMNT01_2692441,UNF0RGIVEN,1
ESPORTSTMNT01_2692441,Kaiser,1
ESPORTSTMNT01_2692441,BrokenBlade,0
ESPORTSTMNT01_2692441,Jankos,0
ESPORTSTMNT01_2692441,Caps,0
ESPORTSTMNT01_2692441,Flakked,0
ESPORTSTMNT01_2692441,Targamas,0
ESPORTSTMNT01_2702518,Kumo,1
ESPORTSTMNT01_2702518,Josedeodo,1
ESPORTSTMNT01_2702518,toucouille,1
ESPORTSTMNT01_2702518,Johnsun,1
ESPORTSTMNT01_2702518,aphromoo,1
ESPORTSTMNT01_2702518,Tenacity,0
ESPORTSTMNT01_2702518,Closer,0
ESPORTSTMNT01_2702518,Abbedagge,0
ESPORTSTMNT01_2702518,FBI,0
ESPORTSTMNT01_2702518,huhi,0
ESPORTSTMNT01_2692497,Bwipo,1
ESPORTSTMNT01_2692497,Santorin,1
ESPORTSTMNT01_2692497,Bjergsen,1
ESPORTSTMNT01_2692497,Hans Sama,1
ESPORTSTMNT01_2692497,Eyla,1
ESPORTSTMNT01_2692497,Jenkins,0
ESPORTSTMNT01_2692497,Contractz,0
ESPORTSTMNT01_2692497,Palafox,0
ESPORTSTMNT01_2692497,Luger,0
ESPORTSTMNT01_2692497,Poome,0
ESPORTSTMNT01_2692529,V1per,0
ESPORTSTMNT01_2692529,Hyper,0
ESPORTSTMNT01_2692529,Takeover,0
ESPORTSTMNT01_2692529,Instinct,0
ESPORTSTMNT01_2692529,Yursan,0
ESPORTSTMNT01_2692529,Darshan,1
ESPORTSTMNT01_2692529,Blaber,1
ESPORTSTMNT01_2692529,Fudge,1
ESPORTSTMNT01_2692529,Zven,1
ESPORTSTMNT01_2692529,Isles,1
ESPORTSTMNT01_2692548,Impact,1
ESPORTSTMNT01_2692548,Inspired,1
ESPORTSTMNT01_2692548,Jojopyun,1
ESPORTSTMNT01_2692548,Danny,1
ESPORTSTMNT01_2692548,VULCAN,1
ESPORTSTMNT01_2692548,Revenge,0
ESPORTSTMNT01_2692548,Xerxe,0
ESPORTSTMNT01_2692548,PowerOfEvil,0
ESPORTSTMNT01_2692548,WildTurtle,0
ESPORTSTMNT01_2692548,Destiny,0
ESPORTSTMNT01_2692567,Tony Top,0
ESPORTSTMNT01_2692567,Amazo,0
ESPORTSTMNT01_2692567,ry0ma,0
ESPORTSTMNT01_2692567,Stixxay,0
ESPORTSTMNT01_2692567,Chime,0
ESPORTSTMNT01_2692567,Kumo,1
ESPORTSTMNT01_2692567,Josedeodo,1
ESPORTSTMNT01_2692567,toucouille,1
ESPORTSTMNT01_2692567,Johnsun,1
ESPORTSTMNT01_2692567,aphromoo,1
ESPORTSTMNT01_2693789,Canna,1
ESPORTSTMNT01_2693789,Dread,1
ESPORTSTMNT01_2693789,Bdd,1
ESPORTSTMNT01_2693789,Ghost,1
ESPORTSTMNT01_2693789,Peter,1
ESPORTSTMNT01_2693789,HOYA,0
ESPORTSTMNT01_2693789,Canyon,0
ESPORTSTMNT01_2693789,ShowMaker,0
ESPORTSTMNT01_2693789,Deokdam,0
ESPORTSTMNT01_2693789,Kellin,0
ESPORTSTMNT01_2703805,Burdol,1
ESPORTSTMNT01_2703805,Canyon,1
ESPORTSTMNT01_2703805,ShowMaker,1
ESPORTSTMNT01_2703805,Deokdam,1
ESPORTSTMNT01_2703805,Kellin,1
ESPORTSTMNT01_2703805,Canna,0
ESPORTSTMNT01_2703805,Dread,0
ESPORTSTMNT01_2703805,Bdd,0
ESPORTSTMNT01_2703805,Ghost,0
ESPORTSTMNT01_2703805,Peter,0
ESPORTSTMNT01_2703811,Canna,1
ESPORTSTMNT01_2703811,Dread,1
ESPORTSTMNT01_2703811,Bdd,1
ESPORTSTMNT01_2703811,Ghost,1
ESPORTSTMNT01_2703811,Peter,1
ESPORTSTMNT01_2703811,Burdol,0
ESPORTSTMNT01_2703811,Canyon,0
ESPORTSTMNT01_2703811,ShowMaker,0
ESPORTSTMNT01_2703811,Deokdam,0
ESPORTSTMNT01_2703811,Kellin,0
ESPORTSTMNT01_2693854,Rascal,1
ESPORTSTMNT01_2693854,Cuzz,1
ESPORTSTMNT01_2693854,Aria,1
ESPORTSTMNT01_2693854,Aiming,1
ESPORTSTMNT01_2693854,Life,1
ESPORTSTMNT01_2693854,DuDu,0
ESPORTSTMNT01_2693854,OnFleek,0
ESPORTSTMNT01_2693854,Karis,0
ESPORTSTMNT01_2693854,Hans SamD,0
ESPORTSTMNT01_2693854,Vsta,0
ESPORTSTMNT01_2693886,DuDu,0
ESPORTSTMNT01_2693886,OnFleek,0
ESPORTSTMNT01_2693886,Karis,0
ESPORTSTMNT01_2693886,Hans SamD,0
ESPORTSTMNT01_2693886,Vsta,0
ESPORTSTMNT01_2693886,Rascal,1
ESPORTSTMNT01_2693886,Cuzz,1
ESPORTSTMNT01_2693886,Aria,1
ESPORTSTMNT01_2693886,Aiming,1
ESPORTSTMNT01_2693886,Life,1
ESPORTSTMNT01_2704285,Kingen,0
ESPORTSTMNT01_2704285,Pyosik,0
ESPORTSTMNT01_2704285,Zeka,0
ESPORTSTMNT01_2704285,Deft,0
ESPORTSTMNT01_2704285,BeryL,0
ESPORTSTMNT01_2704285,Zeus,1
ESPORTSTMNT01_2704285,Oner,1
ESPORTSTMNT01_2704285,Faker,1
ESPORTSTMNT01_2704285,Gumayusi,1
ESPORTSTMNT01_2704285,Keria,1
ESPORTSTMNT01_2694425,Zeus,1
ESPORTSTMNT01_2694425,Oner,1
ESPORTSTMNT01_2694425,Faker,1
ESPORTSTMNT01_2694425,Gumayusi,1
ESPORTSTMNT01_2694425,Keria,1
