gameid,playername,result
ESPORTSTMNT01_2871299,Summit,1
ESPORTSTMNT01_2871299,Blaber,1
ESPORTSTMNT01_2871299,Fudge,1
ESPORTSTMNT01_2871299,Berserker,1
ESPORTSTMNT01_2871299,Isles,1
ESPORTSTMNT01_2871299,Licorice,0
ESPORTSTMNT01_2871299,Pridestalkr,0
ESPORTSTMNT01_2871299,Ablazeolive,0
ESPORTSTMNT01_2871299,Lost,0
ESPORTSTMNT01_2871299,Olleh,0
ESPORTSTMNT01_2861009,Summit,1
ESPORTSTMNT01_2861009,Blaber,1
ESPORTSTMNT01_2861009,Fudge,1
ESPORTSTMNT01_2861009,Berserker,1
ESPORTSTMNT01_2861009,Isles,1
ESPORTSTMNT01_2861009,Licorice,0
ESPORTSTMNT01_2861009,Pridestalkr,0
ESPORTSTMNT01_2861009,Ablazeolive,0
ESPORTSTMNT01_2861009,Lost,0
ESPORTSTMNT01_2861009,Olleh,0
ESPORTSTMNT01_2871313,Summit,1
ESPORTSTMNT01_2871313,Blaber,1
ESPORTSTMNT01_2871313,Fudge,1
ESPORTSTMNT01_2871313,Berserker,1
ESPORTSTMNT01_2871313,Isles,1
ESPORTSTMNT01_2871313,Licorice,0
ESPORTSTMNT01_2871313,Pridestalkr,0
ESPORTSTMNT01_2871313,Ablazeolive,0
ESPORTSTMNT01_2871313,Lost,0
ESPORTSTMNT01_2871313,Olleh,0
ESPORTSTMNT03_2637468,Leaky,1
ESPORTSTMNT03_2637468,Hana,1
ESPORTSTMNT03_2637468,Nestea,1
ESPORTSTMNT03_2637468,Cryscata,1
ESPORTSTMNT03_2637468,Woody,1
ESPORTSTMNT03_2637468,Kirt,0
ESPORTSTMNT03_2637468,Holo,0
ESPORTSTMNT03_2637468,Pretender,0
ESPORTSTMNT03_2637468,MnM,0
ESPORTSTMNT03_2637468,Keres,0
ESPORTSTMNT03_2637477,Kiaya,1
ESPORTSTMNT03_2637477,Levi,1
ESPORTSTMNT03_2637477,Kati,1
ESPORTSTMNT03_2637477,Sty1e,1
ESPORTSTMNT03_2637477,Bie,1
ESPORTSTMNT03_2657177,Kirt,0
ESPORTSTMNT03_2657177,Holo,0
ESPORTSTMNT03_2657177,Pretender,0
ESPORTSTMNT03_2657177,MnM,0
ESPORTSTMNT03_2657177,Keres,0
ESPORTSTMNT03_2657177,Leaky,1
ESPORTSTMNT03_2657177,Hana,1
ESPORTSTMNT03_2657177,Nestea,1
ESPORTSTMNT03_2657177,Cryscata,1
ESPORTSTMNT03_2657177,Woody,1
ESPORTSTMNT03_2637480,Kiaya,1
ESPORTSTMNT03_2637480,Levi,1
ESPORTSTMNT03_2637480,Kati,1
ESPORTSTMNT03_2637480,Sty1e,1
ESPORTSTMNT03_2637480,Bie,1
ESPORTSTMNT03_2657182,Kirt,0
ESPORTSTMNT03_2657182,Holo,0
ESPORTSTMNT03_2657182,Pretender,0
ESPORTSTMNT03_2657182,MnM,0
ESPORTSTMNT03_2657182,Keres,0
ESPORTSTMNT03_2657182,Leaky,1
ESPORTSTMNT03_2657182,Hana,1
ESPORTSTMNT03_2657182,Nestea,1
ESPORTSTMNT03_2657182,Cryscata,1
ESPORTSTMNT03_2657182,Woody,1
ESPORTSTMNT03_2637491,Hasmed,1
ESPORTSTMNT03_2637491,BeanJ,1
ESPORTSTMNT03_2637491,Froggy,1
ESPORTSTMNT03_2637491,Shogun,1
ESPORTSTMNT03_2637491,Taki,1
ESPORTSTMNT03_2637491,Pun,0
ESPORTSTMNT03_2637491,Phuc1,0
ESPORTSTMNT03_2637491,Yado,0
ESPORTSTMNT03_2637491,Artemis,0
ESPORTSTMNT03_2637491,RonOP,0
ESPORTSTMNT06_2260691,Odoamne,0
ESPORTSTMNT06_2260691,Malrang,0
ESPORTSTMNT06_2260691,Larssen,0
ESPORTSTMNT06_2260691,Comp,0
ESPORTSTMNT06_2260691,Trymbi,0
ESPORTSTMNT06_2260691,BrokenBlade,1
ESPORTSTMNT06_2260691,Jankos,1
ESPORTSTMNT06_2260691,Caps,1
ESPORTSTMNT06_2260691,Flakked,1
ESPORTSTMNT06_2260691,Targamas,1
ESPORTSTMNT03_2637498,Pun,1
ESPORTSTMNT03_2637498,Phuc1,1
ESPORTSTMNT03_2637498,Yado,1
ESPORTSTMNT03_2637498,Puddin,1
ESPORTSTMNT03_2637498,Hieu3,1
ESPORTSTMNT03_2637498,Hasmed,0
ESPORTSTMNT03_2637498,BeanJ,0
ESPORTSTMNT03_2637498,Froggy,0
ESPORTSTMNT03_2637498,Shogun,0
ESPORTSTMNT03_2637498,Taki,0
ESPORTSTMNT03_2637500,Hasmed,1
ESPORTSTMNT03_2637500,BeanJ,1
ESPORTSTMNT03_2637500,Froggy,1
ESPORTSTMNT03_2637500,Shogun,1
ESPORTSTMNT03_2637500,Taki,1
ESPORTSTMNT03_2637500,Pun,0
ESPORTSTMNT03_2637500,Phuc1,0
ESPORTSTMNT03_2637500,Yado,0
ESPORTSTMNT03_2637500,Puddin,0
ESPORTSTMNT03_2637500,Hieu3,0
ESPORTSTMNT03_2637518,GUIGO,0
ESPORTSTMNT03_2637518,Aegis,0
ESPORTSTMNT03_2637518,Grevthar,0
ESPORTSTMNT03_2637518,TitaN,0
ESPORTSTMNT03_2637518,Jojo,0
ESPORTSTMNT03_2637518,Parang,1
ESPORTSTMNT03_2637518,Wiz,1
ESPORTSTMNT03_2637518,Hauz,1
ESPORTSTMNT03_2637518,Disave,1
ESPORTSTMNT03_2637518,scuro,1
ESPORTSTMNT06_2260700,Odoamne,0
ESPORTSTMNT06_2260700,Malrang,0
ESPORTSTMNT06_2260700,Larssen,0
ESPORTSTMNT06_2260700,Comp,0
ESPORTSTMNT06_2260700,Trymbi,0
ESPORTSTMNT06_2260700,BrokenBlade,1
ESPORTSTMNT06_2260700,Jankos,1
ESPORTSTMNT06_2260700,Caps,1
ESPORTSTMNT06_2260700,Flakked,1
ESPORTSTMNT06_2260700,Targamas,1
ESPORTSTMNT06_2260701,BrokenBlade,1
ESPORTSTMNT06_2260701,Jankos,1
ESPORTSTMNT06_2260701,Caps,1
ESPORTSTMNT06_2260701,Flakked,1
ESPORTSTMNT06_2260701,Targamas,1
ESPORTSTMNT06_2260701,Odoamne,0
ESPORTSTMNT06_2260701,Malrang,0
ESPORTSTMNT06_2260701,Larssen,0
ESPORTSTMNT06_2260701,Comp,0
ESPORTSTMNT06_2260701,Trymbi,0
ESPORTSTMNT03_2637520,GUIGO,1
ESPORTSTMNT03_2637520,Aegis,1
ESPORTSTMNT03_2637520,Grevthar,1
ESPORTSTMNT03_2637520,TitaN,1
ESPORTSTMNT03_2637520,Jojo,1
ESPORTSTMNT03_2637520,Parang,0
ESPORTSTMNT03_2637520,Wiz,0
ESPORTSTMNT03_2637520,Hauz,0
ESPORTSTMNT03_2637520,Disave,0
ESPORTSTMNT03_2637520,scuro,0
ESPORTSTMNT03_2637524,GUIGO,1
ESPORTSTMNT03_2637524,Aegis,1
ESPORTSTMNT03_2637524,Grevthar,1
ESPORTSTMNT03_2637524,TitaN,1
ESPORTSTMNT03_2637524,Jojo,1
ESPORTSTMNT03_2637524,Parang,0
ESPORTSTMNT03_2637524,Wiz,0
ESPORTSTMNT03_2637524,Hauz,0
ESPORTSTMNT03_2637524,Disave,0
ESPORTSTMNT03_2637524,scuro,0
ESPORTSTMNT01_2861076,Kumo,0
ESPORTSTMNT01_2861076,Josedeodo,0
ESPORTSTMNT01_2861076,toucouille,0
ESPORTSTMNT01_2861076,Johnsun,0
ESPORTSTMNT01_2861076,aphromoo,0
ESPORTSTMNT01_2861076,Impact,1
ESPORTSTMNT01_2861076,Inspired,1
ESPORTSTMNT01_2861076,Jojopyun,1
ESPORTSTMNT01_2861076,Danny,1
ESPORTSTMNT01_2861076,VULCAN,1
ESPORTSTMNT03_2637527,Parang,0
ESPORTSTMNT03_2637527,Wiz,0
ESPORTSTMNT03_2637527,Hauz,0
ESPORTSTMNT03_2637527,Disave,0
ESPORTSTMNT03_2637527,scuro,0
ESPORTSTMNT03_2637527,GUIGO,1
ESPORTSTMNT03_2637527,Aegis,1
ESPORTSTMNT03_2637527,Grevthar,1
ESPORTSTMNT03_2637527,TitaN,1
ESPORTSTMNT03_2637527,Jojo,1
ESPORTSTMNT01_2861096,Kumo,1
ESPORTSTMNT01_2861096,Josedeodo,1
ESPORTSTMNT01_2861096,toucouille,1
ESPORTSTMNT01_2861096,Johnsun,1
ESPORTSTMNT01_2861096,aphromoo,1
ESPORTSTMNT01_2861096,Impact,0
ESPORTSTMNT01_2861096,Inspired,0
ESPORTSTMNT01_2861096,Jojopyun,0
ESPORTSTMNT01_2861096,Danny,0
ESPORTSTMNT01_2861096,VULCAN,0
ESPORTSTMNT01_2861109,Kumo,0
ESPORTSTMNT01_2861109,Josedeodo,0
ESPORTSTMNT01_2861109,toucouille,0
ESPORTSTMNT01_2861109,Johnsun,0
ESPORTSTMNT01_2861109,aphromoo,0
ESPORTSTMNT01_2861109,Impact,1
ESPORTSTMNT01_2861109,Inspired,1
ESPORTSTMNT01_2861109,Jojopyun,1
ESPORTSTMNT01_2861109,Danny,1
ESPORTSTMNT01_2861109,VULCAN,1
ESPORTSTMNT01_2861113,Kumo,0
ESPORTSTMNT01_2861113,Josedeodo,0
ESPORTSTMNT01_2861113,toucouille,0
ESPORTSTMNT01_2861113,Johnsun,0
ESPORTSTMNT01_2861113,aphromoo,0
ESPORTSTMNT01_2861113,Impact,1
ESPORTSTMNT01_2861113,Inspired,1
ESPORTSTMNT01_2861113,Jojopyun,1
ESPORTSTMNT01_2861113,Danny,1
ESPORTSTMNT01_2861113,VULCAN,1
ESPORTSTMNT03_2657373,Hiro02,1
ESPORTSTMNT03_2657373,Penguin,1
ESPORTSTMNT03_2657373,Artifact,1
ESPORTSTMNT03_2657373,Eddie,1
ESPORTSTMNT03_2657373,XuHao,1
ESPORTSTMNT03_2657373,Yoshino,0
ESPORTSTMNT03_2657373,Ikigai,0
ESPORTSTMNT03_2657373,Eirlys,0
ESPORTSTMNT03_2657373,Slayder,0
ESPORTSTMNT03_2657373,Zodiac,0
ESPORTSTMNT03_2657379,Yoshino,0
ESPORTSTMNT03_2657379,Dante,0
ESPORTSTMNT03_2657379,Eirlys,0
ESPORTSTMNT03_2657379,Slayder,0
ESPORTSTMNT03_2657379,Soraaa,0
ESPORTSTMNT03_2657379,Hiro02,1
ESPORTSTMNT03_2657379,Penguin,1
ESPORTSTMNT03_2657379,Artifact,1
ESPORTSTMNT03_2657379,Eddie,1
ESPORTSTMNT03_2657379,XuHao,1
ESPORTSTMNT03_2657388,Coated,0
ESPORTSTMNT03_2657388,Killerqueen,0
ESPORTSTMNT03_2657388,Blazes,0
ESPORTSTMNT03_2657388,Vit,0
ESPORTSTMNT03_2657388,CBL,0
ESPORTSTMNT03_2657388,Poss,1
ESPORTSTMNT03_2657388,Phuc1,1
ESPORTSTMNT03_2657388,Yado,1
ESPORTSTMNT03_2657388,Puddin,1
ESPORTSTMNT03_2657388,Hieu3,1
ESPORTSTMNT03_2657401,Poss,1
ESPORTSTMNT03_2657401,Phuc1,1
ESPORTSTMNT03_2657401,Yado,1
ESPORTSTMNT03_2657401,Puddin,1
ESPORTSTMNT03_2657401,Hieu3,1
ESPORTSTMNT03_2657401,Coated,0
ESPORTSTMNT03_2657401,Killerqueen,0
ESPORTSTMNT03_2657401,Blazes,0
ESPORTSTMNT03_2657401,Vit,0
ESPORTSTMNT03_2657401,CBL,0
ESPORTSTMNT03_2637769,Hasmed,0
ESPORTSTMNT03_2637769,BeanJ,0
ESPORTSTMNT03_2637769,Richard I,0
ESPORTSTMNT03_2637769,Shogun,0
ESPORTSTMNT03_2637769,Taki,0
ESPORTSTMNT03_2637771,Hasmed,0
ESPORTSTMNT03_2637771,Ribell,0
ESPORTSTMNT03_2637771,Richard I,0
ESPORTSTMNT03_2637771,Shogun,0
ESPORTSTMNT03_2637771,Taki,0
ESPORTSTMNT03_2637778,Nper,0
ESPORTSTMNT03_2637778,DNK,0
ESPORTSTMNT03_2637778,2T,0
ESPORTSTMNT03_2637778,Vinboiz,0
ESPORTSTMNT03_2637778,Palette,0
ESPORTSTMNT03_2637778,Kiaya,1
ESPORTSTMNT03_2637778,Levi,1
ESPORTSTMNT03_2637778,Kati,1
ESPORTSTMNT03_2637778,Sty1e,1
ESPORTSTMNT03_2637778,Bie,1
ESPORTSTMNT03_2637781,Kiaya,1
ESPORTSTMNT03_2637781,Levi,1
ESPORTSTMNT03_2637781,Kati,1
ESPORTSTMNT03_2637781,Sty1e,1
ESPORTSTMNT03_2637781,Bie,1
ESPORTSTMNT03_2637781,Nper,0
ESPORTSTMNT03_2637781,DNK,0
ESPORTSTMNT03_2637781,2T,0
ESPORTSTMNT03_2637781,Vinboiz,0
ESPORTSTMNT03_2637781,Palette,0
ESPORTSTMNT03_2657614,Hanabi,1
ESPORTSTMNT03_2657614,Juhan,1
ESPORTSTMNT03_2657614,Bay,1
ESPORTSTMNT03_2657614,Unified,1
ESPORTSTMNT03_2657614,Kaiwing,1
ESPORTSTMNT03_2657614,Rest,0
ESPORTSTMNT03_2657614,Gemini,0
ESPORTSTMNT03_2657614,Mission,0
ESPORTSTMNT03_2657614,Shunn,0
ESPORTSTMNT03_2657614,Koala,0
ESPORTSTMNT03_2657616,Rest,1
ESPORTSTMNT03_2657616,Gemini,1
ESPORTSTMNT03_2657616,Mission,1
ESPORTSTMNT03_2657616,Shunn,1
ESPORTSTMNT03_2657616,Koala,1
ESPORTSTMNT03_2657616,Hanabi,0
ESPORTSTMNT03_2657616,Juhan,0
ESPORTSTMNT03_2657616,Bay,0
ESPORTSTMNT03_2657616,Unified,0
ESPORTSTMNT03_2657616,Kaiwing,0
ESPORTSTMNT03_2657617,Hanabi,0
ESPORTSTMNT03_2657617,Juhan,0
ESPORTSTMNT03_2657617,Bay,0
ESPORTSTMNT03_2657617,Unified,0
ESPORTSTMNT03_2657617,Kaiwing,0
ESPORTSTMNT03_2657617,Rest,1
ESPORTSTMNT03_2657617,Gemini,1
ESPORTSTMNT03_2657617,Mission,1
ESPORTSTMNT03_2657617,Shunn,1
ESPORTSTMNT03_2657617,Koala,1
ESPORTSTMNT03_2657620,Hanabi,0
ESPORTSTMNT03_2657620,Juhan,0
ESPORTSTMNT03_2657620,Bay,0
ESPORTSTMNT03_2657620,Unified,0
ESPORTSTMNT03_2657620,Kaiwing,0
ESPORTSTMNT03_2657620,Rest,1
ESPORTSTMNT03_2657620,Gemini,1
ESPORTSTMNT03_2657620,Mission,1
ESPORTSTMNT03_2657620,Shunn,1
ESPORTSTMNT03_2657620,Koala,1
ESPORTSTMNT03_2638010,Leaky,0
ESPORTSTMNT03_2638010,Hana,0
ESPORTSTMNT03_2638010,Nestea,0
ESPORTSTMNT03_2638010,Cryscata,0
ESPORTSTMNT03_2638010,Woody,0
ESPORTSTMNT03_2638010,Driver,1
ESPORTSTMNT03_2638010,Kongyue,1
ESPORTSTMNT03_2638010,Uniboy,1
ESPORTSTMNT03_2638010,Lilv,1
ESPORTSTMNT03_2638010,Enso,1
ESPORTSTMNT03_2638016,Leaky,1
ESPORTSTMNT03_2638016,Hana,1
ESPORTSTMNT03_2638016,Nestea,1
ESPORTSTMNT03_2638016,Cryscata,1
ESPORTSTMNT03_2638016,Woody,1
ESPORTSTMNT03_2638016,Driver,0
ESPORTSTMNT03_2638016,Kongyue,0
ESPORTSTMNT03_2638016,Uniboy,0
ESPORTSTMNT03_2638016,Lilv,0
ESPORTSTMNT03_2638016,Enso,0
ESPORTSTMNT03_2638017,Driver,1
ESPORTSTMNT03_2638017,Kongyue,1
ESPORTSTMNT03_2638017,Uniboy,1
ESPORTSTMNT03_2638017,Lilv,1
ESPORTSTMNT03_2638017,Enso,1
ESPORTSTMNT03_2638017,Leaky,0
ESPORTSTMNT03_2638017,Hana,0
ESPORTSTMNT03_2638017,Nestea,0
ESPORTSTMNT03_2638017,Cryscata,0
ESPORTSTMNT03_2638017,Woody,0
ESPORTSTMNT03_2638018,Leaky,0
ESPORTSTMNT03_2638018,Hana,0
ESPORTSTMNT03_2638018,Nestea,0
ESPORTSTMNT03_2638018,Cryscata,0
ESPORTSTMNT03_2638018,Woody,0
ESPORTSTMNT03_2638018,Driver,1
ESPORTSTMNT03_2638018,Kongyue,1
ESPORTSTMNT03_2638018,Uniboy,1
ESPORTSTMNT03_2638018,Lilv,1
ESPORTSTMNT03_2638018,Enso,1
ESPORTSTMNT03_2638146,Hanabi,1
ESPORTSTMNT03_2638146,Juhan,1
ESPORTSTMNT03_2638146,Bay,1
ESPORTSTMNT03_2638146,Unified,1
ESPORTSTMNT03_2638146,Kaiwing,1
ESPORTSTMNT03_2638146,Driver,0
ESPORTSTMNT03_2638146,Kongyue,0
ESPORTSTMNT03_2638146,Uniboy,0
ESPORTSTMNT03_2638146,Lilv,0
ESPORTSTMNT03_2638146,Enso,0
ESPORTSTMNT03_2638150,Hanabi,0
ESPORTSTMNT03_2638150,Juhan,0
ESPORTSTMNT03_2638150,Bay,0
ESPORTSTMNT03_2638150,Unified,0
ESPORTSTMNT03_2638150,Kaiwing,0
ESPORTSTMNT03_2638150,Driver,1
ESPORTSTMNT03_2638150,Kongyue,1
ESPORTSTMNT03_2638150,Uniboy,1
ESPORTSTMNT03_2638150,Lilv,1
ESPORTSTMNT03_2638150,Enso,1
ESPORTSTMNT01_2872074,Hiro02,1
ESPORTSTMNT01_2872074,Penguin,1
ESPORTSTMNT01_2872074,Artifact,1
ESPORTSTMNT01_2872074,Eddie,1
ESPORTSTMNT01_2872074,XuHao,1
ESPORTSTMNT01_2872074,Poss,0
ESPORTSTMNT01_2872074,Phuc1,0
ESPORTSTMNT01_2872074,Yado,0
ESPORTSTMNT01_2872074,Artemis,0
ESPORTSTMNT01_2872074,Hieu3,0
ESPORTSTMNT03_2638151,Driver,0
ESPORTSTMNT03_2638151,Kongyue,0
ESPORTSTMNT03_2638151,Uniboy,0
ESPORTSTMNT03_2638151,Lilv,0
ESPORTSTMNT03_2638151,Enso,0
ESPORTSTMNT03_2638151,Hanabi,1
ESPORTSTMNT03_2638151,Juhan,1
ESPORTSTMNT03_2638151,Bay,1
ESPORTSTMNT03_2638151,Unified,1
ESPORTSTMNT03_2638151,Kaiwing,1
ESPORTSTMNT01_2872078,Poss,0
ESPORTSTMNT01_2872078,Phuc1,0
ESPORTSTMNT01_2872078,Yado,0
ESPORTSTMNT01_2872078,Artemis,0
ESPORTSTMNT01_2872078,Hieu3,0
ESPORTSTMNT01_2872078,Hiro02,1
ESPORTSTMNT01_2872078,Penguin,1
ESPORTSTMNT01_2872078,Artifact,1
ESPORTSTMNT01_2872078,Eddie,1
ESPORTSTMNT01_2872078,XuHao,1
ESPORTSTMNT03_2638152,Driver,1
ESPORTSTMNT03_2638152,Kongyue,1
ESPORTSTMNT03_2638152,Uniboy,1
ESPORTSTMNT03_2638152,Lilv,1
ESPORTSTMNT03_2638152,Enso,1
ESPORTSTMNT03_2638152,Hanabi,0
ESPORTSTMNT03_2638152,Juhan,0
ESPORTSTMNT03_2638152,Bay,0
ESPORTSTMNT03_2638152,Unified,0
ESPORTSTMNT03_2638152,Kaiwing,0
ESPORTSTMNT01_2872081,Hiro02,1
ESPORTSTMNT01_2872081,Penguin,1
ESPORTSTMNT01_2872081,Artifact,1
ESPORTSTMNT01_2872081,Eddie,1
ESPORTSTMNT01_2872081,XuHao,1
ESPORTSTMNT01_2872081,Pun,0
ESPORTSTMNT01_2872081,Phuc1,0
ESPORTSTMNT01_2872081,Yado,0
ESPORTSTMNT01_2872081,Artemis,0
ESPORTSTMNT01_2872081,RonOP,0
ESPORTSTMNT03_2638159,Hanabi,1
ESPORTSTMNT03_2638159,Juhan,1
ESPORTSTMNT03_2638159,Bay,1
ESPORTSTMNT03_2638159,Unified,1
ESPORTSTMNT03_2638159,Kaiwing,1
ESPORTSTMNT03_2638159,Driver,0
ESPORTSTMNT03_2638159,Kongyue,0
ESPORTSTMNT03_2638159,Uniboy,0
ESPORTSTMNT03_2638159,Lilv,0
ESPORTSTMNT03_2638159,Enso,0
ESPORTSTMNT01_2872113,Ssumday,0
ESPORTSTMNT01_2872113,Closer,0
ESPORTSTMNT01_2872113,Abbedagge,0
ESPORTSTMNT01_2872113,FBI,0
ESPORTSTMNT01_2872113,huhi,0
ESPORTSTMNT01_2872113,Bwipo,1
ESPORTSTMNT01_2872113,Santorin,1
ESPORTSTMNT01_2872113,Bjergsen,1
ESPORTSTMNT01_2872113,Hans Sama,1
ESPORTSTMNT01_2872113,CoreJJ,1
ESPORTSTMNT01_2872135,Bwipo,1
ESPORTSTMNT01_2872135,Santorin,1
ESPORTSTMNT01_2872135,Bjergsen,1
ESPORTSTMNT01_2872135,Hans Sama,1
ESPORTSTMNT01_2872135,CoreJJ,1
ESPORTSTMNT01_2872135,Ssumday,0
ESPORTSTMNT01_2872135,Closer,0
ESPORTSTMNT01_2872135,Abbedagge,0
ESPORTSTMNT01_2872135,FBI,0
ESPORTSTMNT01_2872135,huhi,0
ESPORTSTMNT01_2872138,Ssumday,1
ESPORTSTMNT01_2872138,Closer,1
ESPORTSTMNT01_2872138,Abbedagge,1
ESPORTSTMNT01_2872138,FBI,1
ESPORTSTMNT01_2872138,huhi,1
ESPORTSTMNT01_2872138,Bwipo,0
ESPORTSTMNT01_2872138,Santorin,0
ESPORTSTMNT01_2872138,Bjergsen,0
ESPORTSTMNT01_2872138,Hans Sama,0
ESPORTSTMNT01_2872138,CoreJJ,0
ESPORTSTMNT01_2872143,Bwipo,0
ESPORTSTMNT01_2872143,Santorin,0
ESPORTSTMNT01_2872143,Bjergsen,0
ESPORTSTMNT01_2872143,Hans Sama,0
ESPORTSTMNT01_2872143,CoreJJ,0
ESPORTSTMNT01_2872143,Ssumday,1
ESPORTSTMNT01_2872143,Closer,1
ESPORTSTMNT01_2872143,Abbedagge,1
ESPORTSTMNT01_2872143,FBI,1
ESPORTSTMNT01_2872143,huhi,1
ESPORTSTMNT01_2872146,Ssumday,1
ESPORTSTMNT01_2872146,Closer,1
ESPORTSTMNT01_2872146,Abbedagge,1
ESPORTSTMNT01_2872146,FBI,1
ESPORTSTMNT01_2872146,huhi,1
ESPORTSTMNT01_2872146,Bwipo,0
ESPORTSTMNT01_2872146,Santorin,0
ESPORTSTMNT01_2872146,Bjergsen,0
ESPORTSTMNT01_2872146,Hans Sama,0
ESPORTSTMNT01_2872146,CoreJJ,0
ESPORTSTMNT03_2638242,Hanabi,0
ESPORTSTMNT03_2638242,Juhan,0
ESPORTSTMNT03_2638242,Bay,0
ESPORTSTMNT03_2638242,Unified,0
ESPORTSTMNT03_2638242,Kaiwing,0
ESPORTSTMNT03_2638242,Rest,1
ESPORTSTMNT03_2638242,Gemini,1
ESPORTSTMNT03_2638242,Mission,1
ESPORTSTMNT03_2638242,Shunn,1
ESPORTSTMNT03_2638242,Koala,1
ESPORTSTMNT03_2638244,Hanabi,1
ESPORTSTMNT03_2638244,Juhan,1
ESPORTSTMNT03_2638244,Bay,1
ESPORTSTMNT03_2638244,Unified,1
ESPORTSTMNT03_2638244,Kaiwing,1
ESPORTSTMNT03_2638244,Rest,0
ESPORTSTMNT03_2638244,Gemini,0
ESPORTSTMNT03_2638244,Mission,0
ESPORTSTMNT03_2638244,Shunn,0
ESPORTSTMNT03_2638244,Koala,0
ESPORTSTMNT03_2638245,Rest,0
ESPORTSTMNT03_2638245,Gemini,0
ESPORTSTMNT03_2638245,Mission,0
ESPORTSTMNT03_2638245,Shunn,0
ESPORTSTMNT03_2638245,Koala,0
ESPORTSTMNT03_2638245,Hanabi,1
ESPORTSTMNT03_2638245,Juhan,1
ESPORTSTMNT03_2638245,Bay,1
ESPORTSTMNT03_2638245,Unified,1
ESPORTSTMNT03_2638245,Kaiwing,1
ESPORTSTMNT03_2638247,Hanabi,0
ESPORTSTMNT03_2638247,Juhan,0
ESPORTSTMNT03_2638247,Bay,0
ESPORTSTMNT03_2638247,Unified,0
ESPORTSTMNT03_2638247,Kaiwing,0
ESPORTSTMNT03_2638247,Rest,1
ESPORTSTMNT03_2638247,Gemini,1
ESPORTSTMNT03_2638247,Mission,1
ESPORTSTMNT03_2638247,Shunn,1
ESPORTSTMNT03_2638247,Koala,1
ESPORTSTMNT03_2638250,Rest,0
ESPORTSTMNT03_2638250,Gemini,0
ESPORTSTMNT03_2638250,Mission,0
ESPORTSTMNT03_2638250,Shunn,0
ESPORTSTMNT03_2638250,Koala,0
ESPORTSTMNT03_2638250,Hanabi,1
ESPORTSTMNT03_2638250,Juhan,1
ESPORTSTMNT03_2638250,Bay,1
ESPORTSTMNT03_2638250,Unified,1
ESPORTSTMNT03_2638250,Kaiwing,1
ESPORTSTMNT01_2872177,Impact,1
ESPORTSTMNT01_2872177,Inspired,1
ESPORTSTMNT01_2872177,Jojopyun,1
ESPORTSTMNT01_2872177,Danny,1
ESPORTSTMNT01_2872177,VULCAN,1
ESPORTSTMNT01_2872177,Summit,0
ESPORTSTMNT01_2872177,Blaber,0
ESPORTSTMNT01_2872177,Fudge,0
ESPORTSTMNT01_2872177,Berserker,0
ESPORTSTMNT01_2872177,Isles,0
ESPORTSTMNT01_2872184,Impact,1
ESPORTSTMNT01_2872184,Inspired,1
ESPORTSTMNT01_2872184,Jojopyun,1
ESPORTSTMNT01_2872184,Danny,1
ESPORTSTMNT01_2872184,VULCAN,1
ESPORTSTMNT01_2872184,Summit,0
ESPORTSTMNT01_2872184,Blaber,0
ESPORTSTMNT01_2872184,Fudge,0
ESPORTSTMNT01_2872184,Berserker,0
ESPORTSTMNT01_2872184,Isles,0
ESPORTSTMNT01_2872185,Impact,1
ESPORTSTMNT01_2872185,Inspired,1
ESPORTSTMNT01_2872185,Jojopyun,1
ESPORTSTMNT01_2872185,Danny,1
ESPORTSTMNT01_2872185,VULCAN,1
ESPORTSTMNT01_2872185,Summit,0
ESPORTSTMNT01_2872185,Blaber,0
ESPORTSTMNT01_2872185,Fudge,0
ESPORTSTMNT01_2872185,Berserker,0
ESPORTSTMNT01_2872185,Isles,0
ESPORTSTMNT01_2862228,Hasmed,1
ESPORTSTMNT01_2862228,BeanJ,1
ESPORTSTMNT01_2862228,Froggy,1
ESPORTSTMNT01_2862228,Shogun,1
ESPORTSTMNT01_2862228,Taki,1
ESPORTSTMNT01_2862228,Hiro02,0
ESPORTSTMNT01_2862228,Penguin,0
ESPORTSTMNT01_2862228,Artifact,0
ESPORTSTMNT01_2862228,Eddie,0
ESPORTSTMNT01_2862228,XuHao,0
ESPORTSTMNT01_2862229,Hiro02,1
ESPORTSTMNT01_2862229,Penguin,1
ESPORTSTMNT01_2862229,Artifact,1
ESPORTSTMNT01_2862229,Eddie,1
ESPORTSTMNT01_2862229,XuHao,1
ESPORTSTMNT01_2862229,Hasmed,0
ESPORTSTMNT01_2862229,BeanJ,0
ESPORTSTMNT01_2862229,Froggy,0
ESPORTSTMNT01_2862229,Shogun,0
ESPORTSTMNT01_2862229,Taki,0
ESPORTSTMNT01_2872534,Hiro02,0
ESPORTSTMNT01_2872534,Penguin,0
ESPORTSTMNT01_2872534,Artifact,0
ESPORTSTMNT01_2872534,Eddie,0
ESPORTSTMNT01_2872534,XuHao,0
ESPORTSTMNT01_2872534,Hasmed,1
ESPORTSTMNT01_2872534,BeanJ,1
ESPORTSTMNT01_2872534,Froggy,1
ESPORTSTMNT01_2872534,Shogun,1
ESPORTSTMNT01_2872534,Taki,1
ESPORTSTMNT01_2872538,Hiro02,1
ESPORTSTMNT01_2872538,Penguin,1
ESPORTSTMNT01_2872538,Artifact,1
ESPORTSTMNT01_2872538,Eddie,1
ESPORTSTMNT01_2872538,XuHao,1
ESPORTSTMNT01_2872538,Hasmed,0
