gameid,teamname,result
ESPORTSTMNT03_2564418,BNK FEARX,1
ESPORTSTMNT03_2564418,OKSavingsBank Brion,0
ESPORTSTMNT03_2564430,Nongshim RedForce,0
ESPORTSTMNT03_2564430,Gen.G,1
ESPORTSTMNT03_2564454,Nongshim RedForce,0
ESPORTSTMNT03_2564454,Gen.G,1
ESPORTSTMNT03_2545406,Hanwha Life Esports,0
ESPORTSTMNT03_2545406,Kwangdong Freecs,1
ESPORTSTMNT03_2545467,Hanwha Life Esports,0
ESPORTSTMNT03_2545467,Kwangdong Freecs,1
ESPORTSTMNT03_2545487,Dplus KIA,1
ESPORTSTMNT03_2545487,DRX,0
ESPORTSTMNT03_2545531,DRX,1
ESPORTSTMNT03_2545531,Dplus KIA,0
ESPORTSTMNT03_2545552,Dplus KIA,0
ESPORTSTMNT03_2545552,DRX,1
ESPORTSTMNT03_2546137,KT Rolster,0
ESPORTSTMNT03_2546137,T1,1
ESPORTSTMNT03_2546182,CTBC Flying Oyster,1
ESPORTSTMNT03_2546182,West Point Esports,0
ESPORTSTMNT03_2546194,PSG Talon,1
ESPORTSTMNT03_2546194,West Point Esports,0
ESPORTSTMNT03_2546195,KT Rolster,0
ESPORTSTMNT03_2546195,T1,1
ESPORTSTMNT03_2546210,Gen.G,1
ESPORTSTMNT03_2546210,BNK FEARX,0
ESPORTSTMNT03_2546211,Impunity,0
ESPORTSTMNT03_2546211,CTBC Flying Oyster,1
ESPORTSTMNT02_2578914,GAM Esports,1
ESPORTSTMNT02_2578914,Team Secret,0
ESPORTSTMNT03_2546251,Deep Cross Gaming,1
ESPORTSTMNT03_2546251,HELL PIGS,0
ESPORTSTMNT02_2578916,Team Secret,0
ESPORTSTMNT02_2578916,GAM Esports,1
ESPORTSTMNT03_2546263,BNK FEARX,0
ESPORTSTMNT03_2546263,Gen.G,1
ESPORTSTMNT03_2546264,J Team,1
ESPORTSTMNT03_2546264,Frank Esports,0
ESPORTSTMNT03_2546282,Beyond Gaming,1
ESPORTSTMNT03_2546282,Dewish Team,0
ESPORTSTMNT02_2578928,CERBERUS Esports,1
ESPORTSTMNT02_2578928,Team Flash,0
ESPORTSTMNT02_2578933,Team Flash,0
ESPORTSTMNT02_2578933,CERBERUS Esports,1
ESPORTSTMNT06_2190727,Fnatic,0
ESPORTSTMNT06_2190727,Astralis,1
ESPORTSTMNT06_2210740,Misfits Gaming,1
ESPORTSTMNT06_2210740,GiantX,0
ESPORTSTMNT06_2210746,Team BDS,0
ESPORTSTMNT06_2210746,Team Vitality,1
ESPORTSTMNT06_2210751,SK Gaming,1
ESPORTSTMNT06_2210751,G2 Esports,0
ESPORTSTMNT06_2190764,Rogue,1
ESPORTSTMNT06_2190764,MAD Lions KOI,0
ESPORTSTMNT03_2546764,Hanwha Life Esports,1
ESPORTSTMNT03_2546764,DRX,0
ESPORTSTMNT03_2566536,Deep Cross Gaming,1
ESPORTSTMNT03_2566536,West Point Esports,0
ESPORTSTMNT03_2546797,DRX,0
ESPORTSTMNT03_2546797,Hanwha Life Esports,1
ESPORTSTMNT03_2566559,CTBC Flying Oyster,1
ESPORTSTMNT03_2566559,J Team,0
ESPORTSTMNT03_2566573,Beyond Gaming,0
ESPORTSTMNT03_2566573,Deep Cross Gaming,1
ESPORTSTMNT02_2558896,Team Flash,0
ESPORTSTMNT02_2558896,GAM Esports,1
ESPORTSTMNT03_2546815,Kwangdong Freecs,1
ESPORTSTMNT03_2546815,OKSavingsBank Brion,0
ESPORTSTMNT02_2558901,GAM Esports,1
ESPORTSTMNT02_2558901,Team Flash,0
ESPORTSTMNT03_2566602,Impunity,1
ESPORTSTMNT03_2566602,HELL PIGS,0
ESPORTSTMNT03_2546854,OKSavingsBank Brion,1
ESPORTSTMNT03_2546854,Kwangdong Freecs,0
ESPORTSTMNT03_2566614,West Point Esports,0
ESPORTSTMNT03_2566614,Dewish Team,1
ESPORTSTMNT02_2558908,CERBERUS Esports,1
ESPORTSTMNT03_2546882,Kwangdong Freecs,1
ESPORTSTMNT03_2546882,OKSavingsBank Brion,0
ESPORTSTMNT03_2566643,Frank Esports,0
ESPORTSTMNT03_2566643,PSG Talon,1
ESPORTSTMNT02_2558909,CERBERUS Esports,1
ESPORTSTMNT06_2210807,GiantX,1
ESPORTSTMNT06_2210807,Astralis,0
ESPORTSTMNT03_2566738,FURIA,0
ESPORTSTMNT03_2566738,Miners,1
ESPORTSTMNT06_2210821,SK Gaming,1
ESPORTSTMNT06_2210821,Team BDS,0
ESPORTSTMNT03_2566789,paiN Gaming,0
ESPORTSTMNT03_2566789,RED Canids,1
ESPORTSTMNT06_2210835,MAD Lions KOI,0
ESPORTSTMNT06_2210835,Misfits Gaming,1
ESPORTSTMNT03_2566823,Los Grandes,0
ESPORTSTMNT03_2566823,KaBuM! Esports,1
ESPORTSTMNT06_2210839,Team Vitality,0
ESPORTSTMNT06_2210839,Rogue,1
ESPORTSTMNT03_2566834,LOUD,1
ESPORTSTMNT03_2566834,Rensga eSports,0
ESPORTSTMNT06_2210847,Fnatic,1
ESPORTSTMNT06_2210847,G2 Esports,0
ESPORTSTMNT03_2566875,INTZ,0
ESPORTSTMNT03_2566875,Liberty,1
ESPORTSTMNT03_2566899,Golden Guardians,0
ESPORTSTMNT03_2566899,100 Thieves,1
ESPORTSTMNT03_2566930,TSM,1
ESPORTSTMNT03_2566930,Immortals,0
ESPORTSTMNT03_2566948,Team Liquid,1
ESPORTSTMNT03_2566948,Evil Geniuses,0
ESPORTSTMNT03_2547274,Dignitas,0
ESPORTSTMNT03_2547274,FlyQuest,1
ESPORTSTMNT03_2547288,NRG Kia,1
ESPORTSTMNT03_2547288,Cloud9,0
ESPORTSTMNT03_2547358,Dplus KIA,0
ESPORTSTMNT03_2547358,KT Rolster,1
ESPORTSTMNT03_2547408,West Point Esports,0
ESPORTSTMNT03_2547408,Beyond Gaming,1
ESPORTSTMNT03_2547417,Dplus KIA,1
ESPORTSTMNT03_2547417,KT Rolster,0
ESPORTSTMNT03_2547421,West Point Esports,0
ESPORTSTMNT03_2547421,Impunity,1
ESPORTSTMNT03_2547435,Dplus KIA,1
ESPORTSTMNT03_2547435,KT Rolster,0
ESPORTSTMNT02_2558921,Team Whales,1
ESPORTSTMNT02_2558921,SBTC Esports,0
ESPORTSTMNT03_2547442,Frank Esports,1
ESPORTSTMNT03_2547442,Dewish Team,0
ESPORTSTMNT03_2547455,Nongshim RedForce,0
ESPORTSTMNT03_2547455,T1,1
ESPORTSTMNT03_2567121,J Team,1
ESPORTSTMNT03_2567121,Beyond Gaming,0
ESPORTSTMNT02_2558923,SBTC Esports,1
ESPORTSTMNT02_2558923,Team Whales,0
ESPORTSTMNT03_2547503,PSG Talon,1
ESPORTSTMNT03_2547503,HELL PIGS,0
ESPORTSTMNT02_2578954,Team Whales,0
ESPORTSTMNT02_2578954,SBTC Esports,1
ESPORTSTMNT03_2547511,Nongshim RedForce,1
ESPORTSTMNT03_2547511,T1,0
ESPORTSTMNT03_2547515,CTBC Flying Oyster,1
ESPORTSTMNT03_2547515,Deep Cross Gaming,0
ESPORTSTMNT02_2558929,Team Secret,0
ESPORTSTMNT02_2558929,MGN Vikings Esports,1
ESPORTSTMNT03_2547540,T1,1
ESPORTSTMNT03_2547540,Nongshim RedForce,0
ESPORTSTMNT02_2558930,MGN Vikings Esports,1
ESPORTSTMNT02_2558930,Team Secret,0
ESPORTSTMNT03_2567303,RED Canids,1
ESPORTSTMNT03_2567303,Rensga eSports,0
ESPORTSTMNT03_2567360,INTZ,1
ESPORTSTMNT03_2567360,KaBuM! Esports,0
ESPORTSTMNT03_2567414,Liberty,1
ESPORTSTMNT03_2567414,paiN Gaming,0
ESPORTSTMNT03_2567462,Los Grandes,0
ESPORTSTMNT03_2567462,Miners,1
ESPORTSTMNT03_2547803,Evil Geniuses,0
ESPORTSTMNT03_2547803,Immortals,1
ESPORTSTMNT03_2567516,FURIA,0
ESPORTSTMNT03_2567516,LOUD,1
ESPORTSTMNT03_2547919,100 Thieves,0
ESPORTSTMNT03_2547919,FlyQuest,1
ESPORTSTMNT03_2547961,TSM,0
ESPORTSTMNT03_2547961,Cloud9,1
ESPORTSTMNT03_2547983,Golden Guardians,1
ESPORTSTMNT03_2547983,Dignitas,0
ESPORTSTMNT03_2547997,NRG Kia,0
ESPORTSTMNT03_2547997,Team Liquid,1
ESPORTSTMNT03_2568793,KT Rolster,0
ESPORTSTMNT03_2568793,Kwangdong Freecs,1
ESPORTSTMNT03_2568857,KT Rolster,0
ESPORTSTMNT03_2568857,Kwangdong Freecs,1
ESPORTSTMNT03_2568861,T1,1
ESPORTSTMNT03_2568861,Dplus KIA,0
ESPORTSTMNT03_2568906,Dplus KIA,0
ESPORTSTMNT03_2568906,T1,1
ESPORTSTMNT03_2569332,OKSavingsBank Brion,0
ESPORTSTMNT03_2569332,DRX,1
ESPORTSTMNT03_2569376,OKSavingsBank Brion,1
ESPORTSTMNT03_2569376,DRX,0
ESPORTSTMNT03_2569382,DRX,1
ESPORTSTMNT03_2569382,OKSavingsBank Brion,0
ESPORTSTMNT03_2549672,BNK FEARX,1
ESPORTSTMNT03_2549672,Hanwha Life Esports,0
ESPORTSTMNT03_2569443,Hanwha Life Esports,0
ESPORTSTMNT03_2569443,BNK FEARX,1
ESPORTSTMNT03_2569744,Gen.G,1
ESPORTSTMNT03_2569744,Nongshim RedForce,0
ESPORTSTMNT03_2569826,Gen.G,1
ESPORTSTMNT03_2569826,Nongshim RedForce,0
ESPORTSTMNT03_2569835,Beyond Gaming,1
ESPORTSTMNT03_2569835,Frank Esports,0
ESPORTSTMNT03_2569847,Kwangdong Freecs,0
ESPORTSTMNT03_2569847,Dplus KIA,1
ESPORTSTMNT03_2549968,MGN Vikings Esports,0
ESPORTSTMNT03_2549968,GAM Esports,1
ESPORTSTMNT03_2569854,Deep Cross Gaming,1
ESPORTSTMNT03_2569854,Impunity,0
ESPORTSTMNT03_2569884,CTBC Flying Oyster,1
ESPORTSTMNT03_2569884,Dewish Team,0
ESPORTSTMNT03_2549998,GAM Esports,0
ESPORTSTMNT03_2549998,MGN Vikings Esports,1
ESPORTSTMNT03_2580006,MGN Vikings Esports,0
ESPORTSTMNT03_2580006,GAM Esports,1
ESPORTSTMNT03_2569893,Kwangdong Freecs,0
ESPORTSTMNT03_2569893,Dplus KIA,1
ESPORTSTMNT03_2580024,Team Secret,1
ESPORTSTMNT03_2580025,Team Secret,1
ESPORTSTMNT04_2200195,GiantX,1
ESPORTSTMNT04_2200195,MAD Lions KOI,0
ESPORTSTMNT04_2170183,Astralis,0
ESPORTSTMNT04_2170183,Team BDS,1
ESPORTSTMNT04_2170190,SK Gaming,0
ESPORTSTMNT04_2170190,Team Vitality,1
ESPORTSTMNT04_2170194,Fnatic,1
ESPORTSTMNT04_2170194,Rogue,0
ESPORTSTMNT04_2200212,G2 Esports,0
ESPORTSTMNT04_2200212,Misfits Gaming,1
ESPORTSTMNT01_2731362,Cloud9,1
ESPORTSTMNT01_2731362,Dignitas,0
ESPORTSTMNT01_2731398,Golden Guardians,1
ESPORTSTMNT01_2731398,Team Liquid,0
ESPORTSTMNT01_2731417,TSM,0
ESPORTSTMNT01_2731417,100 Thieves,1
ESPORTSTMNT01_2731436,NRG Kia,0
ESPORTSTMNT01_2731436,Immortals,1
ESPORTSTMNT03_2580134,KT Rolster,0
ESPORTSTMNT03_2580134,OKSavingsBank Brion,1
ESPORTSTMNT03_2580158,KT Rolster,0
ESPORTSTMNT03_2580158,OKSavingsBank Brion,1
ESPORTSTMNT03_2590076,HELL PIGS,1
ESPORTSTMNT03_2590076,West Point Esports,0
ESPORTSTMNT03_2580163,Hanwha Life Esports,0
ESPORTSTMNT03_2580163,T1,1
ESPORTSTMNT03_2580164,Team Whales,0
ESPORTSTMNT03_2580164,Team Flash,1
ESPORTSTMNT03_2590082,Deep Cross Gaming,1
ESPORTSTMNT03_2590082,Dewish Team,0
ESPORTSTMNT03_2580184,Team Flash,0
ESPORTSTMNT03_2580184,Team Whales,1
ESPORTSTMNT03_2590119,Impunity,0
ESPORTSTMNT03_2590119,Beyond Gaming,1
ESPORTSTMNT03_2580196,Team Whales,0
ESPORTSTMNT03_2580196,Team Flash,1
ESPORTSTMNT03_2580198,Hanwha Life Esports,0
ESPORTSTMNT03_2580198,T1,1
ESPORTSTMNT03_2580199,J Team,1
ESPORTSTMNT03_2580199,West Point Esports,0
ESPORTSTMNT03_2590136,Frank Esports,1
ESPORTSTMNT03_2590136,HELL PIGS,0
ESPORTSTMNT03_2580209,SBTC Esports,0
ESPORTSTMNT03_2580209,CERBERUS Esports,1
ESPORTSTMNT03_2580211,CERBERUS Esports,1
ESPORTSTMNT03_2580211,SBTC Esports,0
ESPORTSTMNT04_2200279,Misfits Gaming,0
ESPORTSTMNT04_2200279,Team Vitality,1
ESPORTSTMNT04_2170273,SK Gaming,0
ESPORTSTMNT04_2170273,Astralis,1
ESPORTSTMNT01_2731643,FURIA,1
ESPORTSTMNT01_2731643,Los Grandes,0
ESPORTSTMNT01_2731682,LOUD,0
ESPORTSTMNT01_2731682,RED Canids,1
ESPORTSTMNT04_2200304,GiantX,0
ESPORTSTMNT04_2200304,Rogue,1
ESPORTSTMNT01_2731711,Rensga eSports,1
ESPORTSTMNT01_2731711,Liberty,0
ESPORTSTMNT04_2200308,G2 Esports,1
ESPORTSTMNT04_2200308,Team BDS,0
ESPORTSTMNT01_2731745,KaBuM! Esports,0
ESPORTSTMNT01_2731745,paiN Gaming,1
ESPORTSTMNT04_2200313,Fnatic,1
ESPORTSTMNT04_2200313,MAD Lions KOI,0
ESPORTSTMNT01_2731791,Miners,1
ESPORTSTMNT01_2731791,INTZ,0
ESPORTSTMNT01_2731814,Dignitas,0
ESPORTSTMNT01_2731814,Team Liquid,1
ESPORTSTMNT01_2731850,NRG Kia,1
ESPORTSTMNT01_2731850,TSM,0
ESPORTSTMNT01_2731891,Cloud9,1
ESPORTSTMNT01_2731891,100 Thieves,0
ESPORTSTMNT01_2731908,Evil Geniuses,1
ESPORTSTMNT01_2731908,FlyQuest,0
ESPORTSTMNT01_2731918,FlyQuest,0
ESPORTSTMNT01_2731918,Immortals,1
ESPORTSTMNT01_2731935,Evil Geniuses,1
ESPORTSTMNT01_2731935,Golden Guardians,0
ESPORTSTMNT03_2580261,DRX,0
ESPORTSTMNT03_2580261,Gen.G,1
ESPORTSTMNT03_2590205,HELL PIGS,0
ESPORTSTMNT03_2590205,J Team,1
ESPORTSTMNT03_2580298,DRX,0
ESPORTSTMNT03_2580298,Gen.G,1
ESPORTSTMNT03_2580310,BNK FEARX,0
ESPORTSTMNT03_2580310,Nongshim RedForce,1
ESPORTSTMNT03_2590223,Team Whales,0
ESPORTSTMNT03_2590223,GAM Esports,1
ESPORTSTMNT03_2590224,Beyond Gaming,1
ESPORTSTMNT03_2590224,CTBC Flying Oyster,0
ESPORTSTMNT03_2590249,Frank Esports,1
ESPORTSTMNT03_2590249,West Point Esports,0
ESPORTSTMNT03_2590252,GAM Esports,1
ESPORTSTMNT03_2590252,Team Whales,0
ESPORTSTMNT03_2580333,BNK FEARX,1
ESPORTSTMNT03_2580333,Nongshim RedForce,0
ESPORTSTMNT03_2590257,Impunity,1
ESPORTSTMNT03_2590257,Dewish Team,0
ESPORTSTMNT03_2580341,Nongshim RedForce,1
ESPORTSTMNT03_2580341,BNK FEARX,0
ESPORTSTMNT03_2590259,SBTC Esports,1
ESPORTSTMNT03_2590259,MGN Vikings Esports,0
ESPORTSTMNT03_2590261,MGN Vikings Esports,1
ESPORTSTMNT03_2590261,SBTC Esports,0
ESPORTSTMNT03_2590262,SBTC Esports,0
ESPORTSTMNT03_2590262,MGN Vikings Esports,1
ESPORTSTMNT01_2742201,Los Grandes,1
ESPORTSTMNT01_2742201,LOUD,0
ESPORTSTMNT01_2742246,INTZ,0
ESPORTSTMNT01_2742246,FURIA,1
ESPORTSTMNT01_2742333,paiN Gaming,1
ESPORTSTMNT01_2742333,Miners,0
ESPORTSTMNT01_2742361,Liberty,0
ESPORTSTMNT01_2742361,RED Canids,1
ESPORTSTMNT01_2732412,Team Liquid,1
ESPORTSTMNT01_2732412,TSM,0
ESPORTSTMNT01_2742426,Rensga eSports,0
ESPORTSTMNT01_2742426,KaBuM! Esports,1
ESPORTSTMNT01_2732459,NRG Kia,1
ESPORTSTMNT01_2732459,Evil Geniuses,0
ESPORTSTMNT01_2742510,Cloud9,1
ESPORTSTMNT01_2742510,FlyQuest,0
ESPORTSTMNT01_2742551,Immortals,0
ESPORTSTMNT01_2742551,Golden Guardians,1
ESPORTSTMNT01_2742596,Dignitas,1
ESPORTSTMNT01_2742596,100 Thieves,0
ESPORTSTMNT01_2733966,OKSavingsBank Brion,1
ESPORTSTMNT01_2733966,Hanwha Life Esports,0
ESPORTSTMNT01_2744194,Hanwha Life Esports,1
ESPORTSTMNT01_2744194,OKSavingsBank Brion,0
ESPORTSTMNT01_2744217,OKSavingsBank Brion,1
ESPORTSTMNT01_2744217,Hanwha Life Esports,0
ESPORTSTMNT01_2734080,Dplus KIA,1
ESPORTSTMNT01_2734080,BNK FEARX,0
ESPORTSTMNT01_2734124,BNK FEARX,0
ESPORTSTMNT01_2734124,Dplus KIA,1
ESPORTSTMNT01_2734770,Gen.G,0
ESPORTSTMNT01_2734770,T1,1
ESPORTSTMNT01_2744817,Gen.G,0
ESPORTSTMNT01_2744817,T1,1
ESPORTSTMNT01_2744822,Nongshim RedForce,0
ESPORTSTMNT01_2744822,Kwangdong Freecs,1
ESPORTSTMNT01_2744887,Kwangdong Freecs,1
ESPORTSTMNT01_2744887,Nongshim RedForce,0
ESPORTSTMNT01_2735442,DRX,1
ESPORTSTMNT01_2735442,KT Rolster,0
ESPORTSTMNT01_2745522,J Team,0
ESPORTSTMNT01_2745522,PSG Talon,1
ESPORTSTMNT01_2735520,DRX,1
ESPORTSTMNT01_2735520,KT Rolster,0
ESPORTSTMNT01_2745534,Deep Cross Gaming,1
ESPORTSTMNT01_2745534,HELL PIGS,0
ESPORTSTMNT03_2610044,Team Flash,1
ESPORTSTMNT01_2735529,Dplus KIA,1
ESPORTSTMNT01_2735529,Hanwha Life Esports,0
ESPORTSTMNT01_2745555,West Point Esports,0
ESPORTSTMNT01_2745555,PSG Talon,1
ESPORTSTMNT03_2610048,Team Flash,0
ESPORTSTMNT03_2610054,Beyond Gaming,1
ESPORTSTMNT03_2610054,Dewish Team,0
ESPORTSTMNT03_2610055,Team Flash,0
ESPORTSTMNT01_2735563,Frank Esports,0
ESPORTSTMNT01_2735563,J Team,1
ESPORTSTMNT01_2735569,Hanwha Life Esports,0
ESPORTSTMNT01_2735569,Dplus KIA,1
ESPORTSTMNT03_2610057,Team Secret,0
ESPORTSTMNT03_2610057,CERBERUS Esports,1
ESPORTSTMNT01_2735577,CTBC Flying Oyster,1
ESPORTSTMNT01_2735577,Impunity,0
ESPORTSTMNT03_2610058,CERBERUS Esports,1
ESPORTSTMNT03_2610058,Team Secret,0
ESPORTSTMNT04_2220030,SK Gaming,1
ESPORTSTMNT04_2220030,Rogue,0
ESPORTSTMNT04_2220058,Astralis,0
ESPORTSTMNT04_2220058,Misfits Gaming,1
ESPORTSTMNT04_2210072,Team Vitality,0
ESPORTSTMNT04_2210072,MAD Lions KOI,1
ESPORTSTMNT04_2210081,G2 Esports,1
ESPORTSTMNT04_2210081,GiantX,0
ESPORTSTMNT04_2220085,Team BDS,0
ESPORTSTMNT04_2220085,Fnatic,1
ESPORTSTMNT01_2780338,Gen.G,0
ESPORTSTMNT01_2780338,Kwangdong Freecs,1
ESPORTSTMNT01_2770355,PSG Talon,1
ESPORTSTMNT01_2770355,CTBC Flying Oyster,0
ESPORTSTMNT01_2770392,PSG Talon,1
ESPORTSTMNT01_2770392,Frank Esports,0
ESPORTSTMNT01_2770391,Kwangdong Freecs,0
ESPORTSTMNT01_2770391,Gen.G,1
ESPORTSTMNT03_2610078,Team Secret,1
ESPORTSTMNT03_2610078,Team Whales,0
ESPORTSTMNT01_2770415,West Point Esports,0
ESPORTSTMNT01_2770415,Dewish Team,1
ESPORTSTMNT01_2770414,Gen.G,1
ESPORTSTMNT01_2770414,Kwangdong Freecs,0
ESPORTSTMNT01_2770428,Impunity,0
ESPORTSTMNT01_2770428,HELL PIGS,1
ESPORTSTMNT03_2610081,Team Whales,0
ESPORTSTMNT03_2610081,Team Secret,1
ESPORTSTMNT01_2770468,J Team,1
ESPORTSTMNT01_2770468,CTBC Flying Oyster,0
ESPORTSTMNT01_2770433,OKSavingsBank Brion,1
ESPORTSTMNT01_2770433,Nongshim RedForce,0
ESPORTSTMNT01_2770484,Deep Cross Gaming,1
ESPORTSTMNT01_2770484,Beyond Gaming,0
ESPORTSTMNT03_2610086,Team Flash,1
ESPORTSTMNT03_2610086,SBTC Esports,0
ESPORTSTMNT01_2770483,Nongshim RedForce,1
ESPORTSTMNT01_2770483,OKSavingsBank Brion,0
ESPORTSTMNT03_2610088,SBTC Esports,1
ESPORTSTMNT03_2610088,Team Flash,0
ESPORTSTMNT01_2770511,OKSavingsBank Brion,1
ESPORTSTMNT01_2770511,Nongshim RedForce,0
ESPORTSTMNT03_2610089,Team Flash,0
ESPORTSTMNT03_2610089,SBTC Esports,1
ESPORTSTMNT04_2210140,GiantX,1
ESPORTSTMNT04_2210140,SK Gaming,0
ESPORTSTMNT01_2770585,FURIA,1
ESPORTSTMNT01_2770585,paiN Gaming,0
ESPORTSTMNT04_2220145,Astralis,0
ESPORTSTMNT04_2220145,MAD Lions KOI,1
ESPORTSTMNT01_2770628,LOUD,1
ESPORTSTMNT01_2770628,Liberty,0
ESPORTSTMNT04_2220150,Rogue,1
ESPORTSTMNT04_2220150,Team BDS,0
ESPORTSTMNT01_2770671,Los Grandes,1
ESPORTSTMNT01_2770671,INTZ,0
ESPORTSTMNT04_2220155,Misfits Gaming,1
ESPORTSTMNT04_2220155,Fnatic,0
ESPORTSTMNT01_2770695,Miners,1
ESPORTSTMNT01_2770695,Rensga eSports,0
ESPORTSTMNT04_2210177,Team Vitality,0
ESPORTSTMNT04_2210177,G2 Esports,1
ESPORTSTMNT01_2780732,Evil Geniuses,1
ESPORTSTMNT01_2780732,Immortals,0
ESPORTSTMNT01_2780787,TSM,0
ESPORTSTMNT01_2780787,FlyQuest,1
ESPORTSTMNT01_2780809,Team Liquid,1
ESPORTSTMNT01_2780809,100 Thieves,0
ESPORTSTMNT01_2780834,Cloud9,1
ESPORTSTMNT01_2780834,Golden Guardians,0
ESPORTSTMNT01_2780840,NRG Kia,0
ESPORTSTMNT01_2780840,Dignitas,1
ESPORTSTMNT01_2780901,BNK FEARX,0
ESPORTSTMNT01_2780901,DRX,1
ESPORTSTMNT01_2770958,PSG Talon,1
ESPORTSTMNT01_2770958,Deep Cross Gaming,0
ESPORTSTMNT01_2770975,BNK FEARX,0
ESPORTSTMNT01_2770975,DRX,1
ESPORTSTMNT01_2770978,Deep Cross Gaming,1
ESPORTSTMNT01_2770978,CTBC Flying Oyster,0
ESPORTSTMNT01_2770993,T1,1
ESPORTSTMNT01_2770993,KT Rolster,0
ESPORTSTMNT03_2610108,GAM Esports,1
ESPORTSTMNT01_2770996,Beyond Gaming,0
ESPORTSTMNT01_2770996,J Team,1
ESPORTSTMNT03_2610109,GAM Esports,1
ESPORTSTMNT01_2771055,Impunity,1
ESPORTSTMNT01_2771055,West Point Esports,0
ESPORTSTMNT01_2771060,KT Rolster,0
ESPORTSTMNT01_2771060,T1,1
ESPORTSTMNT01_2771065,PSG Talon,1
ESPORTSTMNT01_2771065,HELL PIGS,0
ESPORTSTMNT01_2771072,Frank Esports,1
ESPORTSTMNT01_2771072,Dewish Team,0
ESPORTSTMNT03_2610111,CERBERUS Esports,0
ESPORTSTMNT03_2610111,MGN Vikings Esports,1
ESPORTSTMNT03_2610112,MGN Vikings Esports,0
ESPORTSTMNT03_2610112,CERBERUS Esports,1
ESPORTSTMNT03_2610113,CERBERUS Esports,0
ESPORTSTMNT03_2610113,MGN Vikings Esports,1
ESPORTSTMNT04_2220213,SK Gaming,1
ESPORTSTMNT04_2220213,Misfits Gaming,0
ESPORTSTMNT01_2781109,INTZ,0
ESPORTSTMNT01_2781109,LOUD,1
ESPORTSTMNT04_2220231,Team Vitality,1
ESPORTSTMNT04_2220231,Astralis,0
ESPORTSTMNT01_2781166,paiN Gaming,1
ESPORTSTMNT01_2781166,Los Grandes,0
ESPORTSTMNT04_2210197,MAD Lions KOI,1
ESPORTSTMNT04_2210197,Team BDS,0
ESPORTSTMNT01_2781212,RED Canids,1
ESPORTSTMNT01_2781212,Miners,0
ESPORTSTMNT04_2210200,Fnatic,1
ESPORTSTMNT04_2210200,GiantX,0
ESPORTSTMNT01_2781245,Liberty,0
ESPORTSTMNT01_2781245,KaBuM! Esports,1
ESPORTSTMNT04_2220236,Rogue,1
ESPORTSTMNT04_2220236,G2 Esports,0
ESPORTSTMNT01_2771326,Immortals,0
ESPORTSTMNT01_2771326,Team Liquid,1
ESPORTSTMNT01_2781270,Rensga eSports,1
ESPORTSTMNT01_2781270,FURIA,0
ESPORTSTMNT01_2771382,NRG Kia,0
ESPORTSTMNT01_2771382,100 Thieves,1
ESPORTSTMNT01_2781375,Evil Geniuses,0
ESPORTSTMNT01_2781375,Cloud9,1
ESPORTSTMNT01_2781403,FlyQuest,1
ESPORTSTMNT01_2781403,Dignitas,0
ESPORTSTMNT01_2781427,Golden Guardians,0
ESPORTSTMNT01_2781427,TSM,1
ESPORTSTMNT01_2782567,Nongshim RedForce,0
ESPORTSTMNT01_2782567,DRX,1
ESPORTSTMNT01_2782631,Nongshim RedForce,0
ESPORTSTMNT01_2782631,DRX,1
ESPORTSTMNT01_2782634,Dplus KIA,0
ESPORTSTMNT01_2782634,Gen.G,1
ESPORTSTMNT01_2782677,Dplus KIA,1
ESPORTSTMNT01_2782677,Gen.G,0
ESPORTSTMNT01_2782685,Gen.G,1
ESPORTSTMNT01_2782685,Dplus KIA,0
ESPORTSTMNT01_2773026,Hanwha Life Esports,0
ESPORTSTMNT01_2773026,KT Rolster,1
ESPORTSTMNT01_2773051,KT Rolster,1
ESPORTSTMNT01_2773051,Hanwha Life Esports,0
ESPORTSTMNT01_2773053,OKSavingsBank Brion,1
ESPORTSTMNT01_2773053,BNK FEARX,0
ESPORTSTMNT01_2773097,BNK FEARX,0
ESPORTSTMNT01_2773097,OKSavingsBank Brion,1
ESPORTSTMNT01_2783230,KaBuM! Esports,1
ESPORTSTMNT01_2783230,RED Canids,0
ESPORTSTMNT01_2773445,Kwangdong Freecs,0
ESPORTSTMNT01_2773445,T1,1
ESPORTSTMNT01_2783397,Impunity,0
ESPORTSTMNT01_2783397,Deep Cross Gaming,1
ESPORTSTMNT01_2773482,Kwangdong Freecs,1
ESPORTSTMNT01_2773482,T1,0
ESPORTSTMNT01_2773491,Kwangdong Freecs,0
ESPORTSTMNT01_2773491,T1,1
ESPORTSTMNT01_2783410,CTBC Flying Oyster,1
ESPORTSTMNT01_2783410,Dewish Team,0
ESPORTSTMNT01_2783418,Frank Esports,0
ESPORTSTMNT01_2783418,Beyond Gaming,1
ESPORTSTMNT01_2773503,Dplus KIA,1
ESPORTSTMNT01_2773503,Nongshim RedForce,0
ESPORTSTMNT01_2783436,West Point Esports,0
ESPORTSTMNT01_2783436,HELL PIGS,1
ESPORTSTMNT01_2783447,PSG Talon,1
ESPORTSTMNT01_2783447,J Team,0
ESPORTSTMNT01_2783459,Nongshim RedForce,0
ESPORTSTMNT01_2783459,Dplus KIA,1
ESPORTSTMNT04_2210408,BNK FEARX,0
ESPORTSTMNT04_2210408,KT Rolster,1
ESPORTSTMNT04_2210426,BNK FEARX,0
