patch,side,league,teamname,opp_teamname,ban1,ban2,ban3,ban4,ban5,pick1,pick2,pick3,pick4,pick5,year,month,day,hour,minute
0.0637254901960791,0.0,CBLOL,Miners,LOUD,Ahri,Kalista,Nilah,Jax,Olaf,Yuumi,Sivir,Gwen,LeBlanc,Poppy,0.0,0.7000000000000001,0.16666666666666669,0.8260869565217391,0.0847457627118644
0.0637254901960791,1.0,CBLOL,LOUD,Miners,Vex,Azir,Sylas,Xin Zhao,Swain,Zeri,Wukong,Rakan,Gragas,Taliyah,0.0,0.7000000000000001,0.16666666666666669,0.8260869565217391,0.0847457627118644
0.0637254901960791,0.0,CBLOL,paiN Gaming,INTZ,Sylas,Taliyah,Yuumi,Ahri,Akali,Kalista,Amumu,Azir,Kennen,Lee Sin,0.0,0.7000000000000001,0.16666666666666669,0.8695652173913043,0.0847457627118644
0.0637254901960791,1.0,CBLOL,INTZ,paiN Gaming,Nautilus,Wukong,Poppy,Gnar,Jax,Renata Glasc,Trundle,Aphelios,Gwen,LeBlanc,0.0,0.7000000000000001,0.16666666666666669,0.8695652173913043,0.0847457627118644
0.0637254901960791,0.0,LCS,Golden Guardians,100 Thieves,LeBlanc,Taliyah,Poppy,Gwen,Azir,Jarvan IV,Aphelios,Lulu,Akali,Sejuani,0.0,0.7000000000000001,0.16666666666666669,0.8695652173913043,0.13559322033898305
0.0637254901960791,1.0,LCS,100 Thieves,Golden Guardians,Pantheon,Sylas,Kalista,Jax,Fiora,Lucian,Wukong,Nami,Ornn,Lissandra,0.0,0.7000000000000001,0.16666666666666669,0.8695652173913043,0.13559322033898305
0.0637254901960791,0.0,LCS,Evil Geniuses,TSM,Ahri,Kalista,Ryze,Jax,Tahm Kench,Poppy,Sylas,Gwen,Rakan,Zeri,0.0,0.7000000000000001,0.16666666666666669,0.9130434782608695,0.1694915254237288
0.0637254901960791,1.0,LCS,TSM,Evil Geniuses,LeBlanc,Yuumi,Miss Fortune,Senna,Jinx,Azir,Sivir,Trundle,Fiora,Bard,0.0,0.7000000000000001,0.16666666666666669,0.9130434782608695,0.1694915254237288
0.0637254901960791,0.0,LCS,FlyQuest,Team Liquid,Trundle,Kalista,LeBlanc,Sivir,Draven,Wukong,Gwen,Taliyah,Aphelios,Renata Glasc,0.0,0.7000000000000001,0.16666666666666669,0.9565217391304348,0.13559322033898305
0.0637254901960791,1.0,LCS,Team Liquid,FlyQuest,Ahri,Lee Sin,Yuumi,Lulu,Ezreal,Poppy,Azir,Olaf,Lucian,Nami,0.0,0.7000000000000001,0.16666666666666669,0.9565217391304348,0.13559322033898305
0.0637254901960791,0.0,LCS,Cloud9,NRG Kia,Sivir,LeBlanc,Kalista,Lillia,Poppy,Azir,Fiora,Trundle,Lucian,Nami,0.0,0.7000000000000001,0.16666666666666669,1.0,0.1864406779661017
0.0637254901960791,1.0,LCS,NRG Kia,Cloud9,Renata Glasc,Nilah,Olaf,Zeri,Nautilus,Yone,Seraphine,Karma,Wukong,Jayce,0.0,0.7000000000000001,0.16666666666666669,1.0,0.1864406779661017
0.0637254901960791,0.0,LCS,Dignitas,Immortals,Seraphine,Kalista,Poppy,Fiora,Gwen,Viego,Tahm Kench,Aphelios,Ornn,Sylas,0.0,0.7000000000000001,0.2,0.0,0.23728813559322035
0.0637254901960791,1.0,LCS,Immortals,Dignitas,Zeri,Taliyah,Azir,Sejuani,LeBlanc,Draven,Lee Sin,Amumu,Orianna,Yone,0.0,0.7000000000000001,0.2,0.0,0.23728813559322035
0.058823529411765385,0.0,LCK,Nongshim RedForce,T1,Draven,Kalista,Lee Sin,Tahm Kench,Sylas,Wukong,Aphelios,Alistar,Gnar,Seraphine,0.0,0.7000000000000001,0.2,0.30434782608695654,0.23728813559322035
0.058823529411765385,1.0,LCK,T1,Nongshim RedForce,Taliyah,Yuumi,Poppy,Gwen,Akali,Azir,Sivir,Vi,Rakan,Camille,0.0,0.7000000000000001,0.2,0.30434782608695654,0.23728813559322035
0.058823529411765385,0.0,LCK,Nongshim RedForce,T1,Draven,Kalista,Wukong,Lulu,Rakan,Sivir,Vi,Sylas,Renata Glasc,Ornn,0.0,0.7000000000000001,0.2,0.34782608695652173,0.6610169491525424
0.058823529411765385,1.0,LCK,T1,Nongshim RedForce,Taliyah,Poppy,Yuumi,Gnar,Leona,Azir,Zeri,Lee Sin,Renekton,Zilean,0.0,0.7000000000000001,0.2,0.34782608695652173,0.6610169491525424
0.058823529411765385,0.0,PCS,CTBC Flying Oyster,Frank Esports,Ahri,Fiora,Wukong,Yuumi,Jax,Kalista,Azir,Lee Sin,Gwen,Nautilus,0.0,0.7000000000000001,0.2,0.34782608695652173,0.847457627118644
0.058823529411765385,1.0,PCS,Frank Esports,CTBC Flying Oyster,Taliyah,Poppy,Gnar,Renata Glasc,Gangplank,Sylas,Zeri,Viego,Alistar,Camille,0.0,0.7000000000000001,0.2,0.34782608695652173,0.847457627118644
0.058823529411765385,0.0,LCK,T1,Nongshim RedForce,Poppy,Taliyah,Sylas,Gwen,Blitzcrank,Azir,Draven,Renata Glasc,Zac,Viego,0.0,0.7000000000000001,0.2,0.3913043478260869,0.6610169491525424
0.058823529411765385,1.0,LCK,Nongshim RedForce,T1,Wukong,Zeri,Sivir,Trundle,Nocturne,Vi,Kalista,Ahri,Ornn,Ashe,0.0,0.7000000000000001,0.2,0.3913043478260869,0.6610169491525424
0.058823529411765385,0.0,VCS,SBTC Esports,AS Esports,Wukong,Sylas,Nocturne,Nautilus,Leona,Zeri,Rek'Sai,Gwen,Lulu,Ahri,0.0,0.7000000000000001,0.2,0.3913043478260869,0.7627118644067796
0.058823529411765385,1.0,VCS,AS Esports,SBTC Esports,Kalista,Draven,Yuumi,Taliyah,Renata Glasc,Sivir,Lee Sin,Akali,Rakan,LeBlanc,0.0,0.7000000000000001,0.2,0.3913043478260869,0.7627118644067796
0.058823529411765385,0.0,PCS,Deep Cross Gaming,J Team,Ahri,Poppy,Kalista,Xin Zhao,Trundle,Sylas,Sivir,Vi,Mordekaiser,Rakan,0.0,0.7000000000000001,0.2,0.3913043478260869,0.8305084745762712
0.058823529411765385,1.0,PCS,J Team,Deep Cross Gaming,Taliyah,Wukong,Gwen,Nautilus,Gangplank,Zeri,Yuumi,Azir,Sejuani,Viego,0.0,0.7000000000000001,0.2,0.3913043478260869,0.8305084745762712
0.058823529411765385,0.0,LCK,Kwangdong Freecs,DRX,Sylas,Poppy,Yuumi,Vi,Viego,Taliyah,Zeri,Rakan,Ornn,Lee Sin,0.0,0.7000000000000001,0.2,0.43478260869565216,0.6101694915254238
0.058823529411765385,1.0,LCK,DRX,Kwangdong Freecs,Gwen,Kalista,Wukong,Renekton,Gnar,Lulu,Ahri,Sivir,Xin Zhao,Gragas,0.0,0.7000000000000001,0.2,0.43478260869565216,0.6101694915254238
0.058823529411765385,0.0,VCS,AS Esports,SBTC Esports,Gwen,Draven,Taliyah,Tahm Kench,Yuumi,Sylas,Vi,Zeri,Renata Glasc,Ahri,0.0,0.7000000000000001,0.2,0.43478260869565216,0.8305084745762712
0.058823529411765385,1.0,VCS,SBTC Esports,AS Esports,Akali,Kalista,Viego,Alistar,Irelia,Wukong,Sivir,Gnar,Nautilus,Galio,0.0,0.7000000000000001,0.2,0.43478260869565216,0.8305084745762712
0.058823529411765385,0.0,LCK,Kwangdong Freecs,DRX,Sylas,Poppy,Yuumi,Viego,Xin Zhao,Taliyah,Vi,Zeri,Sejuani,Renata Glasc,0.0,0.7000000000000001,0.2,0.5217391304347826,0.2542372881355932
0.058823529411765385,1.0,LCK,DRX,Kwangdong Freecs,Gwen,Kalista,Wukong,Rakan,Leona,Ahri,Lulu,Sivir,Trundle,Gragas,0.0,0.7000000000000001,0.2,0.5217391304347826,0.2542372881355932
0.058823529411765385,0.0,VCS,Team Whales,Genius Esports,Lucian,Akali,Kalista,Taliyah,Sylas,Zeri,Wukong,Gwen,Rakan,Galio,0.0,0.7000000000000001,0.2,0.5652173913043478,0.03389830508474576
0.058823529411765385,1.0,VCS,Genius Esports,Team Whales,unknown,unknown,unknown,Ahri,Yuumi,Sivir,Poppy,Gnar,Azir,Nautilus,0.0,0.7000000000000001,0.2,0.5652173913043478,0.03389830508474576
0.058823529411765385,0.0,VCS,Genius Esports,Team Whales,Gnar,Lee Sin,Wukong,Jax,Yuumi,Zeri,Trundle,Taliyah,Fiora,Renata Glasc,0.0,0.7000000000000001,0.2,0.5652173913043478,0.7966101694915254
0.058823529411765385,1.0,VCS,Team Whales,Genius Esports,Kalista,Akali,Sylas,Alistar,Nautilus,Azir,Poppy,Sivir,Gwen,Rakan,0.0,0.7000000000000001,0.2,0.5652173913043478,0.7966101694915254
0.0637254901960791,0.0,CBLOL,KaBuM! Esports,Miners,Vex,Azir,Trundle,Gwen,Sejuani,Wukong,Zeri,Lulu,Renekton,Rumble,0.0,0.7000000000000001,0.2,0.6521739130434783,0.7627118644067796
0.0637254901960791,1.0,CBLOL,Miners,KaBuM! Esports,Kalista,Taliyah,Poppy,Ahri,Olaf,Yuumi,Viego,Sivir,Sylas,Jarvan IV,0.0,0.7000000000000001,0.2,0.6521739130434783,0.7627118644067796
0.0637254901960791,0.0,CBLOL,Los Grandes,paiN Gaming,Gwen,Gnar,Ahri,Fiora,Yuumi,Taliyah,Karthus,Olaf,Tristana,Leona,0.0,0.7000000000000001,0.2,0.6956521739130435,0.8135593220338984
0.0637254901960791,1.0,CBLOL,paiN Gaming,Los Grandes,Sylas,Kalista,Pantheon,Lucian,Alistar,Azir,Wukong,Sivir,Akali,Nautilus,0.0,0.7000000000000001,0.2,0.6956521739130435,0.8135593220338984
0.0637254901960791,0.0,CBLOL,INTZ,RED Canids,Nilah,Taliyah,Trundle,Draven,Samira,Poppy,Jax,Kalista,Vex,Taric,0.0,0.7000000000000001,0.2,0.7391304347826086,0.6440677966101694
0.0637254901960791,1.0,CBLOL,RED Canids,INTZ,Sylas,Azir,Renata Glasc,Nautilus,Sett,Gwen,Wukong,Alistar,Aphelios,Viktor,0.0,0.7000000000000001,0.2,0.7391304347826086,0.6440677966101694
0.0637254901960791,0.0,CBLOL,Liberty,Rensga eSports,Yuumi,Poppy,Zeri,Renata Glasc,Viktor,Taliyah,Viego,Gwen,Senna,Nautilus,0.0,0.7000000000000001,0.2,0.7826086956521738,0.7966101694915254
0.0637254901960791,1.0,CBLOL,Rensga eSports,Liberty,Ahri,Wukong,Kalista,Miss Fortune,Tahm Kench,Draven,Trundle,Gangplank,Ryze,Leona,0.0,0.7000000000000001,0.2,0.7826086956521738,0.7966101694915254
0.0637254901960791,0.0,LCS,NRG Kia,FlyQuest,Lee Sin,Jax,Yuumi,Ahri,Nautilus,Poppy,Azir,Gwen,Twitch,Lulu,0.0,0.7000000000000001,0.2,0.8260869565217391,0.1864406779661017
0.0637254901960791,1.0,LCS,FlyQuest,NRG Kia,Kalista,Yone,Draven,Miss Fortune,Lucian,Sivir,Trundle,Fiora,Zoe,Leona,0.0,0.7000000000000001,0.2,0.8260869565217391,0.1864406779661017
0.0637254901960791,0.0,CBLOL,LOUD,FURIA,Vex,Gwen,Viego,Lissandra,Sylas,Zeri,Ahri,Lee Sin,Yuumi,Gnar,0.0,0.7000000000000001,0.2,0.8260869565217391,0.3559322033898305
0.0637254901960791,1.0,CBLOL,FURIA,LOUD,Poppy,Wukong,Taliyah,Jax,Alistar,Olaf,Trundle,Sivir,LeBlanc,Lulu,0.0,0.7000000000000001,0.2,0.8260869565217391,0.3559322033898305
0.0637254901960791,0.0,LCS,Cloud9,100 Thieves,Poppy,Azir,Lucian,Taliyah,LeBlanc,Wukong,Nilah,Sona,Sylas,Gnar,0.0,0.7000000000000001,0.2,0.8695652173913043,0.5084745762711864
0.0637254901960791,1.0,LCS,100 Thieves,Cloud9,Olaf,Kalista,Orianna,Fiora,Lissandra,Yuumi,Trundle,Sivir,Ahri,Gwen,0.0,0.7000000000000001,0.2,0.8695652173913043,0.5084745762711864
0.0637254901960791,0.0,LCS,Team Liquid,Evil Geniuses,Yuumi,Lee Sin,LeBlanc,Ezreal,Zeri,Azir,Trundle,Sivir,Sett,Leona,0.0,0.7000000000000001,0.2,0.9130434782608695,0.559322033898305
0.0637254901960791,1.0,LCS,Evil Geniuses,Team Liquid,Kalista,Poppy,Olaf,Gragas,Tahm Kench,Gwen,Wukong,Sylas,Rakan,Xayah,0.0,0.7000000000000001,0.2,0.9130434782608695,0.559322033898305
0.0637254901960791,0.0,LCS,Immortals,Golden Guardians,Sejuani,Pantheon,Seraphine,Nilah,Yuumi,Azir,Wukong,Graves,Aphelios,Lulu,0.0,0.7000000000000001,0.2,0.9565217391304348,0.4067796610169492
0.0637254901960791,1.0,LCS,Golden Guardians,Immortals,Taliyah,Kalista,Poppy,Draven,unknown,Sylas,Fiora,Trundle,Lucian,Nami,0.0,0.7000000000000001,0.2,0.9565217391304348,0.4067796610169492
0.0637254901960791,0.0,LCS,TSM,Dignitas,Kalista,Lucian,Yuumi,Lissandra,LeBlanc,Ahri,Sivir,Nautilus,Ornn,Wukong,0.0,0.7000000000000001,0.2,1.0,0.3559322033898305
0.0637254901960791,1.0,LCS,Dignitas,TSM,Taliyah,Poppy,Azir,Xin Zhao,Gwen,Lulu,Viego,Zeri,Sylas,Sejuani,0.0,0.7000000000000001,0.2,1.0,0.3559322033898305
0.0637254901960791,0.0,LCK,Gen.G,OKSavingsBank BRION,Rakan,Ryze,Poppy,Tahm Kench,Renata Glasc,Kalista,Amumu,LeBlanc,Gwen,Vi,0.0,0.7000000000000001,0.3,0.2608695652173913,0.5932203389830508
0.0637254901960791,1.0,LCK,OKSavingsBank BRION,Gen.G,Sylas,Yuumi,Wukong,Sejuani,Trundle,Azir,Varus,Lee Sin,Leona,Kennen,0.0,0.7000000000000001,0.3,0.2608695652173913,0.5932203389830508
0.0637254901960791,0.0,LCK,OKSavingsBank BRION,Gen.G,Sylas,Azir,Yuumi,Vi,Gwen,Poppy,Zeri,Viktor,Ornn,Karma,0.0,0.7000000000000001,0.3,0.34782608695652173,0.7457627118644068
0.0637254901960791,1.0,LCK,Gen.G,OKSavingsBank BRION,Ryze,Kalista,Wukong,Alistar,Kennen,Sivir,Ahri,Lulu,Gnar,Skarner,0.0,0.7000000000000001,0.3,0.34782608695652173,0.7457627118644068
0.0637254901960791,0.0,LCK,BNK FEARX,T1,Draven,Lucian,Gwen,Renekton,Xin Zhao,Sivir,Vi,Ahri,Gragas,Nautilus,0.0,0.7000000000000001,0.3,0.4782608695652174,0.2033898305084746
0.0637254901960791,1.0,LCK,T1,BNK FEARX,Poppy,Kalista,Yuumi,Ornn,Leona,Lulu,Azir,Zeri,Sejuani,Pantheon,0.0,0.7000000000000001,0.3,0.4782608695652174,0.2033898305084746
0.0637254901960791,0.0,LCK,T1,BNK FEARX,Poppy,Sivir,Zeri,Sylas,Ornn,Wukong,Sejuani,Swain,Jinx,Blitzcrank,0.0,0.7000000000000001,0.3,0.5217391304347826,0.2542372881355932
0.0637254901960791,1.0,LCK,BNK FEARX,T1,Draven,Kalista,Lucian,Yuumi,Karma,Aphelios,Azir,Tahm Kench,Gragas,Trundle,0.0,0.7000000000000001,0.3,0.5217391304347826,0.2542372881355932
0.0637254901960791,0.0,LCK,Kwangdong Freecs,Dplus KIA,Sylas,Lucian,Yuumi,Vi,Trundle,Azir,Poppy,Zeri,Lulu,Ornn,0.0,0.7000000000000001,0.3333333333333333,0.2608695652173913,0.5254237288135594
0.0637254901960791,1.0,LCK,Dplus KIA,Kwangdong Freecs,Kalista,Gwen,Wukong,Karma,Soraka,Sivir,Ahri,Renata Glasc,Sejuani,Viego,0.0,0.7000000000000001,0.3333333333333333,0.2608695652173913,0.5254237288135594
0.0637254901960791,0.0,LCK,Kwangdong Freecs,Dplus KIA,Lucian,Sylas,Yuumi,Jarvan IV,Vi,Sivir,Karma,Trundle,Gragas,LeBlanc,0.0,0.7000000000000001,0.3333333333333333,0.34782608695652173,0.864406779661017
0.0637254901960791,1.0,LCK,Dplus KIA,Kwangdong Freecs,Kalista,Wukong,Gwen,Azir,Sejuani,Draven,Renata Glasc,Ahri,Lee Sin,Camille,0.0,0.7000000000000001,0.3333333333333333,0.34782608695652173,0.864406779661017
0.0637254901960791,0.0,VCS,Team Secret,Team Whales,Kalista,Lee Sin,Poppy,Talon,Jarvan IV,Sivir,Nautilus,Jax,Ahri,Kindred,0.0,0.7000000000000001,0.3333333333333333,0.3913043478260869,0.7627118644067796
0.0637254901960791,1.0,VCS,Team Whales,Team Secret,Nocturne,Wukong,Akali,Xin Zhao,Viego,Gwen,Yuumi,Zeri,Trundle,Azir,0.0,0.7000000000000001,0.3333333333333333,0.3913043478260869,0.7627118644067796
0.0637254901960791,0.0,LCK,DRX,KT Rolster,Lucian,Poppy,Yuumi,Gwen,Sejuani,Sylas,Wukong,Jinx,Gragas,Rakan,0.0,0.7000000000000001,0.3333333333333333,0.3913043478260869,0.9661016949152542
0.0637254901960791,1.0,LCK,KT Rolster,DRX,Kalista,Sivir,Zeri,Renata Glasc,Ornn,Ahri,Aphelios,Tahm Kench,Trundle,Renekton,0.0,0.7000000000000001,0.3333333333333333,0.3913043478260869,0.9661016949152542
0.0637254901960791,0.0,VCS,Team Whales,Team Secret,Nocturne,Akali,Yuumi,Taliyah,Ryze,Wukong,Sivir,Sylas,Lillia,Nautilus,0.0,0.7000000000000001,0.3333333333333333,0.43478260869565216,0.6779661016949152
0.0637254901960791,1.0,VCS,Team Secret,Team Whales,Lee Sin,Poppy,Ahri,Jax,Mordekaiser,Zeri,Viego,Gwen,Azir,Tahm Kench,0.0,0.7000000000000001,0.3333333333333333,0.43478260869565216,0.6779661016949152
0.0637254901960791,0.0,VCS,Team Secret,Team Whales,Kalista,Lee Sin,Poppy,Nautilus,Jax,Wukong,Zeri,Taliyah,Lulu,Camille,0.0,0.7000000000000001,0.3333333333333333,0.4782608695652174,0.4067796610169492
0.0637254901960791,1.0,VCS,Team Whales,Team Secret,Nocturne,Yuumi,Renata Glasc,Gwen,Akali,Ahri,Sivir,Viego,Rakan,Ornn,0.0,0.7000000000000001,0.3333333333333333,0.4782608695652174,0.4067796610169492
0.0637254901960791,0.0,LCK,DRX,KT Rolster,Lucian,Poppy,Sylas,Renekton,Trundle,Ahri,Jinx,Tahm Kench,Aatrox,Viego,0.0,0.7000000000000001,0.3333333333333333,0.4782608695652174,0.559322033898305
0.0637254901960791,1.0,LCK,KT Rolster,DRX,Kalista,Sivir,Zeri,Ornn,Gwen,Aphelios,Swain,Renata Glasc,Sejuani,Wukong,0.0,0.7000000000000001,0.3333333333333333,0.4782608695652174,0.559322033898305
0.0637254901960791,0.0,VCS,GAM Esports,Genius Esports,Ahri,Kalista,Poppy,Alistar,Leona,Sivir,Lee Sin,Ryze,Braum,Gnar,0.0,0.7000000000000001,0.3333333333333333,0.5217391304347826,0.7288135593220338
0.0637254901960791,1.0,VCS,Genius Esports,GAM Esports,Wukong,Nocturne,Yuumi,Tahm Kench,Renata Glasc,Zeri,Azir,Rek'Sai,Nautilus,Akali,0.0,0.7000000000000001,0.3333333333333333,0.5217391304347826,0.7288135593220338
0.0637254901960791,0.0,VCS,Genius Esports,GAM Esports,Nocturne,Wukong,Yuumi,Ryze,Galio,Sivir,Tahm Kench,Diana,Sylas,Graves,0.0,0.7000000000000001,0.3333333333333333,0.5652173913043478,0.423728813559322
0.0637254901960791,1.0,VCS,GAM Esports,Genius Esports,Ahri,Kalista,Poppy,Yasuo,Yone,Zeri,Jarvan IV,Rakan,Viktor,Gwen,0.0,0.7000000000000001,0.3333333333333333,0.5652173913043478,0.423728813559322
0.0637254901960791,0.0,LCK,Nongshim RedForce,Hanwha Life Esports,Draven,Gwen,Wukong,Viktor,Lissandra,Sivir,Vi,Ahri,Renata Glasc,Renekton,0.0,0.7000000000000001,0.3666666666666667,0.2608695652173913,0.4745762711864407
0.0637254901960791,1.0,LCK,Hanwha Life Esports,Nongshim RedForce,Kalista,Yuumi,Azir,Karma,Nautilus,Zeri,Lulu,Poppy,Sylas,Gragas,0.0,0.7000000000000001,0.3666666666666667,0.2608695652173913,0.4745762711864407
0.0637254901960791,0.0,LCK,Hanwha Life Esports,Nongshim RedForce,Poppy,Sylas,Lucian,Draven,Varus,Kalista,Vi,Amumu,Gnar,Akali,0.0,0.7000000000000001,0.3666666666666667,0.34782608695652173,0.7288135593220338
0.0637254901960791,1.0,LCK,Nongshim RedForce,Hanwha Life Esports,Renata Glasc,Sivir,Zeri,Ahri,Gwen,Azir,Wukong,Leona,Renekton,Aphelios,0.0,0.7000000000000001,0.3666666666666667,0.34782608695652173,0.7288135593220338
0.0637254901960791,0.0,LCK,OKSavingsBank BRION,BNK FEARX,Ahri,Sylas,Sivir,Sejuani,Ornn,Azir,Varus,Xin Zhao,Gwen,Leona,0.0,0.7000000000000001,0.3666666666666667,0.3913043478260869,0.6610169491525424
0.0637254901960791,1.0,LCK,BNK FEARX,OKSavingsBank BRION,Draven,Kalista,Wukong,Karma,Renekton,Zeri,Poppy,Akali,Gragas,Yuumi,0.0,0.7000000000000001,0.3666666666666667,0.3913043478260869,0.6610169491525424
0.0637254901960791,0.0,VCS,MGN Vikings Esports,SBTC Esports,Yuumi,Wukong,Tahm Kench,LeBlanc,Jax,Sivir,Pantheon,Taliyah,Leona,Akali,0.0,0.7000000000000001,0.3666666666666667,0.3913043478260869,0.7627118644067796
0.0637254901960791,1.0,VCS,SBTC Esports,MGN Vikings Esports,Seraphine,Ahri,Kalista,Renata Glasc,Rakan,Zeri,Poppy,Nautilus,Azir,Gwen,0.0,0.7000000000000001,0.3666666666666667,0.3913043478260869,0.7627118644067796
0.0637254901960791,0.0,VCS,SBTC Esports,MGN Vikings Esports,Seraphine,Pantheon,Lucian,Nautilus,Aphelios,Zeri,Poppy,Azir,Braum,Akali,0.0,0.7000000000000001,0.3666666666666667,0.43478260869565216,0.7457627118644068
0.0637254901960791,1.0,VCS,MGN Vikings Esports,SBTC Esports,Kalista,Sivir,Yuumi,Jax,Gnar,Ahri,Wukong,Gwen,Tristana,Rumble,0.0,0.7000000000000001,0.3666666666666667,0.43478260869565216,0.7457627118644068
0.0637254901960791,0.0,LCK,OKSavingsBank BRION,BNK FEARX,Ahri,Yuumi,Poppy,Ornn,Sejuani,Wukong,Renekton,Varus,Tahm Kench,Lissandra,0.0,0.7000000000000001,0.3666666666666667,0.4782608695652174,0.6440677966101694
0.0637254901960791,1.0,LCK,BNK FEARX,OKSavingsBank BRION,Draven,Kalista,Sivir,Viktor,Ryze,Azir,Zeri,Vi,Gragas,Renata Glasc,0.0,0.7000000000000001,0.3666666666666667,0.4782608695652174,0.6440677966101694
0.0637254901960791,0.0,VCS,MGN Vikings Esports,SBTC Esports,Yuumi,Tahm Kench,Poppy,Sylas,LeBlanc,Sivir,Vi,Taliyah,Lillia,Nautilus,0.0,0.7000000000000001,0.3666666666666667,0.4782608695652174,0.7966101694915254
0.0637254901960791,1.0,VCS,SBTC Esports,MGN Vikings Esports,Seraphine,Pantheon,Kalista,Akali,Jax,Zeri,Wukong,Gwen,Ahri,Morgana,0.0,0.7000000000000001,0.3666666666666667,0.4782608695652174,0.7966101694915254
0.0637254901960791,0.0,VCS,CERBERUS Esports,AS Esports,Sylas,Akali,Renata Glasc,Alistar,Tahm Kench,Sivir,Ahri,Nautilus,Jax,Poppy,0.0,0.7000000000000001,0.3666666666666667,0.5652173913043478,0.1864406779661017
0.0637254901960791,1.0,VCS,AS Esports,CERBERUS Esports,Kalista,Lucian,Taliyah,Viego,Lee Sin,Wukong,Zeri,Gwen,Leona,Azir,0.0,0.7000000000000001,0.3666666666666667,0.5652173913043478,0.1864406779661017
0.0637254901960791,0.0,VCS,AS Esports,CERBERUS Esports,Taliyah,Poppy,Lucian,Ahri,Azir,Kalista,Amumu,Vi,Orianna,Gnar,0.0,0.7000000000000001,0.3666666666666667,0.6086956521739131,0.06779661016949153
0.0637254901960791,1.0,VCS,CERBERUS Esports,AS Esports,Sylas,Akali,Renata Glasc,Vex,Ryze,Wukong,Draven,Alistar,Viktor,Jax,0.0,0.7000000000000001,0.3666666666666667,0.6086956521739131,0.06779661016949153
0.0637254901960791,0.0,LEC,Team BDS,Misfits Gaming,Trundle,Poppy,Gwen,Vi,Jarvan IV,Ornn,Twitch,Xin Zhao,Tahm Kench,Ahri,0.0,0.7000000000000001,0.3666666666666667,0.6521739130434783,0.1016949152542373
0.0637254901960791,1.0,LEC,Misfits Gaming,Team BDS,Renata Glasc,Yuumi,Wukong,Akali,Lulu,Sejuani,Sivir,Sylas,Skarner,Braum,0.0,0.7000000000000001,0.3666666666666667,0.6521739130434783,0.1016949152542373
0.0637254901960791,0.0,CBLOL,KaBuM! Esports,Miners,Azir,Viego,Sylas,Trundle,Gwen,Zeri,Yuumi,Jarvan IV,Ornn,Ahri,0.0,0.7000000000000001,0.3666666666666667,0.6521739130434783,0.7457627118644068
0.0637254901960791,1.0,CBLOL,Miners,KaBuM! Esports,Kalista,Wukong,Poppy,Rumble,Viktor,Sivir,Vex,Nautilus,Vi,Sejuani,0.0,0.7000000000000001,0.3666666666666667,0.6521739130434783,0.7457627118644068
0.0637254901960791,0.0,LEC,SK Gaming,Team Vitality,Trundle,Yuumi,Wukong,Alistar,Taric,Vi,Rakan,LeBlanc,Yasuo,Darius,0.0,0.7000000000000001,0.3666666666666667,0.6956521739130435,0.6101694915254238
0.0637254901960791,1.0,LEC,Team Vitality,SK Gaming,Poppy,Kalista,Renata Glasc,Xayah,Gwen,Sivir,Jarvan IV,Ahri,Ornn,Galio,0.0,0.7000000000000001,0.3666666666666667,0.6956521739130435,0.6101694915254238
0.0637254901960791,0.0,CBLOL,Miners,KaBuM! Esports,Rumble,Zeri,Kalista,Alistar,Jarvan IV,Sivir,Trundle,Gwen,Renata Glasc,Lissandra,0.0,0.7000000000000001,0.3666666666666667,0.6956521739130435,0.9152542372881356
0.0637254901960791,1.0,CBLOL,KaBuM! Esports,Miners,Azir,Wukong,Viego,Sylas,Kassadin,Draven,Ahri,Kennen,Lee Sin,Ashe,0.0,0.7000000000000001,0.3666666666666667,0.6956521739130435,0.9152542372881356
0.0637254901960791,0.0,LEC,Rogue,GiantX,Ornn,Kalista,Poppy,LeBlanc,Ahri,Jarvan IV,Taliyah,Renekton,Sivir,Rakan,0.0,0.7000000000000001,0.3666666666666667,0.7391304347826086,0.6949152542372882
0.0637254901960791,1.0,LEC,GiantX,Rogue,Azir,Gwen,Yuumi,Braum,Tahm Kench,Sejuani,Draven,Vi,Sylas,Nautilus,0.0,0.7000000000000001,0.3666666666666667,0.7391304347826086,0.6949152542372882
0.0637254901960791,0.0,CBLOL,KaBuM! Esports,Miners,Azir,Viego,Sylas,Gwen,Rumble,Kalista,Renata Glasc,Trundle,Jayce,Lissandra,0.0,0.7000000000000001,0.3666666666666667,0.7391304347826086,0.8135593220338984
0.0637254901960791,1.0,CBLOL,Miners,KaBuM! Esports,Ahri,Wukong,Taliyah,Sejuani,Ornn,Draven,Lee Sin,Ashe,Kennen,Vex,0.0,0.7000000000000001,0.3666666666666667,0.7391304347826086,0.8135593220338984
0.0637254901960791,0.0,LEC,Astralis,Fnatic,Kalista,Azir,Sivir,Aphelios,Twitch,Trundle,Zeri,Kennen,Karma,Rakan,0.0,0.7000000000000001,0.3666666666666667,0.7826086956521738,0.7966101694915254
0.0637254901960791,1.0,LEC,Fnatic,Astralis,Yuumi,Wukong,Ornn,Vex,Lissandra,Gwen,Poppy,LeBlanc,Lucian,Nami,0.0,0.7000000000000001,0.3666666666666667,0.7826086956521738,0.7966101694915254
