player,champion,games_played,winrate,avg_kills,avg_deaths,avg_assists,avg_dpm,avg_dmg_share,avg_vspm,avg_gold_share,total_games,pickrate,avg_kda
Finn,Gwen,9,0.3333333333333333,2.2222222222222223,3.0,2.0,447.9212333333333,0.2665191111111111,1.2190555555555553,0.23670111111111114,99,0.09090909090909091,1.4074074074074074
Orca,Rell,9,0.7777777777777778,0.6666666666666666,3.2222222222222223,9.666666666666666,135.7544,0.05814227777777778,3.2563,0.09357633333333333,92,0.09782608695652174,3.2068965517241375
Abbedagge,Corki,9,0.5555555555555556,2.4444444444444446,1.6666666666666667,5.0,614.9209111111111,0.3237005555555556,1.2182777777777778,0.2667383333333333,113,0.07964601769911504,4.466666666666667
Licorice,Poppy,9,0.6666666666666666,1.5555555555555556,1.4444444444444444,6.777777777777778,503.2921111111111,0.21728844444444442,1.093,0.19479811111111112,131,0.06870229007633588,5.76923076923077
Dhokla,Gwen,9,0.6666666666666666,2.6666666666666665,3.2222222222222223,3.6666666666666665,578.5478777777778,0.24949166666666667,1.0477444444444446,0.24373211111111115,126,0.07142857142857142,1.9655172413793103
Keres,Alistar,9,0.5555555555555556,0.3333333333333333,2.6666666666666665,9.222222222222221,121.0906111111111,0.0572863,2.9962555555555554,0.08343473333333334,100,0.09,3.5833333333333335
Adam,Garen,9,0.6666666666666666,3.888888888888889,2.4444444444444446,3.5555555555555554,443.06815555555556,0.22577733333333333,1.0788111111111112,0.25485522222222223,125,0.072,3.0454545454545454
ISMA,Rell,9,0.5555555555555556,1.5555555555555556,2.7777777777777777,13.0,248.13448888888888,0.09934408888888889,1.4100888888888887,0.15143477777777778,27,0.3333333333333333,5.24
Blazes,Tristana,9,0.6666666666666666,5.666666666666667,2.888888888888889,4.888888888888889,608.2744222222223,0.24880333333333335,1.0972444444444445,0.2675315555555555,122,0.07377049180327869,3.6538461538461546
Breathe,Aatrox,9,0.5555555555555556,3.0,3.111111111111111,5.777777777777778,548.2658666666666,0.2247892222222222,0.9417333333333333,0.22407555555555556,29,0.3103448275862069,2.8214285714285716
Light,Zeri,9,0.5555555555555556,4.444444444444445,1.4444444444444444,3.888888888888889,762.5007444444444,0.3360041111111111,1.3953444444444445,0.2827202222222222,37,0.24324324324324326,5.76923076923077
Supa,Senna,9,0.5555555555555556,3.2222222222222223,2.7777777777777777,8.0,679.1849,0.2916875555555556,1.365688888888889,0.22065355555555557,38,0.23684210526315788,4.04
Lost,Aphelios,9,0.5555555555555556,4.0,2.0,4.111111111111111,428.0167666666667,0.21921433333333334,1.3047555555555557,0.2524134444444444,40,0.225,4.055555555555555
Sponge,Sejuani,9,0.5555555555555556,1.1111111111111112,3.2222222222222223,6.888888888888889,279.9009555555556,0.12957322222222223,1.6341333333333334,0.15546300000000002,43,0.20930232558139536,2.4827586206896552
Targamas,Braum,9,0.5555555555555556,0.5555555555555556,2.888888888888889,10.444444444444445,180.06066666666666,0.08419346666666666,2.9622333333333333,0.09274143333333333,116,0.07758620689655173,3.807692307692308
toucouille,Azir,9,0.5555555555555556,4.444444444444445,2.111111111111111,3.888888888888889,739.1252555555556,0.3542343333333333,1.0501222222222222,0.27010155555555554,66,0.13636363636363635,3.947368421052632
Hanabi,Ornn,9,0.6666666666666666,1.1111111111111112,0.8888888888888888,6.222222222222222,339.9294444444444,0.21593255555555554,0.892311111111111,0.20100555555555555,142,0.06338028169014084,8.250000000000002
Prince,Sivir,9,0.5555555555555556,6.333333333333333,2.0,5.888888888888889,810.0448444444444,0.36044666666666664,1.2354666666666665,0.3170766666666667,106,0.08490566037735849,6.111111111111111
Bwipo,Aatrox,9,0.5555555555555556,3.111111111111111,2.888888888888889,4.111111111111111,560.6195666666667,0.2583953333333333,0.9775666666666667,0.23896166666666666,106,0.08490566037735849,2.4999999999999996
Dia1,Taliyah,9,0.5555555555555556,2.6666666666666665,2.7777777777777777,7.222222222222222,648.4382555555555,0.28256966666666666,1.2914222222222222,0.2309526666666667,102,0.08823529411764706,3.56
Jojo,Yuumi,9,0.5555555555555556,1.4444444444444444,1.7777777777777777,9.777777777777779,373.02656666666667,0.18164555555555556,2.039344444444444,0.09134656666666667,120,0.075,6.312500000000001
Clid,Wukong,9,0.5555555555555556,2.7777777777777777,2.7777777777777777,4.666666666666667,273.98525555555557,0.15099293333333333,1.9614777777777779,0.17939333333333335,72,0.125,2.68
Doss,Renata Glasc,9,0.5555555555555556,1.7777777777777777,2.0,12.333333333333334,212.9461333333333,0.07940358888888889,3.580211111111111,0.1111251,79,0.11392405063291139,7.055555555555555
Noah,Zeri,9,0.5555555555555556,5.111111111111111,2.3333333333333335,4.888888888888889,667.9114222222222,0.2629694444444444,1.5463555555555555,0.2691455555555555,81,0.1111111111111111,4.285714285714286
Eyla,Rell,9,0.7777777777777778,0.3333333333333333,3.0,14.0,130.0772777777778,0.053740444444444445,3.482111111111111,0.09395619999999999,89,0.10112359550561797,4.777777777777778
Qiang,Rell,9,0.5555555555555556,0.8888888888888888,2.6666666666666665,9.11111111111111,209.02516666666668,0.08966492222222222,1.5940888888888889,0.14807255555555554,84,0.10714285714285714,3.75
Nogo,LeBlanc,9,0.5555555555555556,3.7777777777777777,1.8888888888888888,4.333333333333333,583.9429333333333,0.2877943333333333,1.3862333333333334,0.247476,86,0.10465116279069768,4.294117647058823
Ikigai,Xin Zhao,9,0.5555555555555556,2.888888888888889,3.0,8.11111111111111,330.5843888888889,0.1468657777777778,1.6979333333333333,0.1845628888888889,87,0.10344827586206896,3.6666666666666665
Finn,Gangplank,9,0.5555555555555556,3.888888888888889,2.7777777777777777,5.0,721.3992555555556,0.31166388888888885,1.057377777777778,0.2707041111111111,99,0.09090909090909091,3.2
Flakked,Draven,9,0.6666666666666666,4.777777777777778,2.111111111111111,3.7777777777777777,558.5295,0.24487555555555554,1.1736333333333333,0.2850876666666667,132,0.06818181818181818,4.052631578947368
Adam,Sion,9,0.6666666666666666,1.0,2.7777777777777777,7.333333333333333,326.29013333333336,0.16482722222222224,0.9624222222222222,0.1733391111111111,125,0.072,2.9999999999999996
Enso,Nami,9,0.6666666666666666,1.5555555555555556,1.6666666666666667,12.666666666666666,244.14467777777776,0.09816254444444444,2.891677777777778,0.1089831111111111,118,0.07627118644067797,8.533333333333333
BeryL,Milio,9,0.3333333333333333,0.0,1.8888888888888888,5.555555555555555,82.36305555555556,0.047407566666666665,2.8145000000000002,0.1025834,267,0.033707865168539325,2.941176470588235
GALA,Xayah,9,0.7777777777777778,4.666666666666667,1.6666666666666667,6.444444444444445,549.6054444444445,0.26842133333333335,1.1724222222222223,0.2719762222222222,71,0.1267605633802817,6.666666666666666
Solokill,Renekton,9,0.7777777777777778,3.5555555555555554,2.111111111111111,4.888888888888889,507.8315555555556,0.216423,1.1114666666666666,0.23599066666666665,70,0.12857142857142856,4.0
zay,Pyke,9,0.7777777777777778,5.444444444444445,1.7777777777777777,6.666666666666667,280.0169333333333,0.12807277777777779,5.152922222222222,0.1395008888888889,64,0.140625,6.8125
Bay,Ahri,9,0.7777777777777778,2.5555555555555554,2.111111111111111,6.888888888888889,396.22383333333335,0.21704077777777778,1.3651666666666666,0.21980444444444444,52,0.17307692307692307,4.473684210526316
Driver,Renekton,9,0.3333333333333333,0.6666666666666666,3.4444444444444446,3.0,341.9984111111111,0.1707591777777778,1.0691111111111111,0.20964666666666665,136,0.0661764705882353,1.064516129032258
Deokdam,Xayah,9,0.3333333333333333,2.5555555555555554,1.7777777777777777,4.222222222222222,512.1074777777778,0.2924273333333333,0.935688888888889,0.2529536666666667,155,0.05806451612903226,3.8125
Hiro02,Gragas,9,0.3333333333333333,1.2222222222222223,3.888888888888889,5.555555555555555,486.7543,0.20023266666666667,0.9573444444444443,0.1953421111111111,161,0.055900621118012424,1.7428571428571429
Trymbi,Alistar,9,0.3333333333333333,0.6666666666666666,3.6666666666666665,8.0,138.2940888888889,0.06493766666666667,2.423922222222222,0.08738002222222223,170,0.052941176470588235,2.3636363636363638
Inspired,Vi,9,0.3333333333333333,1.7777777777777777,2.6666666666666665,5.666666666666667,246.51792222222218,0.11157574444444444,1.3106222222222224,0.17661911111111112,174,0.05172413793103448,2.791666666666667
Teddy,Kalista,9,0.3333333333333333,3.0,2.5555555555555554,4.444444444444445,362.72082222222224,0.215629,1.4336888888888888,0.28146344444444443,175,0.05142857142857143,2.91304347826087
VULCAN,Renata Glasc,9,0.3333333333333333,0.7777777777777778,2.5555555555555554,6.888888888888889,154.68768888888889,0.07576412222222223,3.0966444444444443,0.09535438888888888,189,0.047619047619047616,3.0000000000000004
Jojopyun,Jayce,9,0.3333333333333333,3.4444444444444446,4.0,5.555555555555555,745.2776888888889,0.30795744444444445,1.111711111111111,0.24478655555555554,200,0.045,2.25
Bdd,Corki,9,0.3333333333333333,3.2222222222222223,2.888888888888889,4.777777777777778,795.766211111111,0.3504527777777777,1.0949777777777778,0.27127466666666666,255,0.03529411764705882,2.769230769230769
Bdd,Viktor,9,0.3333333333333333,2.3333333333333335,1.6666666666666667,4.222222222222222,589.5174111111111,0.3008698888888889,1.1881333333333335,0.2330196666666667,255,0.03529411764705882,3.933333333333333
Karis,Tristana,9,0.3333333333333333,3.0,1.4444444444444444,3.6666666666666665,436.6930333333333,0.23102244444444445,1.1260333333333332,0.2690027777777778,208,0.04326923076923077,4.615384615384615
Inspired,Maokai,9,0.6666666666666666,1.0,1.2222222222222223,9.11111111111111,399.2176666666667,0.1691311222222222,1.291388888888889,0.1624162222222222,174,0.05172413793103448,8.272727272727272
Slayder,Lucian,9,0.6666666666666666,5.888888888888889,2.6666666666666665,3.5555555555555554,598.0019555555556,0.2757928888888889,1.3712,0.2848302222222222,176,0.05113636363636364,3.541666666666667
Robo,K'Sante,9,0.6666666666666666,3.0,3.0,5.222222222222222,385.99365555555556,0.18039517777777778,1.0610666666666666,0.2160018888888889,152,0.05921052631578947,2.7407407407407405
Targamas,Pyke,9,0.6666666666666666,3.4444444444444446,2.0,7.222222222222222,197.4972,0.09036280000000001,4.204711111111111,0.13201416666666665,116,0.07758620689655173,5.333333333333334
TitaN,Kai'Sa,9,0.6666666666666666,5.888888888888889,2.888888888888889,6.111111111111111,727.2143555555555,0.32244988888888887,1.4322,0.27787911111111113,161,0.055900621118012424,4.153846153846154
Wako,Varus,9,0.6666666666666666,5.333333333333333,2.7777777777777777,6.333333333333333,669.3001555555555,0.3011196666666667,1.5202777777777778,0.2596132222222222,162,0.05555555555555555,4.2
Palette,Braum,9,0.6666666666666666,0.8888888888888888,2.4444444444444446,9.88888888888889,155.67025555555557,0.07525907777777778,2.5136777777777777,0.09130927777777778,169,0.05325443786982249,4.409090909090909
Mikyx,Leona,9,0.6666666666666666,1.2222222222222223,4.0,12.0,177.44584444444445,0.07737949999999999,3.0851555555555557,0.10404391111111111,172,0.05232558139534884,3.3055555555555554
LanPeiFang,Alistar,9,0.5555555555555556,0.6666666666666666,3.2222222222222223,9.333333333333334,127.95446666666668,0.06106497777777778,2.4038555555555554,0.08844555555555556,99,0.09090909090909091,3.103448275862069
