patch,level_1,ban_count,ban_rate,pick_count,pick_rate,ban_pick_count,ban_pick_rate,wins,games,win_rate
13.08,Gwen,18.0,23.68,12.0,15.79,30.0,39.47,7.0,12.0,0.5833333333333334
13.08,Jax,4.0,5.26,12.0,15.79,16.0,21.05,4.0,12.0,0.3333333333333333
13.08,Jayce,12.0,15.79,12.0,15.79,24.0,31.58,7.0,12.0,0.5833333333333334
13.08,Jinx,14.0,18.42,43.0,56.58,57.0,75.0,25.0,43.0,0.5813953488372093
13.08,K'Sante,35.0,46.05,33.0,43.42,68.0,89.47,19.0,33.0,0.5757575757575758
13.08,Kennen,41.0,53.95,15.0,19.74,56.0,73.68,6.0,15.0,0.4
13.08,Kha'Zix,5.0,6.58,16.0,21.05,21.0,27.63,12.0,16.0,0.75
13.08,Kindred,8.0,10.53,10.0,13.16,18.0,23.68,3.0,10.0,0.3
13.08,LeBlanc,9.0,11.84,5.0,6.58,14.0,18.42,2.0,5.0,0.4
13.08,Lee Sin,2.0,2.63,6.0,7.89,8.0,10.53,1.0,6.0,0.16666666666666666
13.08,Leona,3.0,3.95,7.0,9.21,10.0,13.16,3.0,7.0,0.42857142857142855
13.08,Lissandra,10.0,13.16,19.0,25.0,29.0,38.16,7.0,19.0,0.3684210526315789
13.08,Lucian,40.0,52.63,9.0,11.84,49.0,64.47,5.0,9.0,0.5555555555555556
13.08,Lulu,24.0,31.58,32.0,42.11,56.0,73.68,16.0,32.0,0.5
13.08,Malphite,8.0,10.53,8.0,10.53,16.0,21.05,0.0,8.0,0.0
13.08,Maokai,36.0,47.37,21.0,27.63,57.0,75.0,13.0,21.0,0.6190476190476191
13.08,Nautilus,37.0,48.68,23.0,30.26,60.0,78.95,13.0,23.0,0.5652173913043478
13.08,Nidalee,24.0,31.58,9.0,11.84,33.0,43.42,4.0,9.0,0.4444444444444444
13.08,Nocturne,3.0,3.95,4.0,5.26,7.0,9.21,2.0,4.0,0.5
13.08,Olaf,19.0,25.0,2.0,2.63,21.0,27.63,1.0,2.0,0.5
13.08,Poppy,16.0,21.05,12.0,15.79,28.0,36.84,7.0,12.0,0.5833333333333334
13.08,Pyke,2.0,2.63,1.0,1.32,3.0,3.95,0.0,1.0,0.0
13.08,Rakan,28.0,36.84,32.0,42.11,60.0,78.95,19.0,32.0,0.59375
13.08,Rell,1.0,1.32,4.0,5.26,5.0,6.58,1.0,4.0,0.25
13.08,Renata Glasc,4.0,5.26,2.0,2.63,6.0,7.89,0.0,2.0,0.0
13.08,Renekton,2.0,2.63,4.0,5.26,6.0,7.89,3.0,4.0,0.75
13.08,Rumble,9.0,11.84,3.0,3.95,12.0,15.79,2.0,3.0,0.6666666666666666
13.08,Sejuani,2.0,2.63,10.0,13.16,12.0,15.79,5.0,10.0,0.5
13.08,Sion,18.0,23.68,18.0,23.68,36.0,47.37,9.0,18.0,0.5
13.08,Swain,1.0,1.32,1.0,1.32,2.0,2.63,1.0,1.0,1.0
13.08,Sylas,10.0,13.16,9.0,11.84,19.0,25.0,6.0,9.0,0.6666666666666666
13.08,Syndra,8.0,10.53,7.0,9.21,15.0,19.74,4.0,7.0,0.5714285714285714
13.08,Tahm Kench,4.0,5.26,8.0,10.53,12.0,15.79,2.0,8.0,0.25
13.08,Taliyah,3.0,3.95,6.0,7.89,9.0,11.84,4.0,6.0,0.6666666666666666
13.08,Thresh,17.0,22.37,15.0,19.74,32.0,42.11,7.0,15.0,0.4666666666666667
13.08,Tristana,7.0,9.21,7.0,9.21,14.0,18.42,5.0,7.0,0.7142857142857143
13.08,Varus,7.0,9.21,1.0,1.32,8.0,10.53,1.0,1.0,1.0
13.08,Vi,54.0,71.05,18.0,23.68,72.0,94.74,10.0,18.0,0.5555555555555556
13.08,Viego,12.0,15.79,16.0,21.05,28.0,36.84,8.0,16.0,0.5
13.08,Wukong,14.0,18.42,24.0,31.58,38.0,50.0,10.0,24.0,0.4166666666666667
13.08,Xayah,8.0,10.53,24.0,31.58,32.0,42.11,12.0,24.0,0.5
13.08,Xin Zhao,1.0,1.32,1.0,1.32,2.0,2.63,0.0,1.0,0.0
13.08,Yasuo,3.0,3.95,4.0,5.26,7.0,9.21,2.0,4.0,0.5
13.08,Yone,1.0,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.08,Zeri,4.0,5.26,21.0,27.63,25.0,32.89,11.0,21.0,0.5238095238095238
13.08,unknown,1.0,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.1,Ahri,7.0,26.92,11.0,42.31,18.0,69.23,6.0,11.0,0.5454545454545454
13.1,Annie,12.0,46.15,13.0,50.0,25.0,96.15,8.0,13.0,0.6153846153846154
13.1,Aphelios,4.0,15.38,18.0,69.23,22.0,84.62,7.0,18.0,0.3888888888888889
13.1,Aurelion Sol,3.0,11.54,1.0,3.85,4.0,15.38,1.0,1.0,1.0
13.1,Blitzcrank,6.0,23.08,2.0,7.69,8.0,30.77,1.0,2.0,0.5
13.1,Gnar,5.0,19.23,4.0,15.38,9.0,34.62,3.0,4.0,0.75
13.1,Gragas,7.0,26.92,13.0,50.0,20.0,76.92,5.0,13.0,0.38461538461538464
13.1,Gwen,6.0,23.08,2.0,7.69,8.0,30.77,2.0,2.0,1.0
13.1,Jax,4.0,15.38,10.0,38.46,14.0,53.85,6.0,10.0,0.6
13.1,Jayce,1.0,3.85,4.0,15.38,5.0,19.23,1.0,4.0,0.25
13.1,K'Sante,18.0,69.23,8.0,30.77,26.0,100.0,4.0,8.0,0.5
13.1,Kha'Zix,4.0,15.38,5.0,19.23,9.0,34.62,3.0,5.0,0.6
13.1,Kog'Maw,1.0,3.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.1,LeBlanc,2.0,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.1,Lee Sin,2.0,7.69,1.0,3.85,3.0,11.54,1.0,1.0,1.0
13.1,Lissandra,1.0,3.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.1,Lucian,18.0,69.23,2.0,7.69,20.0,76.92,2.0,2.0,1.0
13.1,Lulu,5.0,19.23,3.0,11.54,8.0,30.77,2.0,3.0,0.6666666666666666
13.1,Malphite,8.0,30.77,2.0,7.69,10.0,38.46,1.0,2.0,0.5
13.1,Maokai,17.0,65.38,6.0,23.08,23.0,88.46,2.0,6.0,0.3333333333333333
13.1,Milio,10.0,38.46,15.0,57.69,25.0,96.15,9.0,15.0,0.6
13.1,Nautilus,1.0,3.85,4.0,15.38,5.0,19.23,3.0,4.0,0.75
13.1,Neeko,25.0,96.15,1.0,3.85,26.0,100.0,1.0,1.0,1.0
13.1,Nocturne,1.0,3.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.1,Ornn,2.0,7.69,3.0,11.54,5.0,19.23,1.0,3.0,0.3333333333333333
13.1,Poppy,2.0,7.69,4.0,15.38,6.0,23.08,2.0,4.0,0.5
13.1,Rakan,4.0,15.38,6.0,23.08,10.0,38.46,3.0,6.0,0.5
13.1,Rell,1.0,3.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.1,Sejuani,10.0,38.46,5.0,19.23,15.0,57.69,3.0,5.0,0.6
13.1,Sion,6.0,23.08,13.0,50.0,19.0,73.08,8.0,13.0,0.6153846153846154
13.1,Syndra,2.0,7.69,3.0,11.54,5.0,19.23,1.0,3.0,0.3333333333333333
13.1,Tahm Kench,2.0,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.1,Tristana,1.0,3.85,1.0,3.85,2.0,7.69,0.0,1.0,0.0
13.1,Vi,19.0,73.08,6.0,23.08,25.0,96.15,4.0,6.0,0.6666666666666666
13.1,Viego,5.0,19.23,14.0,53.85,19.0,73.08,5.0,14.0,0.35714285714285715
13.1,Volibear,2.0,7.69,4.0,15.38,6.0,23.08,3.0,4.0,0.75
13.1,Wukong,15.0,57.69,6.0,23.08,21.0,80.77,1.0,6.0,0.16666666666666666
13.1,Xayah,1.0,3.85,2.0,7.69,3.0,11.54,1.0,2.0,0.5
13.1,Yone,2.0,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.1,Yuumi,8.0,30.77,18.0,69.23,26.0,100.0,6.0,18.0,0.3333333333333333
13.1,Zeri,10.0,38.46,13.0,50.0,23.0,88.46,8.0,13.0,0.6153846153846154
13.11,Ahri,15.0,12.0,39.0,31.2,54.0,43.2,18.0,39.0,0.46153846153846156
13.11,Akali,2.0,1.6,3.0,2.4,5.0,4.0,2.0,3.0,0.6666666666666666
13.11,Annie,45.0,36.0,43.0,34.4,88.0,70.4,20.0,43.0,0.46511627906976744
13.11,Aphelios,16.0,12.8,92.0,73.6,108.0,86.4,55.0,92.0,0.5978260869565217
13.11,Azir,22.0,17.6,44.0,35.2,66.0,52.8,28.0,44.0,0.6363636363636364
13.11,Blitzcrank,12.0,9.6,10.0,8.0,22.0,17.6,5.0,10.0,0.5
13.11,Braum,4.0,3.2,6.0,4.8,10.0,8.0,4.0,6.0,0.6666666666666666
13.11,Cassiopeia,6.0,4.8,8.0,6.4,14.0,11.2,5.0,8.0,0.625
13.11,Darius,4.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.11,Draven,27.0,21.6,10.0,8.0,37.0,29.6,5.0,10.0,0.5
13.11,Ezreal,1.0,0.8,4.0,3.2,5.0,4.0,0.0,4.0,0.0
13.11,Gnar,11.0,8.8,14.0,11.2,25.0,20.0,9.0,14.0,0.6428571428571429
13.11,Gragas,19.0,15.2,51.0,40.8,70.0,56.0,28.0,51.0,0.5490196078431373
13.11,Gwen,21.0,16.8,11.0,8.8,32.0,25.6,3.0,11.0,0.2727272727272727
13.11,Heimerdinger,2.0,1.6,1.0,0.8,3.0,2.4,0.0,1.0,0.0
13.11,Irelia,5.0,4.0,1.0,0.8,6.0,4.8,0.0,1.0,0.0
13.11,Jarvan IV,5.0,4.0,5.0,4.0,10.0,8.0,2.0,5.0,0.4
13.11,Jax,19.0,15.2,22.0,17.6,41.0,32.8,12.0,22.0,0.5454545454545454
13.11,Jayce,15.0,12.0,12.0,9.6,27.0,21.6,3.0,12.0,0.25
13.11,Jinx,6.0,4.8,23.0,18.4,29.0,23.2,9.0,23.0,0.391304347826087
13.11,K'Sante,56.0,44.8,49.0,39.2,105.0,84.0,20.0,49.0,0.40816326530612246
13.11,Kai'Sa,3.0,2.4,5.0,4.0,8.0,6.4,2.0,5.0,0.4
13.11,Kalista,1.0,0.8,1.0,0.8,2.0,1.6,0.0,1.0,0.0
13.11,Karma,1.0,0.8,3.0,2.4,4.0,3.2,1.0,3.0,0.3333333333333333
13.11,Kennen,7.0,5.6,6.0,4.8,13.0,10.4,3.0,6.0,0.5
13.11,Kha'Zix,5.0,4.0,16.0,12.8,21.0,16.8,8.0,16.0,0.5
13.11,Kindred,18.0,14.4,10.0,8.0,28.0,22.4,6.0,10.0,0.6
13.11,Kog'Maw,2.0,1.6,3.0,2.4,5.0,4.0,3.0,3.0,1.0
13.11,LeBlanc,52.0,41.6,22.0,17.6,74.0,59.2,10.0,22.0,0.45454545454545453
13.11,Lee Sin,7.0,5.6,6.0,4.8,13.0,10.4,3.0,6.0,0.5
13.11,Leona,2.0,1.6,8.0,6.4,10.0,8.0,4.0,8.0,0.5
13.11,Lissandra,2.0,1.6,1.0,0.8,3.0,2.4,1.0,1.0,1.0
13.11,Lucian,37.0,29.6,22.0,17.6,59.0,47.2,8.0,22.0,0.36363636363636365
13.11,Lulu,15.0,12.0,34.0,27.2,49.0,39.2,19.0,34.0,0.5588235294117647
13.11,Malphite,12.0,9.6,10.0,8.0,22.0,17.6,3.0,10.0,0.3
13.11,Maokai,63.0,50.4,32.0,25.6,95.0,76.0,14.0,32.0,0.4375
13.11,Milio,74.0,59.2,49.0,39.2,123.0,98.4,29.0,49.0,0.5918367346938775
13.11,Miss Fortune,1.0,0.8,1.0,0.8,2.0,1.6,0.0,1.0,0.0
13.11,Nami,1.0,0.8,14.0,11.2,15.0,12.0,5.0,14.0,0.35714285714285715
13.11,Nautilus,12.0,9.6,29.0,23.2,41.0,32.8,13.0,29.0,0.4482758620689655
13.11,Neeko,101.0,80.8,18.0,14.4,119.0,95.2,6.0,18.0,0.3333333333333333
13.11,Nocturne,16.0,12.8,8.0,6.4,24.0,19.2,0.0,8.0,0.0
13.11,Olaf,9.0,7.2,8.0,6.4,17.0,13.6,6.0,8.0,0.75
13.11,Orianna,1.0,0.8,2.0,1.6,3.0,2.4,1.0,2.0,0.5
13.11,Poppy,32.0,25.6,29.0,23.2,61.0,48.8,18.0,29.0,0.6206896551724138
13.11,Quinn,1.0,0.8,1.0,0.8,2.0,1.6,1.0,1.0,1.0
13.11,Rakan,21.0,16.8,38.0,30.4,59.0,47.2,15.0,38.0,0.39473684210526316
13.11,Renata Glasc,3.0,2.4,5.0,4.0,8.0,6.4,5.0,5.0,1.0
13.11,Renekton,33.0,26.4,47.0,37.6,80.0,64.0,23.0,47.0,0.48936170212765956
13.11,Rumble,1.0,0.8,2.0,1.6,3.0,2.4,1.0,2.0,0.5
13.11,Sejuani,39.0,31.2,49.0,39.2,88.0,70.4,27.0,49.0,0.5510204081632653
13.11,Sion,9.0,7.2,19.0,15.2,28.0,22.4,12.0,19.0,0.631578947368421
13.11,Sivir,1.0,0.8,1.0,0.8,2.0,1.6,1.0,1.0,1.0
13.11,Swain,2.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.11,Sylas,4.0,3.2,4.0,3.2,8.0,6.4,3.0,4.0,0.75
13.11,Syndra,14.0,11.2,6.0,4.8,20.0,16.0,5.0,6.0,0.8333333333333334
13.11,Tahm Kench,2.0,1.6,5.0,4.0,7.0,5.6,1.0,5.0,0.2
13.11,Taliyah,4.0,3.2,4.0,3.2,8.0,6.4,3.0,4.0,0.75
13.11,Tristana,10.0,8.0,16.0,12.8,26.0,20.8,8.0,16.0,0.5
13.11,Twisted Fate,1.0,0.8,3.0,2.4,4.0,3.2,2.0,3.0,0.6666666666666666
13.11,Varus,6.0,4.8,10.0,8.0,16.0,12.8,3.0,10.0,0.3
13.11,Vi,102.0,81.6,18.0,14.4,120.0,96.0,12.0,18.0,0.6666666666666666
13.11,Viego,29.0,23.2,24.0,19.2,53.0,42.4,14.0,24.0,0.5833333333333334
13.11,Volibear,4.0,3.2,3.0,2.4,7.0,5.6,0.0,3.0,0.0
13.11,Wukong,33.0,26.4,40.0,32.0,73.0,58.4,18.0,40.0,0.45
13.11,Xayah,18.0,14.4,34.0,27.2,52.0,41.6,18.0,34.0,0.5294117647058824
13.11,Yasuo,1.0,0.8,2.0,1.6,3.0,2.4,2.0,2.0,1.0
13.11,Yone,4.0,3.2,4.0,3.2,8.0,6.4,4.0,4.0,1.0
13.11,Yuumi,79.0,63.2,41.0,32.8,120.0,96.0,21.0,41.0,0.5121951219512195
13.11,Zeri,40.0,32.0,39.0,31.2,79.0,63.2,17.0,39.0,0.4358974358974359
13.11,Zilean,1.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.11,unknown,1.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.12,Ahri,22.0,9.61,51.0,22.27,73.0,31.88,23.0,51.0,0.45098039215686275
13.12,Akali,4.0,1.75,11.0,4.8,15.0,6.55,3.0,11.0,0.2727272727272727
13.12,Alistar,40.0,17.47,52.0,22.71,92.0,40.17,24.0,52.0,0.46153846153846156
13.12,Annie,74.0,32.31,56.0,24.45,130.0,56.77,35.0,56.0,0.625
13.12,Aphelios,48.0,20.96,93.0,40.61,141.0,61.57,48.0,93.0,0.5161290322580645
13.12,Ashe,26.0,11.35,32.0,13.97,58.0,25.33,15.0,32.0,0.46875
13.12,Azir,50.0,21.83,86.0,37.55,136.0,59.39,48.0,86.0,0.5581395348837209
13.12,Blitzcrank,30.0,13.1,19.0,8.3,49.0,21.4,9.0,19.0,0.47368421052631576
13.12,Braum,19.0,8.3,28.0,12.23,47.0,20.52,13.0,28.0,0.4642857142857143
13.12,Cassiopeia,2.0,0.87,2.0,0.87,4.0,1.75,1.0,2.0,0.5
13.12,Darius,1.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.12,Draven,19.0,8.3,8.0,3.49,27.0,11.79,4.0,8.0,0.5
13.12,Elise,3.0,1.31,1.0,0.44,4.0,1.75,0.0,1.0,0.0
13.12,Ezreal,3.0,1.31,14.0,6.11,17.0,7.42,6.0,14.0,0.42857142857142855
13.12,Fiora,9.0,3.93,7.0,3.06,16.0,6.99,4.0,7.0,0.5714285714285714
13.12,Galio,1.0,0.44,2.0,0.87,3.0,1.31,0.0,2.0,0.0
13.12,Gangplank,3.0,1.31,7.0,3.06,10.0,4.37,5.0,7.0,0.7142857142857143
13.12,Gnar,10.0,4.37,19.0,8.3,29.0,12.66,7.0,19.0,0.3684210526315789
13.12,Gragas,14.0,6.11,25.0,10.92,39.0,17.03,15.0,25.0,0.6
13.12,Gwen,21.0,9.17,12.0,5.24,33.0,14.41,6.0,12.0,0.5
13.12,Heimerdinger,5.0,2.18,3.0,1.31,8.0,3.49,3.0,3.0,1.0
13.12,Irelia,3.0,1.31,2.0,0.87,5.0,2.18,1.0,2.0,0.5
13.12,Ivern,45.0,19.65,25.0,10.92,70.0,30.57,14.0,25.0,0.56
13.12,Jax,62.0,27.07,90.0,39.3,152.0,66.38,44.0,90.0,0.4888888888888889
13.12,Jayce,44.0,19.21,55.0,24.02,99.0,43.23,32.0,55.0,0.5818181818181818
13.12,Jinx,10.0,4.37,16.0,6.99,26.0,11.35,8.0,16.0,0.5
13.12,K'Sante,32.0,13.97,91.0,39.74,123.0,53.71,40.0,91.0,0.43956043956043955
13.12,Kai'Sa,64.0,27.95,123.0,53.71,187.0,81.66,69.0,123.0,0.5609756097560976
13.12,Karma,3.0,1.31,4.0,1.75,7.0,3.06,3.0,4.0,0.75
13.12,Karthus,1.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.12,Kennen,30.0,13.1,14.0,6.11,44.0,19.21,8.0,14.0,0.5714285714285714
13.12,Kha'Zix,4.0,1.75,10.0,4.37,14.0,6.11,5.0,10.0,0.5
13.12,Kindred,26.0,11.35,7.0,3.06,33.0,14.41,3.0,7.0,0.42857142857142855
13.12,LeBlanc,169.0,73.8,48.0,20.96,217.0,94.76,19.0,48.0,0.3958333333333333
13.12,Lee Sin,7.0,3.06,11.0,4.8,18.0,7.86,7.0,11.0,0.6363636363636364
13.12,Lissandra,1.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.12,Lucian,18.0,7.86,10.0,4.37,28.0,12.23,7.0,10.0,0.7
13.12,Lulu,3.0,1.31,8.0,3.49,11.0,4.8,5.0,8.0,0.625
13.12,Malphite,16.0,6.99,9.0,3.93,25.0,10.92,4.0,9.0,0.4444444444444444
13.12,Maokai,62.0,27.07,85.0,37.12,147.0,64.19,44.0,85.0,0.5176470588235295
13.12,Milio,98.0,42.79,38.0,16.59,136.0,59.39,22.0,38.0,0.5789473684210527
13.12,Nautilus,47.0,20.52,66.0,28.82,113.0,49.34,30.0,66.0,0.45454545454545453
13.12,Neeko,193.0,84.28,23.0,10.04,216.0,94.32,12.0,23.0,0.5217391304347826
13.12,Nidalee,4.0,1.75,1.0,0.44,5.0,2.18,1.0,1.0,1.0
13.12,Nilah,14.0,6.11,2.0,0.87,16.0,6.99,1.0,2.0,0.5
13.12,Nocturne,15.0,6.55,20.0,8.73,35.0,15.28,12.0,20.0,0.6
13.12,Olaf,7.0,3.06,3.0,1.31,10.0,4.37,1.0,3.0,0.3333333333333333
13.12,Orianna,3.0,1.31,5.0,2.18,8.0,3.49,3.0,5.0,0.6
13.12,Ornn,2.0,0.87,14.0,6.11,16.0,6.99,6.0,14.0,0.42857142857142855
13.12,Poppy,85.0,37.12,51.0,22.27,136.0,59.39,24.0,51.0,0.47058823529411764
13.12,Pyke,3.0,1.31,1.0,0.44,4.0,1.75,0.0,1.0,0.0
13.12,Quinn,6.0,2.62,5.0,2.18,11.0,4.8,4.0,5.0,0.8
13.12,Rakan,79.0,34.5,83.0,36.24,162.0,70.74,50.0,83.0,0.6024096385542169
13.12,Rek'Sai,1.0,0.44,1.0,0.44,2.0,0.87,0.0,1.0,0.0
13.12,Rell,56.0,24.45,101.0,44.1,157.0,68.56,52.0,101.0,0.5148514851485149
13.12,Renata Glasc,1.0,0.44,10.0,4.37,11.0,4.8,6.0,10.0,0.6
13.12,Renekton,74.0,32.31,114.0,49.78,188.0,82.1,57.0,114.0,0.5
13.12,Rumble,22.0,9.61,14.0,6.11,36.0,15.72,8.0,14.0,0.5714285714285714
13.12,Samira,4.0,1.75,6.0,2.62,10.0,4.37,3.0,6.0,0.5
13.12,Sejuani,95.0,41.48,94.0,41.05,189.0,82.53,39.0,94.0,0.4148936170212766
13.12,Sion,16.0,6.99,23.0,10.04,39.0,17.03,10.0,23.0,0.43478260869565216
13.12,Skarner,5.0,2.18,6.0,2.62,11.0,4.8,5.0,6.0,0.8333333333333334
13.12,Swain,1.0,0.44,1.0,0.44,2.0,0.87,1.0,1.0,1.0
13.12,Sylas,6.0,2.62,6.0,2.62,12.0,5.24,3.0,6.0,0.5
13.12,Syndra,6.0,2.62,5.0,2.18,11.0,4.8,0.0,5.0,0.0
13.12,Taliyah,1.0,0.44,3.0,1.31,4.0,1.75,1.0,3.0,0.3333333333333333
13.12,Thresh,2.0,0.87,6.0,2.62,8.0,3.49,2.0,6.0,0.3333333333333333
13.12,Tristana,114.0,49.78,68.0,29.69,182.0,79.48,30.0,68.0,0.4411764705882353
13.12,Trundle,1.0,0.44,2.0,0.87,3.0,1.31,1.0,2.0,0.5
13.12,Twisted Fate,3.0,1.31,3.0,1.31,6.0,2.62,1.0,3.0,0.3333333333333333
13.12,Varus,53.0,23.14,32.0,13.97,85.0,37.12,13.0,32.0,0.40625
13.12,Veigar,1.0,0.44,5.0,2.18,6.0,2.62,2.0,5.0,0.4
13.12,Vi,126.0,55.02,60.0,26.2,186.0,81.22,29.0,60.0,0.48333333333333334
13.12,Viego,39.0,17.03,48.0,20.96,87.0,37.99,25.0,48.0,0.5208333333333334
13.12,Volibear,3.0,1.31,1.0,0.44,4.0,1.75,1.0,1.0,1.0
13.12,Wukong,26.0,11.35,35.0,15.28,61.0,26.64,22.0,35.0,0.6285714285714286
13.12,Xayah,46.0,20.09,107.0,46.72,153.0,66.81,49.0,107.0,0.45794392523364486
13.12,Yone,10.0,4.37,12.0,5.24,22.0,9.61,9.0,12.0,0.75
13.12,Yuumi,6.0,2.62,4.0,1.75,10.0,4.37,1.0,4.0,0.25
13.12,Zeri,5.0,2.18,11.0,4.8,16.0,6.99,6.0,11.0,0.5454545454545454
13.12,Ziggs,4.0,1.75,5.0,2.18,9.0,3.93,0.0,5.0,0.0
13.12,unknown,3.0,1.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.13,Ahri,24.0,10.81,40.0,18.02,64.0,28.83,20.0,40.0,0.5
13.13,Alistar,53.0,23.87,64.0,28.83,117.0,52.7,27.0,64.0,0.421875
13.13,Annie,26.0,11.71,27.0,12.16,53.0,23.87,15.0,27.0,0.5555555555555556
13.13,Aphelios,27.0,12.16,48.0,21.62,75.0,33.78,25.0,48.0,0.5208333333333334
13.13,Ashe,29.0,13.06,30.0,13.51,59.0,26.58,14.0,30.0,0.4666666666666667
13.13,Azir,70.0,31.53,64.0,28.83,134.0,60.36,24.0,64.0,0.375
13.13,Blitzcrank,25.0,11.26,8.0,3.6,33.0,14.86,3.0,8.0,0.375
13.13,Braum,23.0,10.36,44.0,19.82,67.0,30.18,21.0,44.0,0.4772727272727273
13.13,Cassiopeia,8.0,3.6,7.0,3.15,15.0,6.76,0.0,7.0,0.0
13.13,Darius,1.0,0.45,2.0,0.9,3.0,1.35,1.0,2.0,0.5
13.13,Draven,17.0,7.66,7.0,3.15,24.0,10.81,4.0,7.0,0.5714285714285714
13.13,Ezreal,1.0,0.45,14.0,6.31,15.0,6.76,5.0,14.0,0.35714285714285715
13.13,Fiora,5.0,2.25,8.0,3.6,13.0,5.86,3.0,8.0,0.375
13.13,Gangplank,1.0,0.45,5.0,2.25,6.0,2.7,4.0,5.0,0.8
13.13,Gnar,12.0,5.41,22.0,9.91,34.0,15.32,13.0,22.0,0.5909090909090909
13.13,Gragas,6.0,2.7,18.0,8.11,24.0,10.81,8.0,18.0,0.4444444444444444
13.13,Gwen,18.0,8.11,19.0,8.56,37.0,16.67,8.0,19.0,0.42105263157894735
13.13,Heimerdinger,8.0,3.6,5.0,2.25,13.0,5.86,3.0,5.0,0.6
13.13,Illaoi,3.0,1.35,1.0,0.45,4.0,1.8,0.0,1.0,0.0
13.13,Irelia,2.0,0.9,1.0,0.45,3.0,1.35,1.0,1.0,1.0
13.13,Ivern,83.0,37.39,34.0,15.32,117.0,52.7,17.0,34.0,0.5
13.13,Jax,77.0,34.68,62.0,27.93,139.0,62.61,32.0,62.0,0.5161290322580645
13.13,Jayce,76.0,34.23,85.0,38.29,161.0,72.52,47.0,85.0,0.5529411764705883
13.13,Jinx,10.0,4.5,15.0,6.76,25.0,11.26,8.0,15.0,0.5333333333333333
13.13,K'Sante,16.0,7.21,76.0,34.23,92.0,41.44,35.0,76.0,0.4605263157894737
13.13,Kai'Sa,88.0,39.64,122.0,54.95,210.0,94.59,61.0,122.0,0.5
13.13,Kalista,7.0,3.15,10.0,4.5,17.0,7.66,7.0,10.0,0.7
13.13,Karma,3.0,1.35,2.0,0.9,5.0,2.25,0.0,2.0,0.0
13.13,Kennen,27.0,12.16,13.0,5.86,40.0,18.02,4.0,13.0,0.3076923076923077
13.13,Kha'Zix,1.0,0.45,6.0,2.7,7.0,3.15,3.0,6.0,0.5
13.13,Kindred,21.0,9.46,7.0,3.15,28.0,12.61,5.0,7.0,0.7142857142857143
13.13,Kog'Maw,1.0,0.45,9.0,4.05,10.0,4.5,4.0,9.0,0.4444444444444444
13.13,LeBlanc,160.0,72.07,38.0,17.12,198.0,89.19,18.0,38.0,0.47368421052631576
13.13,Lee Sin,5.0,2.25,12.0,5.41,17.0,7.66,7.0,12.0,0.5833333333333334
13.13,Leona,1.0,0.45,23.0,10.36,24.0,10.81,7.0,23.0,0.30434782608695654
13.13,Lillia,3.0,1.35,11.0,4.95,14.0,6.31,3.0,11.0,0.2727272727272727
13.13,Lucian,4.0,1.8,8.0,3.6,12.0,5.41,4.0,8.0,0.5
13.13,Lulu,3.0,1.35,3.0,1.35,6.0,2.7,3.0,3.0,1.0
13.13,Malphite,9.0,4.05,9.0,4.05,18.0,8.11,4.0,9.0,0.4444444444444444
13.13,Maokai,92.0,41.44,75.0,33.78,167.0,75.23,45.0,75.0,0.6
13.13,Master Yi,1.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.13,Milio,70.0,31.53,19.0,8.56,89.0,40.09,12.0,19.0,0.631578947368421
13.13,Nautilus,49.0,22.07,89.0,40.09,138.0,62.16,39.0,89.0,0.43820224719101125
13.13,Neeko,39.0,17.57,30.0,13.51,69.0,31.08,17.0,30.0,0.5666666666666667
13.13,Nidalee,2.0,0.9,3.0,1.35,5.0,2.25,1.0,3.0,0.3333333333333333
13.13,Nilah,1.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.13,Nocturne,31.0,13.96,22.0,9.91,53.0,23.87,8.0,22.0,0.36363636363636365
13.13,Olaf,10.0,4.5,7.0,3.15,17.0,7.66,2.0,7.0,0.2857142857142857
13.13,Orianna,2.0,0.9,6.0,2.7,8.0,3.6,3.0,6.0,0.5
13.13,Ornn,6.0,2.7,29.0,13.06,35.0,15.77,20.0,29.0,0.6896551724137931
13.13,Poppy,104.0,46.85,55.0,24.77,159.0,71.62,32.0,55.0,0.5818181818181818
