patch,level_1,ban_count,ban_rate,pick_count,pick_rate,ban_pick_count,ban_pick_rate,wins,games,win_rate
12.13,Aatrox,3.0,1.64,9.0,4.92,12.0,6.56,4.0,9.0,0.4444444444444444
12.13,Ahri,63.0,34.43,56.0,30.6,119.0,65.03,30.0,56.0,0.5357142857142857
12.13,Akali,14.0,7.65,14.0,7.65,28.0,15.3,7.0,14.0,0.5
12.13,Alistar,19.0,10.38,29.0,15.85,48.0,26.23,17.0,29.0,0.5862068965517241
12.13,Amumu,9.0,4.92,16.0,8.74,25.0,13.66,8.0,16.0,0.5
12.13,Aphelios,19.0,10.38,61.0,33.33,80.0,43.72,22.0,61.0,0.36065573770491804
12.13,Ashe,2.0,1.09,5.0,2.73,7.0,3.83,2.0,5.0,0.4
12.13,Azir,43.0,23.5,50.0,27.32,93.0,50.82,29.0,50.0,0.58
12.13,Bard,1.0,0.55,3.0,1.64,4.0,2.19,3.0,3.0,1.0
12.13,Blitzcrank,1.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.13,Braum,3.0,1.64,15.0,8.2,18.0,9.84,5.0,15.0,0.3333333333333333
12.13,Caitlyn,1.0,0.55,1.0,0.55,2.0,1.09,1.0,1.0,1.0
12.13,Camille,11.0,6.01,10.0,5.46,21.0,11.48,5.0,10.0,0.5
12.13,Corki,1.0,0.55,3.0,1.64,4.0,2.19,0.0,3.0,0.0
12.13,Darius,1.0,0.55,2.0,1.09,3.0,1.64,1.0,2.0,0.5
12.13,Diana,4.0,2.19,2.0,1.09,6.0,3.28,1.0,2.0,0.5
12.13,Draven,47.0,25.68,14.0,7.65,61.0,33.33,8.0,14.0,0.5714285714285714
12.13,Elise,1.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.13,Ezreal,9.0,4.92,4.0,2.19,13.0,7.1,1.0,4.0,0.25
12.13,Fiora,19.0,10.38,12.0,6.56,31.0,16.94,5.0,12.0,0.4166666666666667
12.13,Galio,16.0,8.74,25.0,13.66,41.0,22.4,13.0,25.0,0.52
12.13,Gangplank,37.0,20.22,26.0,14.21,63.0,34.43,17.0,26.0,0.6538461538461539
12.13,Gnar,54.0,29.51,89.0,48.63,143.0,78.14,42.0,89.0,0.47191011235955055
12.13,Gragas,3.0,1.64,13.0,7.1,16.0,8.74,6.0,13.0,0.46153846153846156
12.13,Gwen,59.0,32.24,80.0,43.72,139.0,75.96,44.0,80.0,0.55
12.13,Hecarim,2.0,1.09,4.0,2.19,6.0,3.28,3.0,4.0,0.75
12.13,Irelia,7.0,3.83,11.0,6.01,18.0,9.84,8.0,11.0,0.7272727272727273
12.13,Jarvan IV,13.0,7.1,3.0,1.64,16.0,8.74,1.0,3.0,0.3333333333333333
12.13,Jax,16.0,8.74,21.0,11.48,37.0,20.22,10.0,21.0,0.47619047619047616
12.13,Jinx,11.0,6.01,25.0,13.66,36.0,19.67,14.0,25.0,0.56
12.13,Kalista,139.0,75.96,24.0,13.11,163.0,89.07,13.0,24.0,0.5416666666666666
12.13,Karthus,2.0,1.09,1.0,0.55,3.0,1.64,1.0,1.0,1.0
12.13,Kayle,4.0,2.19,3.0,1.64,7.0,3.83,2.0,3.0,0.6666666666666666
12.13,Kindred,1.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.13,LeBlanc,7.0,3.83,6.0,3.28,13.0,7.1,1.0,6.0,0.16666666666666666
12.13,Lee Sin,32.0,17.49,32.0,17.49,64.0,34.97,11.0,32.0,0.34375
12.13,Leona,7.0,3.83,19.0,10.38,26.0,14.21,10.0,19.0,0.5263157894736842
12.13,Lissandra,21.0,11.48,14.0,7.65,35.0,19.13,4.0,14.0,0.2857142857142857
12.13,Lucian,73.0,39.89,20.0,10.93,93.0,50.82,5.0,20.0,0.25
12.13,Lulu,18.0,9.84,36.0,19.67,54.0,29.51,12.0,36.0,0.3333333333333333
12.13,Miss Fortune,1.0,0.55,3.0,1.64,4.0,2.19,2.0,3.0,0.6666666666666666
12.13,Mordekaiser,2.0,1.09,3.0,1.64,5.0,2.73,1.0,3.0,0.3333333333333333
12.13,Nautilus,29.0,15.85,57.0,31.15,86.0,46.99,31.0,57.0,0.543859649122807
12.13,Nidalee,1.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.13,Nocturne,24.0,13.11,11.0,6.01,35.0,19.13,7.0,11.0,0.6363636363636364
12.13,Olaf,7.0,3.83,5.0,2.73,12.0,6.56,3.0,5.0,0.6
12.13,Orianna,9.0,4.92,8.0,4.37,17.0,9.29,4.0,8.0,0.5
12.13,Ornn,12.0,6.56,17.0,9.29,29.0,15.85,7.0,17.0,0.4117647058823529
12.13,Poppy,97.0,53.01,53.0,28.96,150.0,81.97,24.0,53.0,0.4528301886792453
12.13,Pyke,5.0,2.73,1.0,0.55,6.0,3.28,0.0,1.0,0.0
12.13,Rakan,17.0,9.29,37.0,20.22,54.0,29.51,22.0,37.0,0.5945945945945946
12.13,Renata Glasc,58.0,31.69,37.0,20.22,95.0,51.91,27.0,37.0,0.7297297297297297
12.13,Renekton,5.0,2.73,7.0,3.83,12.0,6.56,4.0,7.0,0.5714285714285714
12.13,Rumble,2.0,1.09,3.0,1.64,5.0,2.73,1.0,3.0,0.3333333333333333
12.13,Ryze,23.0,12.57,29.0,15.85,52.0,28.42,11.0,29.0,0.3793103448275862
12.13,Samira,12.0,6.56,1.0,0.55,13.0,7.1,1.0,1.0,1.0
12.13,Sejuani,19.0,10.38,29.0,15.85,48.0,26.23,14.0,29.0,0.4827586206896552
12.13,Senna,18.0,9.84,10.0,5.46,28.0,15.3,5.0,10.0,0.5
12.13,Seraphine,42.0,22.95,19.0,10.38,61.0,33.33,11.0,19.0,0.5789473684210527
12.13,Shyvana,1.0,0.55,4.0,2.19,5.0,2.73,1.0,4.0,0.25
12.13,Singed,2.0,1.09,1.0,0.55,3.0,1.64,0.0,1.0,0.0
12.13,Sivir,27.0,14.75,84.0,45.9,111.0,60.66,50.0,84.0,0.5952380952380952
12.13,Skarner,8.0,4.37,11.0,6.01,19.0,10.38,5.0,11.0,0.45454545454545453
12.13,Swain,13.0,7.1,11.0,6.01,24.0,13.11,6.0,11.0,0.5454545454545454
12.13,Sylas,101.0,55.19,50.0,27.32,151.0,82.51,29.0,50.0,0.58
12.13,Tahm Kench,22.0,12.02,32.0,17.49,54.0,29.51,16.0,32.0,0.5
12.13,Taliyah,90.0,49.18,59.0,32.24,149.0,81.42,33.0,59.0,0.559322033898305
12.13,Talon,1.0,0.55,2.0,1.09,3.0,1.64,1.0,2.0,0.5
12.13,Trundle,41.0,22.4,51.0,27.87,92.0,50.27,24.0,51.0,0.47058823529411764
12.13,Tryndamere,2.0,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.13,Twisted Fate,2.0,1.09,2.0,1.09,4.0,2.19,1.0,2.0,0.5
12.13,Twitch,5.0,2.73,4.0,2.19,9.0,4.92,1.0,4.0,0.25
12.13,Vex,1.0,0.55,9.0,4.92,10.0,5.46,6.0,9.0,0.6666666666666666
12.13,Vi,15.0,8.2,24.0,13.11,39.0,21.31,10.0,24.0,0.4166666666666667
12.13,Viego,31.0,16.94,58.0,31.69,89.0,48.63,22.0,58.0,0.3793103448275862
12.13,Viktor,3.0,1.64,10.0,5.46,13.0,7.1,4.0,10.0,0.4
12.13,Volibear,1.0,0.55,1.0,0.55,2.0,1.09,0.0,1.0,0.0
12.13,Wukong,66.0,36.07,88.0,48.09,154.0,84.15,53.0,88.0,0.6022727272727273
12.13,Xayah,2.0,1.09,6.0,3.28,8.0,4.37,3.0,6.0,0.5
12.13,Xin Zhao,19.0,10.38,21.0,11.48,40.0,21.86,16.0,21.0,0.7619047619047619
12.13,Yone,9.0,4.92,5.0,2.73,14.0,7.65,2.0,5.0,0.4
12.13,Yuumi,104.0,56.83,39.0,21.31,143.0,78.14,19.0,39.0,0.48717948717948717
12.13,Zeri,75.0,40.98,90.0,49.18,165.0,90.16,50.0,90.0,0.5555555555555556
12.13,Zilean,3.0,1.64,6.0,3.28,9.0,4.92,1.0,6.0,0.16666666666666666
12.13,Zoe,5.0,2.73,7.0,3.83,12.0,6.56,1.0,7.0,0.14285714285714285
12.13,unknown,5.0,2.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.14,Aatrox,12.0,5.15,43.0,18.45,55.0,23.61,22.0,43.0,0.5116279069767442
12.14,Ahri,90.0,38.63,100.0,42.92,190.0,81.55,52.0,100.0,0.52
12.14,Akali,24.0,10.3,21.0,9.01,45.0,19.31,10.0,21.0,0.47619047619047616
12.14,Alistar,31.0,13.3,14.0,6.01,45.0,19.31,6.0,14.0,0.42857142857142855
12.14,Amumu,13.0,5.58,25.0,10.73,38.0,16.31,13.0,25.0,0.52
12.14,Aphelios,24.0,10.3,61.0,26.18,85.0,36.48,33.0,61.0,0.5409836065573771
12.14,Ashe,2.0,0.86,9.0,3.86,11.0,4.72,6.0,9.0,0.6666666666666666
12.14,Azir,86.0,36.91,80.0,34.33,166.0,71.24,37.0,80.0,0.4625
12.14,Bard,3.0,1.29,3.0,1.29,6.0,2.58,0.0,3.0,0.0
12.14,Braum,8.0,3.43,22.0,9.44,30.0,12.88,9.0,22.0,0.4090909090909091
12.14,Camille,15.0,6.44,22.0,9.44,37.0,15.88,10.0,22.0,0.45454545454545453
12.14,Draven,62.0,26.61,33.0,14.16,95.0,40.77,18.0,33.0,0.5454545454545454
12.14,Ezreal,3.0,1.29,5.0,2.15,8.0,3.43,1.0,5.0,0.2
12.14,Fiora,25.0,10.73,15.0,6.44,40.0,17.17,5.0,15.0,0.3333333333333333
12.14,Galio,12.0,5.15,12.0,5.15,24.0,10.3,8.0,12.0,0.6666666666666666
12.14,Gangplank,4.0,1.72,4.0,1.72,8.0,3.43,3.0,4.0,0.75
12.14,Gnar,15.0,6.44,41.0,17.6,56.0,24.03,20.0,41.0,0.4878048780487805
12.14,Gragas,16.0,6.87,29.0,12.45,45.0,19.31,14.0,29.0,0.4827586206896552
12.14,Gwen,92.0,39.48,60.0,25.75,152.0,65.24,33.0,60.0,0.55
12.14,Janna,1.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.14,Jarvan IV,21.0,9.01,21.0,9.01,42.0,18.03,7.0,21.0,0.3333333333333333
12.14,Jax,31.0,13.3,25.0,10.73,56.0,24.03,18.0,25.0,0.72
12.14,Jinx,6.0,2.58,10.0,4.29,16.0,6.87,3.0,10.0,0.3
12.14,Kai'Sa,3.0,1.29,1.0,0.43,4.0,1.72,1.0,1.0,1.0
12.14,Kalista,182.0,78.11,32.0,13.73,214.0,91.85,17.0,32.0,0.53125
12.14,Karma,7.0,3.0,7.0,3.0,14.0,6.01,2.0,7.0,0.2857142857142857
12.14,Kassadin,1.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.14,Kayle,1.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.14,Kennen,4.0,1.72,11.0,4.72,15.0,6.44,2.0,11.0,0.18181818181818182
12.14,Kog'Maw,1.0,0.43,1.0,0.43,2.0,0.86,1.0,1.0,1.0
12.14,LeBlanc,50.0,21.46,26.0,11.16,76.0,32.62,10.0,26.0,0.38461538461538464
12.14,Lee Sin,20.0,8.58,18.0,7.73,38.0,16.31,10.0,18.0,0.5555555555555556
12.14,Leona,16.0,6.87,38.0,16.31,54.0,23.18,19.0,38.0,0.5
12.14,Lillia,3.0,1.29,2.0,0.86,5.0,2.15,2.0,2.0,1.0
12.14,Lissandra,22.0,9.44,18.0,7.73,40.0,17.17,8.0,18.0,0.4444444444444444
12.14,Lucian,83.0,35.62,30.0,12.88,113.0,48.5,19.0,30.0,0.6333333333333333
12.14,Lulu,25.0,10.73,57.0,24.46,82.0,35.19,25.0,57.0,0.43859649122807015
12.14,Miss Fortune,3.0,1.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.14,Mordekaiser,7.0,3.0,2.0,0.86,9.0,3.86,1.0,2.0,0.5
12.14,Morgana,3.0,1.29,7.0,3.0,10.0,4.29,3.0,7.0,0.42857142857142855
12.14,Nautilus,66.0,28.33,60.0,25.75,126.0,54.08,37.0,60.0,0.6166666666666667
12.14,Nilah,9.0,3.86,16.0,6.87,25.0,10.73,7.0,16.0,0.4375
12.14,Nocturne,19.0,8.15,3.0,1.29,22.0,9.44,1.0,3.0,0.3333333333333333
12.14,Olaf,20.0,8.58,9.0,3.86,29.0,12.45,5.0,9.0,0.5555555555555556
12.14,Orianna,5.0,2.15,10.0,4.29,15.0,6.44,3.0,10.0,0.3
12.14,Ornn,67.0,28.76,60.0,25.75,127.0,54.51,30.0,60.0,0.5
12.14,Pantheon,23.0,9.87,16.0,6.87,39.0,16.74,9.0,16.0,0.5625
12.14,Poppy,140.0,60.09,57.0,24.46,197.0,84.55,31.0,57.0,0.543859649122807
12.14,Pyke,5.0,2.15,5.0,2.15,10.0,4.29,2.0,5.0,0.4
12.14,Rakan,17.0,7.3,43.0,18.45,60.0,25.75,21.0,43.0,0.4883720930232558
12.14,Rek'Sai,1.0,0.43,2.0,0.86,3.0,1.29,0.0,2.0,0.0
12.14,Rell,1.0,0.43,3.0,1.29,4.0,1.72,0.0,3.0,0.0
12.14,Renata Glasc,57.0,24.46,48.0,20.6,105.0,45.06,26.0,48.0,0.5416666666666666
12.14,Renekton,58.0,24.89,59.0,25.32,117.0,50.21,31.0,59.0,0.5254237288135594
12.14,Rumble,5.0,2.15,6.0,2.58,11.0,4.72,4.0,6.0,0.6666666666666666
12.14,Ryze,7.0,3.0,5.0,2.15,12.0,5.15,3.0,5.0,0.6
12.14,Samira,5.0,2.15,5.0,2.15,10.0,4.29,3.0,5.0,0.6
12.14,Sejuani,38.0,16.31,78.0,33.48,116.0,49.79,33.0,78.0,0.4230769230769231
12.14,Senna,7.0,3.0,10.0,4.29,17.0,7.3,3.0,10.0,0.3
12.14,Seraphine,16.0,6.87,9.0,3.86,25.0,10.73,7.0,9.0,0.7777777777777778
12.14,Sett,1.0,0.43,3.0,1.29,4.0,1.72,2.0,3.0,0.6666666666666666
12.14,Shyvana,2.0,0.86,3.0,1.29,5.0,2.15,1.0,3.0,0.3333333333333333
12.14,Singed,1.0,0.43,1.0,0.43,2.0,0.86,1.0,1.0,1.0
12.14,Sivir,94.0,40.34,111.0,47.64,205.0,87.98,62.0,111.0,0.5585585585585585
12.14,Skarner,7.0,3.0,6.0,2.58,13.0,5.58,4.0,6.0,0.6666666666666666
12.14,Soraka,1.0,0.43,2.0,0.86,3.0,1.29,2.0,2.0,1.0
12.14,Swain,11.0,4.72,20.0,8.58,31.0,13.3,12.0,20.0,0.6
12.14,Sylas,86.0,36.91,65.0,27.9,151.0,64.81,38.0,65.0,0.5846153846153846
12.14,Syndra,1.0,0.43,2.0,0.86,3.0,1.29,1.0,2.0,0.5
12.14,Tahm Kench,22.0,9.44,26.0,11.16,48.0,20.6,9.0,26.0,0.34615384615384615
12.14,Taliyah,66.0,28.33,58.0,24.89,124.0,53.22,28.0,58.0,0.4827586206896552
12.14,Talon,1.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.14,Taric,4.0,1.72,3.0,1.29,7.0,3.0,0.0,3.0,0.0
12.14,Tristana,2.0,0.86,4.0,1.72,6.0,2.58,1.0,4.0,0.25
12.14,Trundle,69.0,29.61,55.0,23.61,124.0,53.22,26.0,55.0,0.4727272727272727
12.14,Twisted Fate,2.0,0.86,1.0,0.43,3.0,1.29,1.0,1.0,1.0
12.14,Twitch,5.0,2.15,13.0,5.58,18.0,7.73,7.0,13.0,0.5384615384615384
12.14,Varus,1.0,0.43,7.0,3.0,8.0,3.43,1.0,7.0,0.14285714285714285
12.14,Vex,17.0,7.3,21.0,9.01,38.0,16.31,8.0,21.0,0.38095238095238093
12.14,Vi,46.0,19.74,61.0,26.18,107.0,45.92,26.0,61.0,0.4262295081967213
12.14,Viego,22.0,9.44,35.0,15.02,57.0,24.46,18.0,35.0,0.5142857142857142
12.14,Viktor,8.0,3.43,19.0,8.15,27.0,11.59,10.0,19.0,0.5263157894736842
12.14,Wukong,73.0,31.33,133.0,57.08,206.0,88.41,74.0,133.0,0.556390977443609
12.14,Xayah,5.0,2.15,3.0,1.29,8.0,3.43,2.0,3.0,0.6666666666666666
12.14,Xin Zhao,10.0,4.29,17.0,7.3,27.0,11.59,6.0,17.0,0.35294117647058826
12.14,Yasuo,1.0,0.43,5.0,2.15,6.0,2.58,1.0,5.0,0.2
12.14,Yone,7.0,3.0,14.0,6.01,21.0,9.01,6.0,14.0,0.42857142857142855
12.14,Yuumi,122.0,52.36,51.0,21.89,173.0,74.25,31.0,51.0,0.6078431372549019
12.14,Zeri,46.0,19.74,116.0,49.79,162.0,69.53,48.0,116.0,0.41379310344827586
12.14,Zilean,1.0,0.43,1.0,0.43,2.0,0.86,1.0,1.0,1.0
12.14,Zoe,1.0,0.43,2.0,0.86,3.0,1.29,0.0,2.0,0.0
12.14,unknown,2.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.15,Aatrox,31.0,25.41,50.0,40.98,81.0,66.39,23.0,50.0,0.46
12.15,Ahri,38.0,31.15,36.0,29.51,74.0,60.66,13.0,36.0,0.3611111111111111
12.15,Akali,18.0,14.75,14.0,11.48,32.0,26.23,5.0,14.0,0.35714285714285715
12.15,Alistar,6.0,4.92,7.0,5.74,13.0,10.66,4.0,7.0,0.5714285714285714
12.15,Amumu,17.0,13.93,8.0,6.56,25.0,20.49,4.0,8.0,0.5
12.15,Anivia,1.0,0.82,1.0,0.82,2.0,1.64,0.0,1.0,0.0
12.15,Aphelios,12.0,9.84,12.0,9.84,24.0,19.67,7.0,12.0,0.5833333333333334
12.15,Ashe,1.0,0.82,3.0,2.46,4.0,3.28,1.0,3.0,0.3333333333333333
12.15,Azir,65.0,53.28,43.0,35.25,108.0,88.52,16.0,43.0,0.37209302325581395
12.15,Bard,1.0,0.82,1.0,0.82,2.0,1.64,1.0,1.0,1.0
12.15,Braum,3.0,2.46,6.0,4.92,9.0,7.38,2.0,6.0,0.3333333333333333
12.15,Caitlyn,1.0,0.82,2.0,1.64,3.0,2.46,2.0,2.0,1.0
12.15,Camille,6.0,4.92,11.0,9.02,17.0,13.93,4.0,11.0,0.36363636363636365
12.15,Corki,1.0,0.82,5.0,4.1,6.0,4.92,2.0,5.0,0.4
12.15,Diana,1.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.15,Draven,53.0,43.44,6.0,4.92,59.0,48.36,3.0,6.0,0.5
12.15,Ezreal,3.0,2.46,2.0,1.64,5.0,4.1,0.0,2.0,0.0
12.15,Fiora,13.0,10.66,8.0,6.56,21.0,17.21,4.0,8.0,0.5
12.15,Galio,7.0,5.74,7.0,5.74,14.0,11.48,4.0,7.0,0.5714285714285714
12.15,Gangplank,4.0,3.28,5.0,4.1,9.0,7.38,3.0,5.0,0.6
12.15,Gnar,3.0,2.46,16.0,13.11,19.0,15.57,9.0,16.0,0.5625
12.15,Gragas,1.0,0.82,8.0,6.56,9.0,7.38,5.0,8.0,0.625
12.15,Gwen,9.0,7.38,13.0,10.66,22.0,18.03,6.0,13.0,0.46153846153846156
12.15,Jarvan IV,23.0,18.85,17.0,13.93,40.0,32.79,11.0,17.0,0.6470588235294118
12.15,Jax,3.0,2.46,17.0,13.93,20.0,16.39,12.0,17.0,0.7058823529411765
12.15,Jinx,1.0,0.82,10.0,8.2,11.0,9.02,3.0,10.0,0.3
12.15,Kalista,92.0,75.41,15.0,12.3,107.0,87.7,11.0,15.0,0.7333333333333333
12.15,Karma,3.0,2.46,3.0,2.46,6.0,4.92,1.0,3.0,0.3333333333333333
12.15,Kennen,17.0,13.93,11.0,9.02,28.0,22.95,7.0,11.0,0.6363636363636364
12.15,LeBlanc,26.0,21.31,14.0,11.48,40.0,32.79,7.0,14.0,0.5
12.15,Lee Sin,4.0,3.28,6.0,4.92,10.0,8.2,4.0,6.0,0.6666666666666666
12.15,Leona,1.0,0.82,9.0,7.38,10.0,8.2,2.0,9.0,0.2222222222222222
12.15,Lissandra,10.0,8.2,15.0,12.3,25.0,20.49,8.0,15.0,0.5333333333333333
12.15,Lucian,41.0,33.61,27.0,22.13,68.0,55.74,13.0,27.0,0.48148148148148145
12.15,Lulu,26.0,21.31,47.0,38.52,73.0,59.84,21.0,47.0,0.44680851063829785
12.15,Lux,1.0,0.82,1.0,0.82,2.0,1.64,1.0,1.0,1.0
12.15,Miss Fortune,1.0,0.82,5.0,4.1,6.0,4.92,3.0,5.0,0.6
12.15,Morgana,2.0,1.64,4.0,3.28,6.0,4.92,2.0,4.0,0.5
12.15,Nautilus,21.0,17.21,23.0,18.85,44.0,36.07,13.0,23.0,0.5652173913043478
12.15,Nilah,2.0,1.64,4.0,3.28,6.0,4.92,2.0,4.0,0.5
12.15,Nocturne,3.0,2.46,12.0,9.84,15.0,12.3,8.0,12.0,0.6666666666666666
12.15,Olaf,4.0,3.28,3.0,2.46,7.0,5.74,1.0,3.0,0.3333333333333333
12.15,Orianna,2.0,1.64,11.0,9.02,13.0,10.66,8.0,11.0,0.7272727272727273
12.15,Ornn,37.0,30.33,36.0,29.51,73.0,59.84,17.0,36.0,0.4722222222222222
12.15,Pantheon,9.0,7.38,3.0,2.46,12.0,9.84,2.0,3.0,0.6666666666666666
12.15,Poppy,41.0,33.61,37.0,30.33,78.0,63.93,18.0,37.0,0.4864864864864865
12.15,Pyke,3.0,2.46,1.0,0.82,4.0,3.28,0.0,1.0,0.0
12.15,Rakan,3.0,2.46,10.0,8.2,13.0,10.66,7.0,10.0,0.7
12.15,Renata Glasc,13.0,10.66,28.0,22.95,41.0,33.61,15.0,28.0,0.5357142857142857
12.15,Renekton,48.0,39.34,43.0,35.25,91.0,74.59,23.0,43.0,0.5348837209302325
12.15,Ryze,5.0,4.1,5.0,4.1,10.0,8.2,3.0,5.0,0.6
12.15,Samira,1.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.15,Sejuani,28.0,22.95,39.0,31.97,67.0,54.92,19.0,39.0,0.48717948717948717
12.15,Senna,23.0,18.85,9.0,7.38,32.0,26.23,8.0,9.0,0.8888888888888888
12.15,Seraphine,24.0,19.67,14.0,11.48,38.0,31.15,11.0,14.0,0.7857142857142857
12.15,Sett,1.0,0.82,2.0,1.64,3.0,2.46,1.0,2.0,0.5
12.15,Shyvana,1.0,0.82,1.0,0.82,2.0,1.64,0.0,1.0,0.0
12.15,Sivir,33.0,27.05,68.0,55.74,101.0,82.79,28.0,68.0,0.4117647058823529
12.15,Skarner,1.0,0.82,1.0,0.82,2.0,1.64,0.0,1.0,0.0
12.15,Soraka,1.0,0.82,6.0,4.92,7.0,5.74,3.0,6.0,0.5
12.15,Swain,6.0,4.92,6.0,4.92,12.0,9.84,3.0,6.0,0.5
12.15,Sylas,49.0,40.16,34.0,27.87,83.0,68.03,17.0,34.0,0.5
12.15,Tahm Kench,3.0,2.46,11.0,9.02,14.0,11.48,7.0,11.0,0.6363636363636364
12.15,Taliyah,38.0,31.15,21.0,17.21,59.0,48.36,15.0,21.0,0.7142857142857143
12.15,Teemo,1.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.15,Tristana,1.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.15,Trundle,34.0,27.87,51.0,41.8,85.0,69.67,30.0,51.0,0.5882352941176471
12.15,Tryndamere,1.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.15,Twitch,1.0,0.82,2.0,1.64,3.0,2.46,1.0,2.0,0.5
12.15,Varus,1.0,0.82,5.0,4.1,6.0,4.92,5.0,5.0,1.0
12.15,Vi,41.0,33.61,29.0,23.77,70.0,57.38,13.0,29.0,0.4482758620689655
12.15,Viego,3.0,2.46,6.0,4.92,9.0,7.38,2.0,6.0,0.3333333333333333
12.15,Viktor,5.0,4.1,12.0,9.84,17.0,13.93,9.0,12.0,0.75
12.15,Wukong,49.0,40.16,44.0,36.07,93.0,76.23,19.0,44.0,0.4318181818181818
12.15,Xin Zhao,8.0,6.56,10.0,8.2,18.0,14.75,4.0,10.0,0.4
12.15,Yasuo,1.0,0.82,1.0,0.82,2.0,1.64,1.0,1.0,1.0
12.15,Yone,16.0,13.11,4.0,3.28,20.0,16.39,2.0,4.0,0.5
12.15,Yuumi,60.0,49.18,38.0,31.15,98.0,80.33,16.0,38.0,0.42105263157894735
12.15,Zeri,40.0,32.79,66.0,54.1,106.0,86.89,30.0,66.0,0.45454545454545453
12.15,Zilean,12.0,9.84,5.0,4.1,17.0,13.93,5.0,5.0,1.0
12.18,Aatrox,79.0,62.2,46.0,36.22,125.0,98.43,29.0,46.0,0.6304347826086957
12.18,Ahri,6.0,4.72,6.0,4.72,12.0,9.45,5.0,6.0,0.8333333333333334
12.18,Akali,34.0,26.77,33.0,25.98,67.0,52.76,18.0,33.0,0.5454545454545454
12.18,Alistar,9.0,7.09,13.0,10.24,22.0,17.32,5.0,13.0,0.38461538461538464
12.18,Amumu,18.0,14.17,19.0,14.96,37.0,29.13,12.0,19.0,0.631578947368421
12.18,Aphelios,20.0,15.75,43.0,33.86,63.0,49.61,23.0,43.0,0.5348837209302325
12.18,Ashe,7.0,5.51,7.0,5.51,14.0,11.02,4.0,7.0,0.5714285714285714
12.18,Azir,43.0,33.86,48.0,37.8,91.0,71.65,24.0,48.0,0.5
12.18,Bel'Veth,8.0,6.3,9.0,7.09,17.0,13.39,3.0,9.0,0.3333333333333333
12.18,Braum,5.0,3.94,7.0,5.51,12.0,9.45,3.0,7.0,0.42857142857142855
12.18,Caitlyn,86.0,67.72,12.0,9.45,98.0,77.17,5.0,12.0,0.4166666666666667
12.18,Camille,13.0,10.24,15.0,11.81,28.0,22.05,9.0,15.0,0.6
12.18,Darius,1.0,0.79,1.0,0.79,2.0,1.57,0.0,1.0,0.0
12.18,Draven,22.0,17.32,8.0,6.3,30.0,23.62,3.0,8.0,0.375
12.18,Ezreal,7.0,5.51,9.0,7.09,16.0,12.6,4.0,9.0,0.4444444444444444
12.18,Fiddlesticks,1.0,0.79,1.0,0.79,2.0,1.57,0.0,1.0,0.0
12.18,Fiora,29.0,22.83,24.0,18.9,53.0,41.73,12.0,24.0,0.5
12.18,Galio,7.0,5.51,10.0,7.87,17.0,13.39,2.0,10.0,0.2
12.18,Gangplank,6.0,4.72,6.0,4.72,12.0,9.45,4.0,6.0,0.6666666666666666
12.18,Gnar,13.0,10.24,25.0,19.69,38.0,29.92,13.0,25.0,0.52
12.18,Gragas,3.0,2.36,12.0,9.45,15.0,11.81,9.0,12.0,0.75
12.18,Graves,50.0,39.37,33.0,25.98,83.0,65.35,16.0,33.0,0.48484848484848486
12.18,Gwen,4.0,3.15,6.0,4.72,10.0,7.87,2.0,6.0,0.3333333333333333
12.18,Hecarim,19.0,14.96,18.0,14.17,37.0,29.13,10.0,18.0,0.5555555555555556
12.18,Heimerdinger,13.0,10.24,8.0,6.3,21.0,16.54,4.0,8.0,0.5
12.18,Irelia,1.0,0.79,2.0,1.57,3.0,2.36,0.0,2.0,0.0
12.18,Jarvan IV,11.0,8.66,9.0,7.09,20.0,15.75,2.0,9.0,0.2222222222222222
12.18,Jax,8.0,6.3,16.0,12.6,24.0,18.9,6.0,16.0,0.375
12.18,Jayce,2.0,1.57,3.0,2.36,5.0,3.94,3.0,3.0,1.0
12.18,Jinx,2.0,1.57,5.0,3.94,7.0,5.51,4.0,5.0,0.8
12.18,Kai'Sa,15.0,11.81,25.0,19.69,40.0,31.5,14.0,25.0,0.56
12.18,Kalista,43.0,33.86,25.0,19.69,68.0,53.54,10.0,25.0,0.4
